master_sample_id,target_analyte,left_observation_uid,right_observation_uid,left_instrument,right_instrument,left_sensor_family,right_sensor_family,cross_instrument,cross_sensor_family,cross_instrument_same_sensor,cross_instrument_cross_sensor
11.0,benzyl_fentanyl,session1_row65,session2_row48,Pendar-2,Mira-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
11.0,benzyl_fentanyl,session1_row65,session2_row115,Pendar-2,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
11.0,benzyl_fentanyl,session1_row65,session3_row224,Pendar-2,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
11.0,benzyl_fentanyl,session1_row65,session3_row235,Pendar-2,Mira-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
11.0,benzyl_fentanyl,session1_row65,session3_row268,Pendar-2,Agilent-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
11.0,benzyl_fentanyl,session1_row65,session3_row306,Pendar-2,Pendar-1,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
11.0,benzyl_fentanyl,session1_row65,session3_row315,Pendar-2,Mira-3,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
11.0,benzyl_fentanyl,session1_row65,session3_row334,Pendar-2,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
11.0,benzyl_fentanyl,session2_row47,session2_row48,Pendar-3,Mira-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
11.0,benzyl_fentanyl,session2_row47,session2_row115,Pendar-3,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
11.0,benzyl_fentanyl,session2_row47,session3_row224,Pendar-3,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
11.0,benzyl_fentanyl,session2_row47,session3_row235,Pendar-3,Mira-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
11.0,benzyl_fentanyl,session2_row47,session3_row268,Pendar-3,Agilent-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
11.0,benzyl_fentanyl,session2_row47,session3_row306,Pendar-3,Pendar-1,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
11.0,benzyl_fentanyl,session2_row47,session3_row315,Pendar-3,Mira-3,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
11.0,benzyl_fentanyl,session2_row47,session3_row334,Pendar-3,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
11.0,benzyl_fentanyl,session2_row48,session2_row115,Mira-3,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
11.0,benzyl_fentanyl,session2_row48,session3_row224,Mira-3,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
11.0,benzyl_fentanyl,session2_row48,session3_row268,Mira-3,Agilent-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
11.0,benzyl_fentanyl,session2_row48,session3_row306,Mira-3,Pendar-1,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
11.0,benzyl_fentanyl,session2_row48,session3_row315,Mira-3,Mira-3,pSERS_Metrohm_silver,NRC_Canadian_SERS,False,True,False,False
11.0,benzyl_fentanyl,session2_row48,session3_row334,Mira-3,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
11.0,benzyl_fentanyl,session2_row115,session3_row224,Agilent-3,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
11.0,benzyl_fentanyl,session2_row115,session3_row235,Agilent-3,Mira-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
11.0,benzyl_fentanyl,session2_row115,session3_row268,Agilent-3,Agilent-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
11.0,benzyl_fentanyl,session2_row115,session3_row306,Agilent-3,Pendar-1,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
11.0,benzyl_fentanyl,session2_row115,session3_row315,Agilent-3,Mira-3,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
11.0,benzyl_fentanyl,session2_row115,session3_row334,Agilent-3,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
11.0,benzyl_fentanyl,session3_row224,session3_row235,Pendar-1,Mira-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
11.0,benzyl_fentanyl,session3_row224,session3_row268,Pendar-1,Agilent-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
11.0,benzyl_fentanyl,session3_row224,session3_row306,Pendar-1,Pendar-1,pSERS_Metrohm_silver,NRC_Canadian_SERS,False,True,False,False
11.0,benzyl_fentanyl,session3_row224,session3_row315,Pendar-1,Mira-3,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
11.0,benzyl_fentanyl,session3_row235,session3_row268,Mira-3,Agilent-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
11.0,benzyl_fentanyl,session3_row235,session3_row306,Mira-3,Pendar-1,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
11.0,benzyl_fentanyl,session3_row235,session3_row315,Mira-3,Mira-3,pSERS_Metrohm_silver,NRC_Canadian_SERS,False,True,False,False
11.0,benzyl_fentanyl,session3_row235,session3_row334,Mira-3,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
11.0,benzyl_fentanyl,session3_row268,session3_row306,Agilent-1,Pendar-1,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
11.0,benzyl_fentanyl,session3_row268,session3_row315,Agilent-1,Mira-3,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
11.0,benzyl_fentanyl,session3_row268,session3_row334,Agilent-1,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
11.0,benzyl_fentanyl,session3_row306,session3_row315,Pendar-1,Mira-3,NRC_Canadian_SERS,NRC_Canadian_SERS,True,False,True,False
11.0,benzyl_fentanyl,session3_row306,session3_row334,Pendar-1,Pendar-1,NRC_Canadian_SERS,pSERS_Metrohm_silver,False,True,False,False
11.0,benzyl_fentanyl,session3_row315,session3_row334,Mira-3,Pendar-1,NRC_Canadian_SERS,pSERS_Metrohm_silver,True,True,False,True
12.0,blank,session1_row51,session1_row56,Agilent-3,Pendar-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session1_row51,session1_row58,Agilent-3,Pendar-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session1_row51,session1_row67,Agilent-3,Pendar-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session1_row51,session2_row49,Agilent-3,Pendar-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session1_row51,session2_row66,Agilent-3,Mira-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session1_row51,session3_row229,Agilent-3,Pendar-1,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
12.0,blank,session1_row51,session3_row243,Agilent-3,Mira-3,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
12.0,blank,session1_row51,session3_row250,Agilent-3,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session1_row51,session3_row252,Agilent-3,Mira-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session1_row51,session3_row271,Agilent-3,Agilent-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session1_row51,session3_row305,Agilent-3,Pendar-1,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
12.0,blank,session1_row51,session3_row313,Agilent-3,Mira-3,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
12.0,blank,session1_row51,session3_row335,Agilent-3,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session1_row56,session2_row49,Pendar-2,Pendar-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session1_row56,session2_row66,Pendar-2,Mira-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session1_row56,session2_row116,Pendar-2,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session1_row56,session3_row229,Pendar-2,Pendar-1,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
12.0,blank,session1_row56,session3_row243,Pendar-2,Mira-3,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
12.0,blank,session1_row56,session3_row250,Pendar-2,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session1_row56,session3_row252,Pendar-2,Mira-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session1_row56,session3_row271,Pendar-2,Agilent-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session1_row56,session3_row305,Pendar-2,Pendar-1,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
12.0,blank,session1_row56,session3_row313,Pendar-2,Mira-3,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
12.0,blank,session1_row56,session3_row335,Pendar-2,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session1_row58,session2_row49,Pendar-2,Pendar-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session1_row58,session2_row66,Pendar-2,Mira-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session1_row58,session2_row116,Pendar-2,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session1_row58,session3_row229,Pendar-2,Pendar-1,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
12.0,blank,session1_row58,session3_row243,Pendar-2,Mira-3,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
12.0,blank,session1_row58,session3_row250,Pendar-2,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session1_row58,session3_row252,Pendar-2,Mira-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session1_row58,session3_row271,Pendar-2,Agilent-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session1_row58,session3_row305,Pendar-2,Pendar-1,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
12.0,blank,session1_row58,session3_row313,Pendar-2,Mira-3,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
12.0,blank,session1_row58,session3_row335,Pendar-2,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session1_row67,session2_row49,Pendar-2,Pendar-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session1_row67,session2_row66,Pendar-2,Mira-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session1_row67,session2_row116,Pendar-2,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session1_row67,session3_row229,Pendar-2,Pendar-1,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
12.0,blank,session1_row67,session3_row243,Pendar-2,Mira-3,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
12.0,blank,session1_row67,session3_row250,Pendar-2,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session1_row67,session3_row252,Pendar-2,Mira-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session1_row67,session3_row271,Pendar-2,Agilent-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session1_row67,session3_row305,Pendar-2,Pendar-1,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
12.0,blank,session1_row67,session3_row313,Pendar-2,Mira-3,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
12.0,blank,session1_row67,session3_row335,Pendar-2,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session2_row49,session2_row66,Pendar-3,Mira-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session2_row49,session2_row116,Pendar-3,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session2_row49,session3_row229,Pendar-3,Pendar-1,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
12.0,blank,session2_row49,session3_row243,Pendar-3,Mira-3,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
12.0,blank,session2_row49,session3_row250,Pendar-3,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session2_row49,session3_row252,Pendar-3,Mira-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session2_row49,session3_row271,Pendar-3,Agilent-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session2_row49,session3_row305,Pendar-3,Pendar-1,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
12.0,blank,session2_row49,session3_row313,Pendar-3,Mira-3,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
12.0,blank,session2_row49,session3_row335,Pendar-3,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session2_row66,session2_row116,Mira-3,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session2_row66,session3_row229,Mira-3,Pendar-1,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
12.0,blank,session2_row66,session3_row243,Mira-3,Mira-3,pSERS_Metrohm_silver,NRC_Canadian_SERS,False,True,False,False
12.0,blank,session2_row66,session3_row250,Mira-3,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session2_row66,session3_row271,Mira-3,Agilent-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session2_row66,session3_row305,Mira-3,Pendar-1,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
12.0,blank,session2_row66,session3_row313,Mira-3,Mira-3,pSERS_Metrohm_silver,NRC_Canadian_SERS,False,True,False,False
12.0,blank,session2_row66,session3_row335,Mira-3,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session2_row116,session3_row229,Agilent-3,Pendar-1,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
12.0,blank,session2_row116,session3_row243,Agilent-3,Mira-3,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
12.0,blank,session2_row116,session3_row250,Agilent-3,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session2_row116,session3_row252,Agilent-3,Mira-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session2_row116,session3_row271,Agilent-3,Agilent-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session2_row116,session3_row305,Agilent-3,Pendar-1,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
12.0,blank,session2_row116,session3_row313,Agilent-3,Mira-3,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
12.0,blank,session2_row116,session3_row335,Agilent-3,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session3_row229,session3_row243,Pendar-1,Mira-3,NRC_Canadian_SERS,NRC_Canadian_SERS,True,False,True,False
12.0,blank,session3_row229,session3_row250,Pendar-1,Pendar-1,NRC_Canadian_SERS,pSERS_Metrohm_silver,False,True,False,False
12.0,blank,session3_row229,session3_row252,Pendar-1,Mira-3,NRC_Canadian_SERS,pSERS_Metrohm_silver,True,True,False,True
12.0,blank,session3_row229,session3_row271,Pendar-1,Agilent-1,NRC_Canadian_SERS,pSERS_Metrohm_silver,True,True,False,True
12.0,blank,session3_row229,session3_row313,Pendar-1,Mira-3,NRC_Canadian_SERS,NRC_Canadian_SERS,True,False,True,False
12.0,blank,session3_row229,session3_row335,Pendar-1,Pendar-1,NRC_Canadian_SERS,pSERS_Metrohm_silver,False,True,False,False
12.0,blank,session3_row243,session3_row250,Mira-3,Pendar-1,NRC_Canadian_SERS,pSERS_Metrohm_silver,True,True,False,True
12.0,blank,session3_row243,session3_row252,Mira-3,Mira-3,NRC_Canadian_SERS,pSERS_Metrohm_silver,False,True,False,False
12.0,blank,session3_row243,session3_row271,Mira-3,Agilent-1,NRC_Canadian_SERS,pSERS_Metrohm_silver,True,True,False,True
12.0,blank,session3_row243,session3_row305,Mira-3,Pendar-1,NRC_Canadian_SERS,NRC_Canadian_SERS,True,False,True,False
12.0,blank,session3_row243,session3_row335,Mira-3,Pendar-1,NRC_Canadian_SERS,pSERS_Metrohm_silver,True,True,False,True
12.0,blank,session3_row250,session3_row252,Pendar-1,Mira-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session3_row250,session3_row271,Pendar-1,Agilent-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session3_row250,session3_row305,Pendar-1,Pendar-1,pSERS_Metrohm_silver,NRC_Canadian_SERS,False,True,False,False
12.0,blank,session3_row250,session3_row313,Pendar-1,Mira-3,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
12.0,blank,session3_row252,session3_row271,Mira-3,Agilent-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session3_row252,session3_row305,Mira-3,Pendar-1,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
12.0,blank,session3_row252,session3_row313,Mira-3,Mira-3,pSERS_Metrohm_silver,NRC_Canadian_SERS,False,True,False,False
12.0,blank,session3_row252,session3_row335,Mira-3,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session3_row271,session3_row305,Agilent-1,Pendar-1,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
12.0,blank,session3_row271,session3_row313,Agilent-1,Mira-3,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
12.0,blank,session3_row271,session3_row335,Agilent-1,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
12.0,blank,session3_row305,session3_row313,Pendar-1,Mira-3,NRC_Canadian_SERS,NRC_Canadian_SERS,True,False,True,False
12.0,blank,session3_row305,session3_row335,Pendar-1,Pendar-1,NRC_Canadian_SERS,pSERS_Metrohm_silver,False,True,False,False
12.0,blank,session3_row313,session3_row335,Mira-3,Pendar-1,NRC_Canadian_SERS,pSERS_Metrohm_silver,True,True,False,True
13.0,benzyl_fentanyl,session2_row117,session3_row251,Agilent-3,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
13.0,benzyl_fentanyl,session2_row117,session3_row275,Agilent-3,Agilent-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
13.0,benzyl_fentanyl,session2_row117,session3_row344,Agilent-3,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
13.0,benzyl_fentanyl,session3_row251,session3_row275,Pendar-1,Agilent-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
13.0,benzyl_fentanyl,session3_row275,session3_row344,Agilent-1,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
14.0,4_ANPP,session2_row86,session2_row87,Pendar-3,Mira-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
14.0,4_ANPP,session2_row86,session2_row118,Pendar-3,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
14.0,4_ANPP,session2_row86,session3_row254,Pendar-3,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
14.0,4_ANPP,session2_row86,session3_row255,Pendar-3,Mira-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
14.0,4_ANPP,session2_row86,session3_row258,Pendar-3,Mira-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
14.0,4_ANPP,session2_row86,session3_row345,Pendar-3,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
14.0,4_ANPP,session2_row87,session2_row118,Mira-3,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
14.0,4_ANPP,session2_row87,session3_row254,Mira-3,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
14.0,4_ANPP,session2_row87,session3_row345,Mira-3,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
14.0,4_ANPP,session2_row118,session3_row254,Agilent-3,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
14.0,4_ANPP,session2_row118,session3_row255,Agilent-3,Mira-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
14.0,4_ANPP,session2_row118,session3_row258,Agilent-3,Mira-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
14.0,4_ANPP,session2_row118,session3_row345,Agilent-3,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
14.0,4_ANPP,session3_row254,session3_row255,Pendar-1,Mira-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
14.0,4_ANPP,session3_row254,session3_row258,Pendar-1,Mira-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
14.0,4_ANPP,session3_row255,session3_row345,Mira-3,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
14.0,4_ANPP,session3_row258,session3_row345,Mira-3,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
15.0,blank,session2_row88,session2_row89,Pendar-3,Mira-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
15.0,blank,session2_row88,session2_row119,Pendar-3,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
15.0,blank,session2_row88,session3_row257,Pendar-3,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
15.0,blank,session2_row88,session3_row260,Pendar-3,Pendar-1,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
15.0,blank,session2_row88,session3_row261,Pendar-3,Mira-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
15.0,blank,session2_row88,session3_row264,Pendar-3,Mira-3,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
15.0,blank,session2_row88,session3_row283,Pendar-3,Agilent-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
15.0,blank,session2_row88,session3_row285,Pendar-3,Mira-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
15.0,blank,session2_row88,session3_row311,Pendar-3,Mira-3,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
15.0,blank,session2_row88,session3_row320,Pendar-3,Pendar-1,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
15.0,blank,session2_row88,session3_row343,Pendar-3,Agilent-1,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
15.0,blank,session2_row88,session3_row346,Pendar-3,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
15.0,blank,session2_row89,session2_row119,Mira-3,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
15.0,blank,session2_row89,session3_row257,Mira-3,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
15.0,blank,session2_row89,session3_row260,Mira-3,Pendar-1,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
15.0,blank,session2_row89,session3_row264,Mira-3,Mira-3,pSERS_Metrohm_silver,NRC_Canadian_SERS,False,True,False,False
15.0,blank,session2_row89,session3_row283,Mira-3,Agilent-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
15.0,blank,session2_row89,session3_row311,Mira-3,Mira-3,pSERS_Metrohm_silver,NRC_Canadian_SERS,False,True,False,False
15.0,blank,session2_row89,session3_row320,Mira-3,Pendar-1,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
15.0,blank,session2_row89,session3_row343,Mira-3,Agilent-1,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
15.0,blank,session2_row89,session3_row346,Mira-3,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
15.0,blank,session2_row119,session3_row257,Agilent-3,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
15.0,blank,session2_row119,session3_row260,Agilent-3,Pendar-1,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
15.0,blank,session2_row119,session3_row261,Agilent-3,Mira-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
15.0,blank,session2_row119,session3_row264,Agilent-3,Mira-3,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
15.0,blank,session2_row119,session3_row283,Agilent-3,Agilent-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
15.0,blank,session2_row119,session3_row285,Agilent-3,Mira-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
15.0,blank,session2_row119,session3_row311,Agilent-3,Mira-3,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
15.0,blank,session2_row119,session3_row320,Agilent-3,Pendar-1,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
15.0,blank,session2_row119,session3_row343,Agilent-3,Agilent-1,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
15.0,blank,session2_row119,session3_row346,Agilent-3,Pendar-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
15.0,blank,session3_row257,session3_row260,Pendar-1,Pendar-1,pSERS_Metrohm_silver,NRC_Canadian_SERS,False,True,False,False
15.0,blank,session3_row257,session3_row261,Pendar-1,Mira-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
15.0,blank,session3_row257,session3_row264,Pendar-1,Mira-3,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
15.0,blank,session3_row257,session3_row283,Pendar-1,Agilent-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
15.0,blank,session3_row257,session3_row285,Pendar-1,Mira-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
