scenario,outer_fold,declared_seed,evaluation_subset,representation,confidence_kind,requested_coverage,n_retained,realized_coverage,accuracy,selective_risk,confidence_threshold
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.5,59,0.5042735042735043,0.5932203389830508,0.4067796610169492,0.6710454004155957
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,1.0,117,1.0,0.6666666666666666,0.33333333333333337,0.4867555990744463
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.9,106,0.905982905982906,0.6981132075471698,0.30188679245283023,0.6836706901314442
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.8,94,0.8034188034188035,0.7127659574468085,0.2872340425531915,0.7163112435394591
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.7,82,0.7008547008547008,0.7560975609756098,0.24390243902439024,0.7293179765537487
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.5,59,0.5042735042735043,0.8305084745762712,0.1694915254237288,0.7558285463929034
nato_outer_o3__train_quality_pass__test_field_quality_stress,3,1729,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,1.0,19,1.0,0.3157894736842105,0.6842105263157895,0.3767126484702992
nato_outer_o3__train_quality_pass__test_field_quality_stress,3,1729,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.9,18,0.9473684210526315,0.3333333333333333,0.6666666666666667,0.3781079964350469
nato_outer_o3__train_quality_pass__test_field_quality_stress,3,1729,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.8,16,0.8421052631578947,0.375,0.625,0.3803358283510545
nato_outer_o3__train_quality_pass__test_field_quality_stress,3,1729,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.7,14,0.7368421052631579,0.42857142857142855,0.5714285714285714,0.38672016324869257
nato_outer_o3__train_quality_pass__test_field_quality_stress,3,1729,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.5,10,0.5263157894736842,0.4,0.6,0.3937852199901377
nato_outer_o3__train_quality_pass__test_field_quality_stress,3,2718,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,1.0,19,1.0,0.3157894736842105,0.6842105263157895,0.33692825384887115
nato_outer_o3__train_quality_pass__test_field_quality_stress,3,2718,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.9,18,0.9473684210526315,0.3333333333333333,0.6666666666666667,0.34380521048970064
nato_outer_o3__train_quality_pass__test_field_quality_stress,3,2718,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.8,16,0.8421052631578947,0.375,0.625,0.35027961334277397
nato_outer_o3__train_quality_pass__test_field_quality_stress,3,2718,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.7,14,0.7368421052631579,0.2857142857142857,0.7142857142857143,0.35486068177534436
nato_outer_o3__train_quality_pass__test_field_quality_stress,3,2718,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.5,10,0.5263157894736842,0.4,0.6,0.35945015245330575
nato_outer_o3__train_quality_pass__test_field_quality_stress,3,3141,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,1.0,19,1.0,0.3157894736842105,0.6842105263157895,0.34142723373385436
nato_outer_o3__train_quality_pass__test_field_quality_stress,3,3141,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.9,18,0.9473684210526315,0.2777777777777778,0.7222222222222222,0.34180303240789595
nato_outer_o3__train_quality_pass__test_field_quality_stress,3,3141,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.8,16,0.8421052631578947,0.1875,0.8125,0.3422805526715434
nato_outer_o3__train_quality_pass__test_field_quality_stress,3,3141,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.7,14,0.7368421052631579,0.21428571428571427,0.7857142857142857,0.342357588258375
nato_outer_o3__train_quality_pass__test_field_quality_stress,3,3141,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.5,10,0.5263157894736842,0.2,0.8,0.34261073506739353
nato_outer_o3__train_quality_pass__test_quality_pass,3,1729,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,1.0,101,1.0,0.7029702970297029,0.29702970297029707,0.5211506241387515
nato_outer_o3__train_quality_pass__test_quality_pass,3,1729,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.9,91,0.900990099009901,0.7252747252747253,0.27472527472527475,0.6522067221648176
nato_outer_o3__train_quality_pass__test_quality_pass,3,1729,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.8,81,0.801980198019802,0.7777777777777778,0.2222222222222222,0.6770215426593437
nato_outer_o3__train_quality_pass__test_quality_pass,3,1729,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.7,71,0.7029702970297029,0.8169014084507042,0.18309859154929575,0.7082412596478425
nato_outer_o3__train_quality_pass__test_quality_pass,3,1729,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.5,51,0.504950495049505,0.8627450980392157,0.13725490196078427,0.7424662073780284
nato_outer_o3__train_quality_pass__test_quality_pass,3,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,1.0,101,1.0,0.7029702970297029,0.29702970297029707,0.5527370257478951
nato_outer_o3__train_quality_pass__test_quality_pass,3,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.9,91,0.900990099009901,0.7472527472527473,0.25274725274725274,0.6334151303629226
nato_outer_o3__train_quality_pass__test_quality_pass,3,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.8,81,0.801980198019802,0.7777777777777778,0.2222222222222222,0.6566640619601932
nato_outer_o3__train_quality_pass__test_quality_pass,3,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.7,71,0.7029702970297029,0.8028169014084507,0.19718309859154926,0.6724271606885729
nato_outer_o3__train_quality_pass__test_quality_pass,3,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.5,51,0.504950495049505,0.8431372549019608,0.1568627450980392,0.6931845563276269
nato_outer_o3__train_quality_pass__test_quality_pass,3,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,1.0,101,1.0,0.7227722772277227,0.27722772277227725,0.4726383624529219
nato_outer_o3__train_quality_pass__test_quality_pass,3,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.9,91,0.900990099009901,0.7582417582417582,0.2417582417582418,0.574925784087608
nato_outer_o3__train_quality_pass__test_quality_pass,3,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.8,81,0.801980198019802,0.7777777777777778,0.2222222222222222,0.6147435028397801
nato_outer_o3__train_quality_pass__test_quality_pass,3,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.7,71,0.7029702970297029,0.8028169014084507,0.19718309859154926,0.6453939374055301
nato_outer_o3__train_quality_pass__test_quality_pass,3,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.5,51,0.504950495049505,0.9019607843137255,0.0980392156862745,0.6814263292014231
nato_outer_o3__train_strict_core__test_strict_core,3,1729,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,1.0,120,1.0,0.6833333333333333,0.31666666666666665,0.43278029931456896
nato_outer_o3__train_strict_core__test_strict_core,3,1729,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.9,108,0.9,0.7222222222222222,0.2777777777777778,0.5566350003506825
nato_outer_o3__train_strict_core__test_strict_core,3,1729,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.8,96,0.8,0.78125,0.21875,0.5903656007212071
nato_outer_o3__train_strict_core__test_strict_core,3,1729,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.7,84,0.7,0.7976190476190477,0.20238095238095233,0.622651329070648
nato_outer_o3__train_strict_core__test_strict_core,3,1729,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.5,60,0.5,0.8666666666666667,0.1333333333333333,0.6779846602207242
nato_outer_o3__train_strict_core__test_strict_core,3,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,1.0,120,1.0,0.6083333333333333,0.3916666666666667,0.3425017499529596
nato_outer_o3__train_strict_core__test_strict_core,3,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.9,108,0.9,0.6574074074074074,0.34259259259259256,0.4448140471435509
nato_outer_o3__train_strict_core__test_strict_core,3,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.8,96,0.8,0.6979166666666666,0.30208333333333337,0.4743635378208164
nato_outer_o3__train_strict_core__test_strict_core,3,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.7,84,0.7,0.7738095238095238,0.22619047619047616,0.4926358698600039
nato_outer_o3__train_strict_core__test_strict_core,3,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.5,60,0.5,0.9,0.09999999999999998,0.5550875953977987
nato_outer_o3__train_strict_core__test_strict_core,3,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,1.0,120,1.0,0.6416666666666667,0.3583333333333333,0.39710056901017987
nato_outer_o3__train_strict_core__test_strict_core,3,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.9,108,0.9,0.6759259259259259,0.32407407407407407,0.5640224936954155
nato_outer_o3__train_strict_core__test_strict_core,3,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.8,96,0.8,0.6979166666666666,0.30208333333333337,0.6046641341075448
nato_outer_o3__train_strict_core__test_strict_core,3,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.7,84,0.7,0.7380952380952381,0.26190476190476186,0.6394791290257035
nato_outer_o3__train_strict_core__test_strict_core,3,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.5,60,0.5,0.7666666666666667,0.23333333333333328,0.6931356115955
nato_outer_o4__train_quality_pass__test_field_quality_stress,4,1729,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,1.0,27,1.0,0.4444444444444444,0.5555555555555556,0.31432098623829047
nato_outer_o4__train_quality_pass__test_field_quality_stress,4,1729,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.9,25,0.9259259259259259,0.4,0.6,0.3325803980390025
nato_outer_o4__train_quality_pass__test_field_quality_stress,4,1729,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.8,22,0.8148148148148148,0.45454545454545453,0.5454545454545454,0.34109362373278157
nato_outer_o4__train_quality_pass__test_field_quality_stress,4,1729,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.7,19,0.7037037037037037,0.42105263157894735,0.5789473684210527,0.3479210434005232
nato_outer_o4__train_quality_pass__test_field_quality_stress,4,1729,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.5,14,0.5185185185185185,0.5714285714285714,0.4285714285714286,0.3514406568808115
nato_outer_o4__train_quality_pass__test_field_quality_stress,4,2718,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,1.0,27,1.0,0.3333333333333333,0.6666666666666667,0.34593219452207613
nato_outer_o4__train_quality_pass__test_field_quality_stress,4,2718,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.9,25,0.9259259259259259,0.36,0.64,0.34688058715412345
nato_outer_o4__train_quality_pass__test_field_quality_stress,4,2718,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.8,22,0.8148148148148148,0.4090909090909091,0.5909090909090908,0.3489638147764679
nato_outer_o4__train_quality_pass__test_field_quality_stress,4,2718,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.7,19,0.7037037037037037,0.42105263157894735,0.5789473684210527,0.3492861356214824
nato_outer_o4__train_quality_pass__test_field_quality_stress,4,2718,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.5,14,0.5185185185185185,0.5,0.5,0.3494425769898646
nato_outer_o4__train_quality_pass__test_field_quality_stress,4,3141,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,1.0,27,1.0,0.3333333333333333,0.6666666666666667,0.3239822151558355
nato_outer_o4__train_quality_pass__test_field_quality_stress,4,3141,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.9,25,0.9259259259259259,0.32,0.6799999999999999,0.3304861366792688
nato_outer_o4__train_quality_pass__test_field_quality_stress,4,3141,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.8,22,0.8148148148148148,0.3181818181818182,0.6818181818181819,0.33151994117897166
nato_outer_o4__train_quality_pass__test_field_quality_stress,4,3141,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.7,19,0.7037037037037037,0.3684210526315789,0.631578947368421,0.3346783272186357
nato_outer_o4__train_quality_pass__test_field_quality_stress,4,3141,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.5,14,0.5185185185185185,0.35714285714285715,0.6428571428571428,0.3370265078116406
nato_outer_o4__train_quality_pass__test_quality_pass,4,1729,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,1.0,97,1.0,0.7319587628865979,0.2680412371134021,0.4428199492176652
nato_outer_o4__train_quality_pass__test_quality_pass,4,1729,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.9,88,0.9072164948453608,0.7613636363636364,0.23863636363636365,0.5456906197755746
nato_outer_o4__train_quality_pass__test_quality_pass,4,1729,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.8,78,0.8041237113402062,0.7948717948717948,0.20512820512820518,0.614583158745295
nato_outer_o4__train_quality_pass__test_quality_pass,4,1729,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.7,68,0.7010309278350515,0.7794117647058824,0.22058823529411764,0.6596865316171314
nato_outer_o4__train_quality_pass__test_quality_pass,4,1729,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.5,49,0.5051546391752577,0.8571428571428571,0.1428571428571429,0.702316792759315
nato_outer_o4__train_quality_pass__test_quality_pass,4,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,1.0,97,1.0,0.7422680412371134,0.25773195876288657,0.3261686185478776
nato_outer_o4__train_quality_pass__test_quality_pass,4,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.9,88,0.9072164948453608,0.7727272727272727,0.2272727272727273,0.46765105782547667
nato_outer_o4__train_quality_pass__test_quality_pass,4,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.8,78,0.8041237113402062,0.8205128205128205,0.17948717948717952,0.5152951216560421
nato_outer_o4__train_quality_pass__test_quality_pass,4,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.7,68,0.7010309278350515,0.8382352941176471,0.16176470588235292,0.5639267694220792
nato_outer_o4__train_quality_pass__test_quality_pass,4,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.5,49,0.5051546391752577,0.8571428571428571,0.1428571428571429,0.6348792452780706
nato_outer_o4__train_quality_pass__test_quality_pass,4,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,1.0,97,1.0,0.7216494845360825,0.27835051546391754,0.4960353575221378
nato_outer_o4__train_quality_pass__test_quality_pass,4,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.9,88,0.9072164948453608,0.75,0.25,0.5747601036135473
nato_outer_o4__train_quality_pass__test_quality_pass,4,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.8,78,0.8041237113402062,0.782051282051282,0.21794871794871795,0.6219511308145548
nato_outer_o4__train_quality_pass__test_quality_pass,4,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.7,68,0.7010309278350515,0.8088235294117647,0.19117647058823528,0.6397277247084838
nato_outer_o4__train_quality_pass__test_quality_pass,4,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.5,49,0.5051546391752577,0.8571428571428571,0.1428571428571429,0.6807159196421224
nato_outer_o4__train_strict_core__test_strict_core,4,1729,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,1.0,124,1.0,0.6129032258064516,0.3870967741935484,0.5466350389072286
nato_outer_o4__train_strict_core__test_strict_core,4,1729,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.9,112,0.9032258064516129,0.6339285714285714,0.3660714285714286,0.6904172694927764
nato_outer_o4__train_strict_core__test_strict_core,4,1729,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.8,100,0.8064516129032258,0.66,0.33999999999999997,0.7155865038322483
nato_outer_o4__train_strict_core__test_strict_core,4,1729,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.7,87,0.7016129032258065,0.6666666666666666,0.33333333333333337,0.7355118231271438
nato_outer_o4__train_strict_core__test_strict_core,4,1729,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.5,62,0.5,0.7258064516129032,0.27419354838709675,0.7639396654121171
nato_outer_o4__train_strict_core__test_strict_core,4,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,1.0,124,1.0,0.5967741935483871,0.4032258064516129,0.43613102384684416
nato_outer_o4__train_strict_core__test_strict_core,4,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.9,112,0.9032258064516129,0.625,0.375,0.5207062573120398
nato_outer_o4__train_strict_core__test_strict_core,4,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.8,100,0.8064516129032258,0.64,0.36,0.5460329113786128
nato_outer_o4__train_strict_core__test_strict_core,4,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.7,87,0.7016129032258065,0.6666666666666666,0.33333333333333337,0.5785501956962952
nato_outer_o4__train_strict_core__test_strict_core,4,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.5,62,0.5,0.7419354838709677,0.25806451612903225,0.6267800131707855
nato_outer_o4__train_strict_core__test_strict_core,4,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,1.0,124,1.0,0.6129032258064516,0.3870967741935484,0.48760030398371135
nato_outer_o4__train_strict_core__test_strict_core,4,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.9,112,0.9032258064516129,0.6339285714285714,0.3660714285714286,0.6206476232188654
nato_outer_o4__train_strict_core__test_strict_core,4,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.8,100,0.8064516129032258,0.65,0.35,0.6554614048002194
nato_outer_o4__train_strict_core__test_strict_core,4,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.7,87,0.7016129032258065,0.6781609195402298,0.32183908045977017,0.6861850602902008
nato_outer_o4__train_strict_core__test_strict_core,4,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,0.5,62,0.5,0.7096774193548387,0.29032258064516125,0.7341200592574794
