epoch,train_loss,evaluation_subset,domain_protocol,domain_type,heldout_domain,n_train,n_test_partition,stage,scenario,outer_fold,model_family,model,representation,curriculum,seed,fixed_epoch_count
67,0.0081650995612832,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,99.0
68,0.0081417628964,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,99.0
69,0.0081080622222558,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,99.0
70,0.0081793006260042,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,99.0
71,0.0080883313867308,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,99.0
72,0.0080241282098425,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,99.0
73,0.0080275386141712,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,99.0
74,0.0080186629186085,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,99.0
75,0.008009672842438,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,99.0
76,0.0079717364884895,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,99.0
77,0.0079203556500392,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,99.0
78,0.0078900166772151,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,99.0
79,0.0078859687944138,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,99.0
80,0.0078669590402317,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,99.0
81,0.0078450031922678,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,99.0
82,0.0078363817585223,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,99.0
83,0.0078494169428841,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,99.0
84,0.0078054874066444,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,99.0
85,0.007770791531521,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,99.0
86,0.0077145428097791,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,99.0
87,0.007666829915386,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,99.0
88,0.0076273852490387,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,99.0
89,0.007641210592853,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,99.0
90,0.0076551806454828,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,99.0
91,0.0076708409130814,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,99.0
92,0.0076441625262208,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,99.0
93,0.0076693772546964,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,99.0
94,0.0076292281923062,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,99.0
95,0.0076698152516166,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,99.0
96,0.0076622187652502,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,99.0
97,0.007576721241831,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,99.0
98,0.0075469328548681,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,99.0
99,0.0075172258424841,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,99.0
1,0.081578942355603,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
2,0.0711558251351324,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
3,0.0490962700105291,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
4,0.0442917765511789,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
5,0.0395591116185551,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
6,0.0363909672455341,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
7,0.0349056688212632,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
8,0.0343797453023131,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
9,0.0340044928013452,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
10,0.032883342303869,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
11,0.0311830028736701,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
12,0.029350035924972,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
13,0.0274907338237239,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
14,0.0257598079104346,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
15,0.0241099964595006,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
16,0.0223538936105047,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
17,0.0209934236245191,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
18,0.0199078675230435,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
19,0.0185993475362004,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
20,0.0175237099556187,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
21,0.016511043236864,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
22,0.0160381638382585,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
23,0.0151866689543766,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
24,0.0147262013691539,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
25,0.0142801972643814,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
26,0.0138417626032068,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
27,0.0138368529588087,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
28,0.0133611751789136,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
29,0.0132653030801314,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
30,0.0129914108263737,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
31,0.0129105019733722,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
32,0.012719956394414,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
33,0.0126565784435314,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
34,0.0125389280223543,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
35,0.0124602243282744,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
36,0.0121780062421261,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
37,0.0123383562246178,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
38,0.0122441266605299,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
39,0.0119653514760608,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
40,0.0118379321306358,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
41,0.011785231180076,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
42,0.0116487901924526,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
43,0.0118371092178805,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
44,0.0115100739923828,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
45,0.0113784322067751,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
46,0.0114992199482839,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
47,0.0111812139252592,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
48,0.0112153410902956,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
49,0.0111857062984283,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
50,0.0109993628404742,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
51,0.0109672251675819,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
52,0.0108602520564515,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
53,0.0107156177358938,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
54,0.0107797622835526,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
55,0.0110315196517226,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
56,0.0107006181814378,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
57,0.0106641018535193,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
58,0.0108121510672514,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
59,0.0110146281186826,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
60,0.0108129983449539,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
61,0.0105028096607974,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
62,0.0104458080217517,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
63,0.0104671344161033,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
64,0.0104522744955077,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
65,0.0101846567297023,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
66,0.0102260130679118,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
67,0.0102659409551711,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
68,0.0101075003753839,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
69,0.0099759007681496,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
70,0.0100791947528995,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
71,0.0100862972038275,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
72,0.0100211530824903,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
73,0.0099402728854026,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
74,0.0099008450323315,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
75,0.0099000921817044,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
76,0.0099411732248325,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
77,0.0098074576849715,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
78,0.0099139630054629,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
79,0.0097642445433497,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
80,0.0096993532104903,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
81,0.0097160499745132,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
82,0.0097509346489405,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
83,0.0098119861581825,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
84,0.0097244490888701,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
85,0.0097408947528406,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
86,0.00979455128553,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
87,0.0097344149588058,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
88,0.0096438207231272,strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,98.0
