class_label,support,predicted_count,true_positive,recall,precision,evaluation_phase,scenario,model_family,model,representation,seed
benzyl_fentanyl,0,49,0,,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,classical,nearest_centroid,minimal_minmax,2026
blank,0,16,0,,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,classical,nearest_centroid,minimal_minmax,2026
ethanol,30,3,3,0.1,1.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,classical,nearest_centroid,minimal_minmax,2026
ethyl_paraoxon,25,3,1,0.04,0.3333333333333333,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,classical,nearest_centroid,minimal_minmax,2026
4_ANPP,0,3,0,,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,classical,pca_logistic,arpls_minmax,2026
4_nitrophenol,49,53,44,0.8979591836734694,0.8301886792452831,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,classical,pca_logistic,arpls_minmax,2026
acetaminophen,0,38,0,,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,classical,pca_logistic,arpls_minmax,2026
benzyl_fentanyl,0,1,0,,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,classical,pca_logistic,arpls_minmax,2026
blank,0,9,0,,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,classical,pca_logistic,arpls_minmax,2026
ethanol,30,0,0,0.0,,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,classical,pca_logistic,arpls_minmax,2026
ethyl_paraoxon,25,0,0,0.0,,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,classical,pca_logistic,arpls_minmax,2026
4_ANPP,0,2,0,,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,classical,pca_logistic,derivative_1,2026
4_nitrophenol,49,61,46,0.9387755102040817,0.7540983606557377,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,classical,pca_logistic,derivative_1,2026
acetaminophen,0,30,0,,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,classical,pca_logistic,derivative_1,2026
benzyl_fentanyl,0,5,0,,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,classical,pca_logistic,derivative_1,2026
blank,0,6,0,,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,classical,pca_logistic,derivative_1,2026
ethanol,30,0,0,0.0,,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,classical,pca_logistic,derivative_1,2026
ethyl_paraoxon,25,0,0,0.0,,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,classical,pca_logistic,derivative_1,2026
4_ANPP,0,1,0,,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,classical,pca_logistic,minimal_minmax,2026
4_nitrophenol,49,55,46,0.9387755102040817,0.8363636363636363,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,classical,pca_logistic,minimal_minmax,2026
acetaminophen,0,43,0,,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,classical,pca_logistic,minimal_minmax,2026
benzyl_fentanyl,0,3,0,,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,classical,pca_logistic,minimal_minmax,2026
ethanol,30,1,1,0.03333333333333333,1.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,classical,pca_logistic,minimal_minmax,2026
ethyl_paraoxon,25,1,0,0.0,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,classical,pca_logistic,minimal_minmax,2026
4_ANPP,0,1,0,,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,1729
4_nitrophenol,49,53,45,0.9183673469387755,0.8490566037735849,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,1729
acetaminophen,0,40,0,,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,1729
benzyl_fentanyl,0,4,0,,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,1729
blank,0,5,0,,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,1729
ethanol,30,0,0,0.0,,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,1729
ethyl_paraoxon,25,1,0,0.0,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,1729
4_nitrophenol,49,57,45,0.9183673469387755,0.7894736842105263,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,2718
acetaminophen,0,34,0,,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,2718
benzyl_fentanyl,0,1,0,,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,2718
blank,0,12,0,,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,2718
ethanol,30,0,0,0.0,,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,2718
ethyl_paraoxon,25,0,0,0.0,,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,2718
4_nitrophenol,49,54,44,0.8979591836734694,0.8148148148148148,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,3141
acetaminophen,0,37,0,,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,3141
benzyl_fentanyl,0,2,0,,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,3141
blank,0,9,0,,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,3141
ethanol,30,0,0,0.0,,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,3141
ethyl_paraoxon,25,2,0,0.0,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,3141
4_nitrophenol,49,65,45,0.9183673469387755,0.6923076923076923,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,siamese,deterministic_edge_triplet,derivative_1,1729
acetaminophen,0,26,0,,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,siamese,deterministic_edge_triplet,derivative_1,1729
benzyl_fentanyl,0,10,0,,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,siamese,deterministic_edge_triplet,derivative_1,1729
blank,0,1,0,,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,siamese,deterministic_edge_triplet,derivative_1,1729
ethanol,30,1,0,0.0,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,siamese,deterministic_edge_triplet,derivative_1,1729
ethyl_paraoxon,25,1,0,0.0,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,siamese,deterministic_edge_triplet,derivative_1,1729
4_nitrophenol,49,38,33,0.673469387755102,0.868421052631579,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,siamese,deterministic_edge_triplet,derivative_1,2718
acetaminophen,0,31,0,,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,siamese,deterministic_edge_triplet,derivative_1,2718
benzyl_fentanyl,0,13,0,,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,siamese,deterministic_edge_triplet,derivative_1,2718
blank,0,2,0,,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,siamese,deterministic_edge_triplet,derivative_1,2718
ethanol,30,5,1,0.03333333333333333,0.2,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,siamese,deterministic_edge_triplet,derivative_1,2718
ethyl_paraoxon,25,15,4,0.16,0.26666666666666666,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,siamese,deterministic_edge_triplet,derivative_1,2718
4_ANPP,0,5,0,,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,siamese,deterministic_edge_triplet,derivative_1,3141
4_nitrophenol,49,7,6,0.12244897959183673,0.8571428571428571,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,siamese,deterministic_edge_triplet,derivative_1,3141
acetaminophen,0,26,0,,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,siamese,deterministic_edge_triplet,derivative_1,3141
benzyl_fentanyl,0,13,0,,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,siamese,deterministic_edge_triplet,derivative_1,3141
blank,0,5,0,,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,siamese,deterministic_edge_triplet,derivative_1,3141
ethanol,30,17,3,0.1,0.17647058823529413,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,siamese,deterministic_edge_triplet,derivative_1,3141
ethyl_paraoxon,25,31,4,0.16,0.12903225806451613,domain_transfer,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,siamese,deterministic_edge_triplet,derivative_1,3141
4_ANPP,14,0,0,0.0,,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
4_nitrophenol,12,9,3,0.25,0.3333333333333333,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
acetaminophen,4,52,3,0.75,0.057692307692307696,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
benzyl_fentanyl,13,1,0,0.0,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
blank,18,16,2,0.1111111111111111,0.125,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
ethanol,9,2,0,0.0,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
ethyl_paraoxon,12,2,1,0.08333333333333333,0.5,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
4_ANPP,14,0,0,0.0,,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,2718
4_nitrophenol,12,19,5,0.4166666666666667,0.2631578947368421,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,2718
acetaminophen,4,15,1,0.25,0.06666666666666667,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,2718
benzyl_fentanyl,13,0,0,0.0,,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,2718
blank,18,45,8,0.4444444444444444,0.17777777777777778,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,2718
ethanol,9,1,0,0.0,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,2718
ethyl_paraoxon,12,2,1,0.08333333333333333,0.5,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,2718
4_ANPP,14,0,0,0.0,,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,3141
4_nitrophenol,12,37,10,0.8333333333333334,0.2702702702702703,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,3141
acetaminophen,4,26,2,0.5,0.07692307692307693,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,3141
benzyl_fentanyl,13,0,0,0.0,,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,3141
blank,18,15,3,0.16666666666666666,0.2,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,3141
ethanol,9,2,0,0.0,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,3141
ethyl_paraoxon,12,2,1,0.08333333333333333,0.5,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,3141
4_ANPP,14,1,0,0.0,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,arpls_minmax,2026
4_nitrophenol,12,16,3,0.25,0.1875,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,arpls_minmax,2026
acetaminophen,4,37,2,0.5,0.05405405405405406,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,arpls_minmax,2026
benzyl_fentanyl,13,5,1,0.07692307692307693,0.2,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,arpls_minmax,2026
blank,18,18,3,0.16666666666666666,0.16666666666666666,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,arpls_minmax,2026
ethanol,9,3,0,0.0,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,arpls_minmax,2026
ethyl_paraoxon,12,2,1,0.08333333333333333,0.5,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,arpls_minmax,2026
4_ANPP,14,4,3,0.21428571428571427,0.75,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,derivative_1,2026
4_nitrophenol,12,3,3,0.25,1.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,derivative_1,2026
acetaminophen,4,31,2,0.5,0.06451612903225806,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,derivative_1,2026
benzyl_fentanyl,13,7,4,0.3076923076923077,0.5714285714285714,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,derivative_1,2026
blank,18,16,6,0.3333333333333333,0.375,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,derivative_1,2026
ethanol,9,20,4,0.4444444444444444,0.2,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,derivative_1,2026
ethyl_paraoxon,12,1,1,0.08333333333333333,1.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,derivative_1,2026
4_ANPP,14,4,1,0.07142857142857142,0.25,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,minimal_minmax,2026
4_nitrophenol,12,29,11,0.9166666666666666,0.3793103448275862,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,minimal_minmax,2026
acetaminophen,4,7,1,0.25,0.14285714285714285,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,minimal_minmax,2026
benzyl_fentanyl,13,2,1,0.07692307692307693,0.5,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,minimal_minmax,2026
blank,18,29,9,0.5,0.3103448275862069,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,minimal_minmax,2026
ethanol,9,10,1,0.1111111111111111,0.1,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,minimal_minmax,2026
ethyl_paraoxon,12,1,1,0.08333333333333333,1.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,minimal_minmax,2026
4_ANPP,14,4,3,0.21428571428571427,0.75,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,classical,nearest_centroid,arpls_minmax,2026
4_nitrophenol,12,21,5,0.4166666666666667,0.23809523809523808,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,classical,nearest_centroid,arpls_minmax,2026
acetaminophen,4,32,0,0.0,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,classical,nearest_centroid,arpls_minmax,2026
benzyl_fentanyl,13,4,1,0.07692307692307693,0.25,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,classical,nearest_centroid,arpls_minmax,2026
blank,18,4,1,0.05555555555555555,0.25,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,classical,nearest_centroid,arpls_minmax,2026
ethanol,9,14,4,0.4444444444444444,0.2857142857142857,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,classical,nearest_centroid,arpls_minmax,2026
ethyl_paraoxon,12,3,0,0.0,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,classical,nearest_centroid,arpls_minmax,2026
4_ANPP,14,4,3,0.21428571428571427,0.75,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,classical,nearest_centroid,derivative_1,2026
4_nitrophenol,12,1,0,0.0,0.0,domain_transfer,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,classical,nearest_centroid,derivative_1,2026
