heldout_substrate_family,poster_axis,stage,scenario,outer_fold,model_family,model,representation,curriculum,seed,observation_uid,true_label,predicted_label,prediction_confidence,test_class_supported,correct,instrument,sensor_family,substrate_family,source_substrate,target_analyte,localized_case
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,poster_row_0151,4np,4np,-0.32287153601646423,True,True,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,poster_row_0152,4np,benzenethiol,-0.24668337404727936,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,poster_row_0153,4np,benzenethiol,-0.23906706273555756,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,poster_row_0154,4np,benzenethiol,-0.20703278481960297,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,poster_row_0155,4np,benzenethiol,-0.15711632370948792,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,poster_row_0156,4np,benzenethiol,-0.3498140871524811,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,poster_row_0157,4np,benzenethiol,-0.2554849684238434,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,poster_row_0158,4np,benzenethiol,-0.3244566023349762,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,poster_row_0159,4np,benzenethiol,-0.2860775589942932,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,poster_row_0160,4np,4np,-0.329162061214447,True,True,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,poster_row_0161,4np,benzenethiol,-0.29882651567459106,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,poster_row_0162,4np,benzenethiol,-0.26576563715934753,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,poster_row_0163,4np,4np,-0.31943997740745544,True,True,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,poster_row_0164,4np,4np,-0.31357377767562866,True,True,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,poster_row_0165,4np,4np,-0.3007090985774994,True,True,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,poster_row_0166,4np,4np,-0.32018670439720154,True,True,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,poster_row_0167,4np,benzenethiol,-0.17163805663585663,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,poster_row_0168,4np,benzenethiol,-0.31497398018836975,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,poster_row_0169,4np,4np,-0.30514952540397644,True,True,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,poster_row_0170,4np,benzenethiol,-0.27241137623786926,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,poster_row_0171,4np,4np,-0.3236386477947235,True,True,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,poster_row_0172,4np,4np,-0.3498713970184326,True,True,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,poster_row_0173,4np,benzenethiol,-0.2199963480234146,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,poster_row_0174,4np,benzenethiol,-0.32982364296913147,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,poster_row_0150,4np,benzenethiol,-0.24010489881038666,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,poster_row_0151,4np,pyridine,-0.22040347754955292,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,poster_row_0152,4np,benzenethiol,-0.294674277305603,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,poster_row_0153,4np,pyridine,-0.2844353914260864,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,poster_row_0154,4np,benzenethiol,-0.23302061855793,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,poster_row_0155,4np,benzenethiol,-0.21191802620887756,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,poster_row_0156,4np,pyridine,-0.23247861862182617,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,poster_row_0157,4np,pyridine,-0.26443183422088623,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,poster_row_0158,4np,pyridine,-0.2732211947441101,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,poster_row_0159,4np,pyridine,-0.23769475519657135,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,poster_row_0160,4np,pyridine,-0.21941430866718292,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,poster_row_0161,4np,pyridine,-0.23576423525810242,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,poster_row_0162,4np,pyridine,-0.3017905056476593,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,poster_row_0163,4np,pyridine,-0.2722707688808441,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,poster_row_0164,4np,pyridine,-0.2394179105758667,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,poster_row_0165,4np,pyridine,-0.1692078411579132,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,poster_row_0166,4np,pyridine,-0.20290027558803558,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,poster_row_0167,4np,benzenethiol,-0.23281268775463104,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,poster_row_0168,4np,pyridine,-0.2453715205192566,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,poster_row_0169,4np,pyridine,-0.19218310713768005,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,poster_row_0170,4np,pyridine,-0.2396569848060608,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,poster_row_0171,4np,pyridine,-0.21149738132953644,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,poster_row_0172,4np,pyridine,-0.1817217916250229,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,poster_row_0173,4np,pyridine,-0.2661413550376892,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,poster_row_0174,4np,pyridine,-0.24297313392162323,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0150,4np,benzenethiol,0.6899180014406374,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0151,4np,pyridine,0.8869942225502045,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0152,4np,benzenethiol,0.978282797466445,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0153,4np,pyridine,0.5792600319041376,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0154,4np,benzenethiol,0.610946687549324,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0155,4np,benzenethiol,0.985404368562696,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0156,4np,pyridine,0.9657244017065862,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0157,4np,benzenethiol,0.970686875402558,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0158,4np,4np,0.6104655051466711,True,True,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0159,4np,pyridine,0.8720529619135845,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0160,4np,benzenethiol,0.8087422393429077,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0161,4np,pyridine,0.5678782300995842,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0162,4np,4np,0.5589931398430391,True,True,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0163,4np,4np,0.7675140573941995,True,True,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0164,4np,benzenethiol,0.8129182107657456,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0165,4np,pyridine,0.7856516213948833,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0166,4np,pyridine,0.4509005262986318,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0167,4np,benzenethiol,0.985428392434027,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0168,4np,pyridine,0.9541020522888402,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0169,4np,pyridine,0.8155044730892869,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0170,4np,benzenethiol,0.8450418041845259,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0171,4np,pyridine,0.7855338931039649,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0172,4np,benzenethiol,0.4404399249068203,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0173,4np,benzenethiol,0.8385635797270676,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0174,4np,pyridine,0.9214125941293891,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,poster_row_0150,4np,benzenethiol,0.8383721005361057,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,poster_row_0151,4np,pyridine,0.6260723824307322,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,poster_row_0152,4np,benzenethiol,0.9531546093030929,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,poster_row_0153,4np,pyridine,0.49380280500302703,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,poster_row_0154,4np,benzenethiol,0.6929505159797562,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,poster_row_0155,4np,benzenethiol,0.9659159859203397,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,poster_row_0156,4np,pyridine,0.8937385458388789,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,poster_row_0157,4np,benzenethiol,0.9385182318896341,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,poster_row_0158,4np,4np,0.5766659808573923,True,True,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,poster_row_0159,4np,pyridine,0.6928790167230268,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,poster_row_0160,4np,benzenethiol,0.6177238240814112,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,poster_row_0161,4np,benzenethiol,0.4439781183572076,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,poster_row_0162,4np,4np,0.6014696211625882,True,True,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,poster_row_0163,4np,4np,0.8342903005926133,True,True,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,poster_row_0164,4np,benzenethiol,0.8658763689139799,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,poster_row_0165,4np,pyridine,0.6902330293725227,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,poster_row_0166,4np,benzenethiol,0.708664879854049,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,poster_row_0167,4np,benzenethiol,0.9370701678126059,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,poster_row_0168,4np,pyridine,0.86983964979261,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,poster_row_0169,4np,pyridine,0.5992660929450266,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,poster_row_0170,4np,benzenethiol,0.887369105328134,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,poster_row_0171,4np,pyridine,0.4760196043122136,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,poster_row_0172,4np,benzenethiol,0.5087650672609766,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,poster_row_0173,4np,benzenethiol,0.828552440162477,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,poster_row_0174,4np,pyridine,0.8238900949882055,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,poster_row_0150,4np,benzenethiol,0.7151496087326317,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,poster_row_0151,4np,pyridine,0.5218950242600523,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,poster_row_0152,4np,benzenethiol,0.9553314295004183,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,poster_row_0153,4np,4np,0.4084905817545696,True,True,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,poster_row_0154,4np,benzenethiol,0.5753142508921003,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,poster_row_0155,4np,benzenethiol,0.9797278374461024,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,poster_row_0156,4np,pyridine,0.902868026858023,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,poster_row_0157,4np,benzenethiol,0.9347369029391241,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,poster_row_0158,4np,4np,0.7183488222708568,True,True,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,poster_row_0159,4np,pyridine,0.588016360167085,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,poster_row_0160,4np,benzenethiol,0.647503087307274,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,poster_row_0161,4np,4np,0.38763466750409786,True,True,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,poster_row_0162,4np,4np,0.6799125716263014,True,True,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,poster_row_0163,4np,4np,0.8626237909868955,True,True,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,poster_row_0164,4np,benzenethiol,0.7769901610369249,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,poster_row_0165,4np,pyridine,0.590546990102254,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,poster_row_0166,4np,benzenethiol,0.5847887810991127,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,poster_row_0167,4np,benzenethiol,0.950338576192653,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,poster_row_0168,4np,pyridine,0.8502471893989879,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,poster_row_0169,4np,pyridine,0.4706130512408692,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
Ag,400-1800_common,poster,poster_holdout_Ag,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,poster_row_0170,4np,benzenethiol,0.7544820782873988,True,False,,,Ag,AgNP,4np,heldout_Ag__all_4np
