heldout_substrate_family,poster_axis,stage,scenario,outer_fold,model_family,model,representation,curriculum,seed,observation_uid,mse,smooth_l1,spectral_angle,pearson_correlation,first_derivative_mae,reference_peak_count,matched_peak_count,repeatable_reference_peak_count,repeatable_matched_peak_count,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,poster_row_0196,0.007370540928917639,0.0036852704644588195,0.10242540810902384,0.7444171935705715,0.023857345841825008,96,18,34,13,2.5,1.1308384020272149,0.09701789543032646
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,poster_row_0197,0.0033315808816210524,0.0016657904408105262,0.1055953799893543,0.8198245170936351,0.015079774840601853,71,17,10,7,3.0,0.2963007988273492,0.06546136736869812
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,poster_row_0198,0.010852132930592598,0.005426066465296299,0.12315514560268022,0.7471322343287684,0.019124682101288013,83,17,22,9,4.0,2.0750703863972757,0.07374832406640053
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,poster_row_0199,0.00553779560272903,0.002768897801364515,0.10690568998511063,0.7972611265663785,0.01687604238678302,78,15,19,8,1.0,0.9956733504403946,0.10421084612607956
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,poster_row_0453,0.011705141258607787,0.005852570629303893,0.1306484574217752,0.7499146707698143,0.020427937664790077,73,17,26,11,3.0,0.47142530987949055,0.12625640630722046
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,poster_row_0454,0.007261458087908157,0.0036307290439540783,0.10534179892192641,0.7507584117566362,0.02459824808873236,101,21,34,12,2.0,1.9366119143222922,0.15491509437561035
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,poster_row_0455,0.0037500192054165577,0.0018750096027082789,0.08959818806599,0.933498929776996,0.0061384853507791244,17,7,6,5,1.0,0.23104133572540053,0.03719987906515598
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,poster_row_0456,0.005080651741220893,0.0025403258706104465,0.11657544316166668,0.8499725296336029,0.016875858791172503,67,11,14,10,2.0,0.1070056229525197,0.07585848122835159
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,poster_row_0457,0.0076026959685075194,0.0038013479842537597,0.10838546055202623,0.8133458041998658,0.019720491468906403,83,11,25,10,2.0,0.21654919113279114,0.151104848831892
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,poster_row_0458,0.007128742817212265,0.0035643714086061326,0.10649243762142292,0.7849366277239151,0.01915265658072063,85,13,21,8,2.0,1.3425990687956426,0.11597715318202972
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,poster_row_0459,0.008156828145120754,0.004078414072560377,0.10762848252989078,0.8390411682769985,0.01906832401940067,78,13,23,9,2.0,0.5251511468668849,0.04713694006204605
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,poster_row_0460,0.009035448465016863,0.004517724232508432,0.09510468825422819,0.8528574364748361,0.021305639978631268,86,17,25,8,2.0,0.8310631365104846,0.1137906163930893
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,poster_row_0461,0.007128657243119183,0.0035643286215595914,0.11247835443634482,0.7806144632141883,0.021141444218311725,88,15,29,10,2.0,0.3315058186235385,0.1393822580575943
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,poster_row_0462,0.004588774759376498,0.002294387379688249,0.0730636259992006,0.9107722180502134,0.015204317078792624,58,16,17,13,2.0,0.2496663459089376,0.10773684829473495
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,poster_row_0463,0.007128654335160641,0.0035643271675803207,0.11252282367157061,0.7916185644757764,0.018937963913860066,83,16,22,8,1.5,1.164238259486004,0.09257026016712189
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,poster_row_0464,0.004739944884738532,0.002369972442369266,0.13958427802187803,0.807803535687973,0.012378812719003431,48,10,8,8,1.0,0.42548397765299484,0.07679410930722952
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,poster_row_0465,0.003350180581229985,0.0016750902906149925,0.10171462765303632,0.9141261968949178,0.005846378564768072,15,6,6,5,1.5,0.15087322940410142,0.06926758284680545
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,poster_row_0466,0.0021503503078785864,0.0010751751539392932,0.08951753221748412,0.9325268920604511,0.008104379292427829,24,8,8,6,1.0,0.10927415314398353,0.05111414846032858
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,poster_row_0467,0.0072351393146580754,0.0036175696573290377,0.11349500010444334,0.8545866758835976,0.016121822090021203,65,11,17,7,1.0,0.2619422707540681,0.11524475365877151
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,poster_row_0468,0.003233278420109763,0.0016166392100548815,0.08119834603558368,0.9405349730425486,0.008103504412408386,28,9,6,4,1.0,0.26292743895551335,0.022677220404148102
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,poster_row_0469,0.0025547575498944797,0.0012773787749472399,0.09648760254444835,0.928443396533998,0.00538571160419711,12,6,5,5,1.0,0.14428692648264577,0.09254178684204817
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,poster_row_0470,0.0019921269816685436,0.0009960634908342718,0.08779329197542249,0.9347967510437014,0.008037460879422724,22,10,5,5,1.0,0.09024334602858222,0.08942127646878362
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,poster_row_0471,0.007042416749328301,0.0035212083746641505,0.11994356082289116,0.8460962611196915,0.016330084302795252,68,12,17,8,2.0,0.4209896826911706,0.11629531905055046
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,poster_row_0472,0.005707543062546941,0.0028537715312734707,0.11344141321055204,0.8103098288757725,0.01388375550242407,52,12,13,6,1.5,0.22506067957723752,0.118282999843359
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,poster_row_0473,0.007835261335185445,0.0039176306675927225,0.09561383897391625,0.7895754227027111,0.023829777693109854,105,14,31,10,2.0,1.6633775398287578,0.09447938203811646
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,poster_row_0474,0.009122200651559187,0.004561100325779594,0.09116269631317042,0.8003310712455116,0.023376439498471364,91,14,31,11,2.0,0.6056602268474467,0.14480774477124214
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,poster_row_0475,0.006225631510734998,0.003112815755367499,0.11021215965152101,0.8106066873657053,0.01679685436588313,76,15,17,8,2.0,0.8461639093660791,0.08546118438243866
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,poster_row_0476,0.00728987479486992,0.00364493739743496,0.09794279867145428,0.7833861579851781,0.019909572729375213,86,11,24,5,1.0,1.5291445172402147,0.11406950652599335
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,poster_row_0477,0.006229782025281334,0.003114891012640667,0.11901369091020697,0.8350326476667427,0.01455211001049195,52,9,10,5,1.0,0.1691904164344802,0.11153440177440643
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0428,0.00309021572942361,0.001545107864711805,0.030129388190840895,0.9636953102821723,0.005461802132693785,7,4,2,1,1.0,0.1003408830880204,0.0721244364976883
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0429,0.009906968170657516,0.004953484085328758,0.037145206397703384,0.9570447656071862,0.005690240197748478,5,2,2,0,1.5,0.08181181126869586,0.009361475706100464
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0430,0.003082896188127892,0.001541448094063946,0.026143270978010825,0.9616338275891854,0.006395764797260718,13,4,2,1,2.0,0.26807492279622025,0.033314675092697144
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0431,0.006932407791663351,0.0034662038958316755,0.03323405969905554,0.9640914681840258,0.0057325720768754505,8,4,2,1,1.0,0.34982213253015504,0.09213432669639587
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0432,0.008596910949783649,0.004298455474891824,0.03551144907999583,0.9600821816312074,0.005385733825553741,3,1,2,0,0.0,0.491648745293471,0.26594114303588867
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0433,0.007430419654517427,0.0037152098272587135,0.034569489712505744,0.9626949533050752,0.005722332934882226,6,4,2,1,2.5,0.3321497729522063,0.015937209129333496
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0434,0.005203003672116711,0.0026015018360583553,0.043065162428979446,0.9046643752326726,0.006649051002625908,16,5,7,3,2.0,0.32051713916502356,0.07001817226409912
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0435,0.006594877518419205,0.0032974387592096025,0.0300386079427907,0.9652850091285652,0.005921261108347348,6,3,2,1,3.0,0.7995979774303889,0.14846473932266235
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0436,0.0020400503452705863,0.0010200251726352931,0.024228306750344458,0.9659007502863253,0.005453901836382492,7,3,2,1,1.0,0.12359166969702766,0.062150537967681885
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0437,0.010230473391212868,0.005115236695606434,0.040784969654748204,0.9558353366517905,0.006148205040288823,5,2,1,0,2.0,1.6903077735966587,0.18537156283855438
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0438,0.010148285209302003,0.005074142604651001,0.039229759852373224,0.954430442656589,0.00587627140539033,7,1,2,0,3.0,0.9805461395344902,0.01251155138015747
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0439,0.002848918440181237,0.0014244592200906186,0.028949915282162293,0.9622802688696088,0.005214342001293387,7,4,2,1,3.0,0.4881587197630954,0.030420750379562378
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0440,0.004854766624843438,0.002427383312421719,0.03076510772272121,0.9659622341617211,0.006228027314479862,10,4,2,1,2.5,0.32175178434642604,0.08759734034538269
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0441,0.008926575016082258,0.004463287508041129,0.03243606295541019,0.9683187755786408,0.005511214015340166,6,4,2,1,1.0,0.6462452627550581,0.08549034595489502
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0442,0.009155976521277176,0.004577988260638588,0.034043249357244204,0.9650990672777398,0.005971972363601838,4,3,2,1,2.0,0.30977827703352945,0.10310244560241699
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0443,0.006885084717500045,0.0034425423587500226,0.03246310862664382,0.9661963597270139,0.005857706730520087,6,4,2,2,3.0,0.7031556612043617,0.16672581434249878
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0444,0.002147162469620396,0.001073581234810198,0.02851883699478563,0.9619536372245012,0.005193409661296755,8,4,1,1,1.5,0.2679893816297512,0.04774491488933563
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0445,0.004412289148728429,0.0022061445743642143,0.029862943090303073,0.9678981075491172,0.0054976280133372975,7,4,2,1,1.0,0.5497323801083749,0.09356498718261719
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0446,0.0025525755968726547,0.0012762877984363273,0.028115155324230277,0.9645851080083326,0.005421043117530644,5,3,1,1,1.0,0.1438502304976159,0.031687408685684204
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0447,0.0015618191933996447,0.0007809095966998224,0.026357056015748528,0.963978008420029,0.00537647744707231,7,3,1,1,3.0,0.0689200223047873,0.040592849254608154
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0448,0.0027843733948760994,0.0013921866974380497,0.02659574422560743,0.9694931720643923,0.0059775898903275705,12,5,2,1,2.0,0.1876076430396123,0.04650747776031494
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0449,0.001284163950678046,0.000642081975339023,0.026317147726181992,0.9621579528556141,0.005017500736617616,6,3,3,2,3.0,0.01594696583843598,0.014367997646331787
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0450,0.0024768385787350858,0.0012384192893675429,0.029447699042541745,0.9621469809158281,0.0052633076806419665,6,4,2,1,2.0,0.15806491845405585,0.027085155248641968
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0451,0.0018945781525558647,0.0009472890762779324,0.024104110095958604,0.9659237623319346,0.0055908339187902,5,2,2,1,2.5,0.09805502019270443,0.0267324298620224
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0452,0.0029257188400139537,0.0014628594200069768,0.027046749788183118,0.96773837841972,0.005729350854110505,5,3,2,1,3.0,0.0827972690121246,0.13311737775802612
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0478,0.001370116792420265,0.0006850583962101325,0.029242689346303138,0.9726010115830194,0.004998499972280115,12,7,4,4,1.0,0.12934721627645498,0.03508025407791138
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0479,0.0013140290099749683,0.0006570145049874842,0.023257400077239396,0.9720423661950301,0.0070267593863952375,17,7,5,5,1.0,0.2724133749952103,0.07219666242599487
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0480,0.0012903465441426812,0.0006451732720713406,0.040926238385652604,0.962494865139503,0.0040716651361435655,6,5,4,4,1.0,0.15292596970337377,0.06575314700603485
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0481,0.0011246372603703314,0.0005623186301851657,0.02010994300736397,0.9775623813658113,0.007269301165693572,22,8,6,6,1.5,0.34027614491056885,0.06313984096050262
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0482,0.0006963187595786634,0.0003481593797893317,0.021805238959708987,0.9936836123908814,0.0031216862218986664,6,2,1,1,0.5,0.35402150090054507,0.028810501098632812
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0483,0.0011636681589048108,0.0005818340794524054,0.025479448096151058,0.9790182021213643,0.005948252883473677,14,9,6,5,1.0,0.2047863202506991,0.0451701283454895
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0484,0.0009025228751052537,0.00045126143755262684,0.025434715662965977,0.9888826229900649,0.0032934643271645267,7,5,3,3,1.0,0.02953120223526228,0.05706089735031128
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0485,0.0013014131698096526,0.0006507065849048263,0.024774851275857872,0.9700856169947316,0.007555805378194366,22,10,6,5,1.0,0.24844043894340784,0.024934187531471252
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0486,0.001403658066935041,0.0007018290334675205,0.033982126289331636,0.980631505851762,0.0038212006761127017,7,5,3,3,1.0,0.09697255552169812,0.06627022475004196
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0487,0.0014812685390419088,0.0007406342695209544,0.03638274986009971,0.9818629375501259,0.003786263471203191,7,4,3,3,1.0,0.06580012816236899,0.07228417508304119
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0488,0.0009745130891541086,0.0004872565445770543,0.021044018070805994,0.9798395588386699,0.006035964737373953,15,8,5,5,1.0,0.12647945668901417,0.04004602134227753
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0489,0.0012170423772229573,0.0006085211886114786,0.027332496478400057,0.9796627826728571,0.004928358160084047,12,7,4,4,2.0,0.3409336020942202,0.04608534276485443
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0490,0.0010286838707522076,0.0005143419353761038,0.02903126948310871,0.9781471455186596,0.005039998535129209,13,6,5,5,1.0,0.1831594471978295,0.051166094839572906
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0491,0.0014063069884409519,0.0007031534942204759,0.031513878532201146,0.9766087726446692,0.0045850928307377865,9,6,6,5,1.0,0.13786483081791806,0.05101186782121658
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0492,0.0013039640128858659,0.0006519820064429329,0.03235976080207876,0.9822685909893628,0.004399972420984081,9,6,4,4,1.5,0.15146279335926927,0.07302272319793701
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0493,0.0010732403656175027,0.0005366201828087513,0.02692094524877769,0.9856507036376804,0.0038014941701320433,9,6,3,3,0.5,0.08769475742822123,0.03118959069252014
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0494,0.000752584046554705,0.0003762920232773525,0.015191258893859581,0.9866713274004074,0.007036856208329222,22,14,5,5,1.5,0.33042976309703137,0.02526336908340454
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0495,0.00143339770293756,0.00071669885146878,0.03300937687471995,0.9811048103338388,0.004184409346926259,9,5,3,3,1.0,0.054103667946903945,0.07144564390182495
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0496,0.0016205749782518806,0.0008102874891259403,0.022869609799449544,0.9721431210123024,0.007545127987063357,22,12,7,7,1.0,0.34293186343085214,0.04599061608314514
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0497,0.0013765581526214087,0.0006882790763107044,0.02033496664476703,0.9764232569106954,0.007935174899175763,24,8,6,6,1.0,0.3338382304849464,0.05379645526409149
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0498,0.001337624942586623,0.0006688124712933115,0.02776977211304898,0.9780849496825741,0.005386920901946724,13,7,6,5,2.0,0.12698140087653073,0.06353235244750977
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0499,0.002012002391850234,0.001006001195925117,0.044052940828532276,0.975109991676619,0.0039710993905152595,7,4,3,3,1.5,0.06804045314807952,0.09405356645584106
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0500,0.0010620215537108424,0.0005310107768554212,0.025793116232175253,0.9759080888619973,0.005919538889346378,14,9,6,6,1.0,0.18676598442250594,0.06516405940055847
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0501,0.0014765615150439163,0.0007382807575219582,0.0365828815340777,0.9765171743858138,0.0041239409667572806,9,6,4,4,1.5,0.12039743740694,0.07679233700037003
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,poster_row_0502,0.001377604137024653,0.0006888020685123265,0.0319957840107099,0.982272531680178,0.00402117776750986,8,5,3,3,1.0,0.06420545533382555,0.06349749863147736
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,poster_row_0428,0.002025393119713549,0.0010126965598567744,0.023849711331113715,0.9775844349589224,0.0052907911089382,7,4,2,1,1.0,0.29346735264999413,0.07018983364105225
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,poster_row_0429,0.010414717117439052,0.005207358558719526,0.028421145663895517,0.9752478394757911,0.005587212605335351,5,3,2,1,2.0,0.3718142019382459,0.0527072548866272
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,poster_row_0430,0.0031843102284229313,0.0015921551142114656,0.026353077019189403,0.960947633837234,0.006234676211939326,13,5,2,1,2.0,0.4220564051451787,0.08074718713760376
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,poster_row_0431,0.007063681172389557,0.0035318405861947785,0.026100667112628477,0.978286665626202,0.005744522649828079,8,4,2,1,1.5,0.1449219101314111,0.054037779569625854
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,poster_row_0432,0.008784966050045778,0.004392483025022889,0.02562325728467127,0.9795103021613988,0.0051568665967455934,3,2,2,1,2.0,0.3353444255256378,0.1292364001274109
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,poster_row_0433,0.007455799136343516,0.003727899568171758,0.02658729666535168,0.9782587181631937,0.005720565212624413,6,3,2,1,3.0,0.3350764203601315,0.05969250202178955
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,poster_row_0434,0.005260610118682927,0.0026303050593414635,0.043265735934305605,0.9038776470889895,0.006296458403313799,16,4,7,3,3.5,0.24100323666628534,0.09885099530220032
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,poster_row_0435,0.007678421688161519,0.0038392108440807593,0.027598913821081303,0.9713367522712599,0.005696075842050569,6,3,2,1,3.0,0.36957798835884503,0.11203664541244507
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,poster_row_0436,0.001782484977644023,0.0008912424888220115,0.02313499939186496,0.9687864711140294,0.0049727523060781615,7,3,2,1,2.0,0.20731980878194187,0.09225291013717651
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,poster_row_0437,0.009232295179599026,0.004616147589799513,0.02814263031269111,0.9799307332646776,0.005907355848965901,5,4,1,0,2.5,0.8045921662110027,0.058022573590278625
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,poster_row_0438,0.010099232897851772,0.005049616448925886,0.028140752315989982,0.9768344723557485,0.005834425337878721,7,3,2,1,3.0,0.6086603157337633,0.03518497943878174
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,poster_row_0439,0.0019150091586303964,0.0009575045793151982,0.0233329637712947,0.9759722791695862,0.005087356149618115,7,3,2,1,2.0,0.42193803160296195,0.07366359233856201
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,poster_row_0440,0.004516965839049453,0.0022584829195247264,0.02427450151357181,0.9792312389161522,0.006223206033131906,10,4,2,1,2.5,0.07103568336749717,0.05003133416175842
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,poster_row_0441,0.010010840499390982,0.005005420249695491,0.02551564833452618,0.9805737550977409,0.005521805135400168,6,4,2,1,1.5,0.3880798735378145,0.03525349497795105
Au,400-1800_common,poster,poster_holdout_Au,,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,poster_row_0442,0.009980850280915091,0.0049904251404575455,0.026413384606254354,0.9792489412144026,0.005746879948502673,4,3,2,1,3.0,0.18039663607259843,0.008771181106567383
