epoch,train_loss,heldout_substrate_family,poster_axis,stage,scenario,outer_fold,model_family,model,representation,curriculum,seed,fixed_epoch_count
67,0.007718667499721,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,98.0
68,0.0074883219972252,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,98.0
69,0.0075981554388999,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,98.0
70,0.0078048270381987,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,98.0
71,0.0075888632982969,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,98.0
72,0.0077743616513907,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,98.0
73,0.0075174769945442,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,98.0
74,0.0074461190402507,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,98.0
75,0.0074096863344311,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,98.0
76,0.0074269247800111,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,98.0
77,0.007798775807023,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,98.0
78,0.0077740949392318,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,98.0
79,0.0079211363568902,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,98.0
80,0.0075442808680236,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,98.0
81,0.0074232225120067,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,98.0
82,0.0072407494112849,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,98.0
83,0.0073245856165885,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,98.0
84,0.0073640452325344,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,98.0
85,0.0074894576147198,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,98.0
86,0.0071472698636353,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,98.0
87,0.0072084278985857,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,98.0
88,0.0072234837710857,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,98.0
89,0.0070623204112052,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,98.0
90,0.0071451414562761,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,98.0
91,0.0071462632529437,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,98.0
92,0.0070623297616839,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,98.0
93,0.0071048907190561,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,98.0
94,0.0071374619193375,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,98.0
95,0.0071829524263739,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,98.0
96,0.0069745073840022,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,98.0
97,0.0071047299169003,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,98.0
98,0.0072693560644984,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,98.0
1,0.109388218820095,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
2,0.0996078354120254,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
3,0.0743431922793388,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
4,0.0459450232982635,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
5,0.0425235012173652,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
6,0.0428978750109672,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
7,0.0391405718028545,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
8,0.036325816065073,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
9,0.0362973067164421,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
10,0.0351289002597332,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
11,0.034483373016119,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
12,0.0343298149108886,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
13,0.0335774537920951,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
14,0.0333209520578384,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
15,0.0329152992367744,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
16,0.0323456166684627,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
17,0.0317901530116796,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
18,0.0316343565285205,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
19,0.0311011773347854,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
20,0.0306951108574867,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
21,0.0301472848653793,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
22,0.0295448325574398,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
23,0.0291949271410703,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
24,0.0288287272304296,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
25,0.0284610634297132,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
26,0.0280765858292579,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
27,0.0277453900128602,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
28,0.0270861724764108,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
29,0.0263063582777977,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
30,0.0250746944546699,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
31,0.0240397699177265,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
32,0.023013372644782,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
33,0.0220485235750675,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
34,0.0219080807268619,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
35,0.021419918090105,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
36,0.0207177364826202,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
37,0.0199421559274196,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
38,0.0203909796476364,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
39,0.0191390825808048,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
40,0.0186356835067272,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
41,0.018300954028964,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
42,0.0174256149679422,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
43,0.0168009994551539,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
44,0.0163290908932685,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
45,0.0156970562040805,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
46,0.0151045947894454,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
47,0.0144844609871506,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
48,0.0140451657772064,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
49,0.0131575287878513,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
50,0.013236947543919,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
51,0.0124625693261623,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
52,0.0120964183658361,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
53,0.0113252129405736,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
54,0.0110943007841706,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
55,0.0108503628522157,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
56,0.0108186323940753,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
57,0.0107980433478951,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
58,0.0104379128292202,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
59,0.0107823682948946,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
60,0.010588916875422,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
61,0.0103383519127964,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
62,0.0101821319758892,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
63,0.0098552206158638,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
64,0.0098467105440795,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
65,0.0097924122586846,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
66,0.0095430139079689,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
67,0.0096942857652902,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
68,0.0096158078685402,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
69,0.0096649009361863,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
70,0.0096576718986034,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
71,0.0092244464717805,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
72,0.0093599526211619,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
73,0.0092895778641104,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
74,0.0091620783880352,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
75,0.0089776202663779,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
76,0.0090027833357453,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
77,0.0090126438811421,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
78,0.0089499071612954,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
79,0.0090353294461965,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
80,0.0088504736870527,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
81,0.0087305810302495,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
82,0.0087808185070753,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
83,0.0087949848920106,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
84,0.0091514560952782,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
85,0.0090805017203092,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
86,0.0085420944541692,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
87,0.0087762611359357,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
88,0.0084608629904687,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
89,0.0084451488405466,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
90,0.0087015987560153,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
91,0.0084819906204938,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
92,0.0084249468892812,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
93,0.0081723222322762,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
94,0.008153081536293,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
95,0.0080045410618186,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
96,0.0081347309425473,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
97,0.0084936301037669,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
98,0.0081406143307685,Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,98.0
1,0.1878423706028196,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
2,0.1867514637443754,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
3,0.1612343119912677,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
4,0.095761025680436,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
5,0.0453716365496317,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
6,0.0523934966325759,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
7,0.0170979673332638,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
8,0.0137894211875067,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
9,0.0129818466636869,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
10,0.0038989388942718,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
11,0.0005688622262742,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
12,0.0018371438980102,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
13,0.0003701167636447,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
14,0.0010549693637424,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
15,0.0,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
16,0.00130766193072,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
17,0.0001260362731085,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
18,0.0012361420525444,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
19,0.0021507108211517,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
20,0.0237387096881866,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
21,0.0166146375073326,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
22,0.0033777921729617,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
23,0.0014140635066562,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
24,0.0008217190371619,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
25,0.0008069451649983,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
26,0.000735032028622,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
27,0.0,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
28,0.0004712602827284,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
29,0.0011364057328965,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
30,0.0009676400820414,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
31,4.029538896348741e-06,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
32,0.0,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
33,9.935114118787978e-05,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
34,0.0,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
35,0.0001865508821275,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
36,0.0,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
37,0.0,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
38,0.0,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
39,0.0,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
40,0.0,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
41,0.0,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
42,0.0,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
43,0.0,Au,400-1800_common,poster,poster_holdout_Au,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
