heldout_substrate_family,poster_axis,stage,scenario,outer_fold,model_family,model,representation,curriculum,kl_schedule,seed,observation_uid,mse,smooth_l1,spectral_angle,pearson_correlation,first_derivative_mae,reference_peak_count,matched_peak_count,repeatable_reference_peak_count,repeatable_matched_peak_count,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0198,0.01546323649705341,0.007731618248526705,0.051665202344359354,0.8677321615724305,0.009784342740396303,31,3,7,2,3.0,1.2444282738335835,0.18066102266311646
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0199,0.018210422558965465,0.009105211279482732,0.047497723019813656,0.8979013070654976,0.009281548910907336,32,4,4,2,1.5,0.8119257622799048,0.05112314224243164
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0453,0.01200983675971926,0.00600491837985963,0.051250386080792985,0.882822338605567,0.010579905289092233,38,5,8,2,1.0,0.29788437386453337,0.06027233600616455
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0454,0.006596797731927634,0.003298398865963817,0.033041189511204994,0.9642536309976857,0.010764815064945392,42,3,4,1,1.0,1.0843502547632504,0.22117960453033447
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0455,0.009658064440221624,0.004829032220110812,0.061257560439457834,0.9229113539745213,0.004959370786091313,17,7,5,3,1.0,0.2858713171428939,0.08538411557674408
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0456,0.017082816213934333,0.008541408106967166,0.046495384134580535,0.9134538417198023,0.010725582134909928,38,6,5,2,1.5,0.9384094549272322,0.038270801305770874
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0457,0.02011119806130025,0.010055599030650125,0.05153208298920581,0.9008870306630342,0.011422687253049974,43,2,7,1,2.5,3.3609908630979097,0.27591292560100555
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0458,0.013198428475688397,0.006599214237844198,0.0400816939062702,0.9459174567557025,0.010361912640343819,34,3,5,1,3.0,6.163678871402869,0.22056525945663452
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0459,0.018209011413618564,0.009104505706809282,0.04958267447743003,0.9116231722610338,0.010852897691407374,36,2,7,1,2.5,2.373318578777286,0.09476456046104431
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0460,0.0123704984348161,0.00618524921740805,0.047833991337936206,0.9088735566636141,0.01125959189342601,38,5,9,2,2.0,0.9180346516874092,0.02562117576599121
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0461,0.010770104784823754,0.005385052392411877,0.03689950544843567,0.9545348846762045,0.010141725662563529,44,4,6,2,2.5,1.9969047686230412,0.0887170135974884
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0462,0.009114815722430928,0.004557407861215464,0.047341936297514674,0.8778220917303562,0.00910277410809483,25,3,9,3,2.0,1.2864474268428532,0.16069534420967102
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0463,0.014012413447816884,0.007006206723908442,0.04055345275918297,0.9452514755944051,0.010452475030906499,40,3,5,1,3.0,2.986526185960318,0.26163583993911743
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0464,0.011275725470208641,0.005637862735104321,0.050644082592060595,0.8860773936501324,0.00883388011317168,19,6,4,2,3.0,0.3936594214489689,0.03644119203090668
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0465,0.00523268032957892,0.00261634016478946,0.0579404866712812,0.9142549591095311,0.005027232576727069,13,6,5,4,1.0,0.4670015680449118,0.07661695778369904
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0466,0.0043351965961244835,0.0021675982980622417,0.052664375927436904,0.8958083993030207,0.007480541391830359,20,8,6,5,0.5,0.40466332007292327,0.12672890722751617
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0467,0.018877432686767864,0.009438716343383932,0.05036855727960168,0.9064789922683408,0.010223809617704579,29,3,5,1,1.0,0.7022573764255075,0.0789041519165039
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0468,0.00447490635013642,0.00223745317506821,0.03725481481725987,0.9426006755041988,0.006881503484078816,16,5,5,3,1.0,1.5631950785015536,0.15957564115524292
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0469,0.003997826477891054,0.001998913238945527,0.07440097277851995,0.8902100105753935,0.005177331762388349,12,6,5,5,0.5,0.06491674424888677,0.12337759882211685
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0470,0.003535924359146739,0.0017679621795733695,0.05600876719086811,0.8884156813935413,0.006543898583788957,14,8,5,5,2.0,0.37880075120178813,0.09170389920473099
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0471,0.020414832357017024,0.010207416178508512,0.05109997647131779,0.9049057094176892,0.009648793285180415,33,4,6,2,1.0,2.151715820639978,0.06857652962207794
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0472,0.02181798252296797,0.010908991261483985,0.04768210395870405,0.9218389835768214,0.008624958207531433,25,2,4,1,2.5,0.5302809319036605,0.2534808814525604
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0473,0.01226224621335133,0.006131123106675665,0.04298738024843909,0.9325835286047405,0.011951199791261129,51,3,6,1,0.0,15.514499782700463,0.23566871881484985
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0474,0.013246209004237654,0.006623104502118827,0.047665503294181316,0.9130398300622058,0.012052384548421417,48,3,7,1,4.0,0.9530441278594196,0.0282437801361084
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0475,0.020331672108162537,0.010165836054081268,0.04638108185263547,0.9248741387679456,0.009871412946709564,36,4,5,2,3.5,0.6686500110747029,0.08106657862663269
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0476,0.019864552760465483,0.009932276380232741,0.049107232782421545,0.9098642896635273,0.011604683603426175,49,3,6,1,1.0,0.7860143166215402,0.04074341058731079
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0477,0.01342648550198841,0.006713242750994205,0.058435533833072,0.8760019139250393,0.010681467950344086,33,6,6,2,3.0,0.5059145701882957,0.03713998198509216
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0150,0.008489132223046801,0.004244566111523401,0.045417046084584856,0.9241447992878016,0.006798968559617476,17,3,4,1,3.0,2.0052929856707515,0.02408507466316223
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0151,0.00781725662295879,0.003908628311479395,0.04183504675748623,0.9224639785285783,0.008471731628690447,30,2,3,1,3.0,1.7183630266981624,0.2005658745765686
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0152,0.01261519097921187,0.006307595489605935,0.08003013897547162,0.9317303388041366,0.00484411538711616,5,1,1,1,1.0,1.419157641277602,0.11672677844762802
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0153,0.009038256970920174,0.004519128485460087,0.04835121609241836,0.8718131444054152,0.008466876968076187,23,2,6,2,2.0,0.7168834367783348,0.23945686221122742
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0154,0.008077285466935442,0.004038642733467721,0.046704230678878814,0.8788249809309795,0.009237435909786394,35,3,6,3,4.0,0.7364114800029362,0.12641304731369019
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0155,0.016478864134605843,0.008239432067302922,0.09772084399129236,0.9274257779549501,0.0038634407187678986,2,1,2,1,4.0,1.8525192948435099,0.12278877198696136
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0156,0.01682326620138882,0.00841163310069441,0.04751515505745529,0.9211849647676091,0.00839747163067971,31,2,3,1,2.5,6.387996079032544,0.07921171188354492
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0157,0.008571827810290178,0.004285913905145089,0.060623477132146934,0.9182734045336618,0.005056980636436492,8,1,2,0,0.0,0.0577246776822229,0.07247200608253479
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0158,0.02099064337360582,0.01049532168680291,0.09572577150017195,0.7727889441287942,0.007659332832346471,17,1,10,1,2.0,0.27288988672126446,0.12390446662902832
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0159,0.0193747847827901,0.00968739239139505,0.05588855458430868,0.8614258204401397,0.009615466308646969,39,2,4,1,1.0,2.6138174995602594,0.34522736072540283
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0160,0.007898026129771819,0.0039490130648859095,0.05077815349444805,0.8817687968091494,0.0071851883868553805,21,3,4,1,5.0,1.086732722265075,0.037591010332107544
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0161,0.007046034443918819,0.0035230172219594094,0.04113032563032484,0.9008492672975422,0.01078309400539313,44,2,7,1,0.5,24.14213648762731,0.21394270658493042
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0162,0.011484494356259964,0.005742247178129982,0.06409852375510397,0.9299675303893608,0.00461572119433965,6,2,2,1,0.5,2.010739137887493,0.24043959379196167
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0163,0.014880140781934045,0.007440070390967023,0.05486962937019598,0.9261739198559265,0.0050101828801312615,8,1,2,0,1.0,3.7630340957141213,0.030010223388671875
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0164,0.008886663080851034,0.004443331540425517,0.06376923945749047,0.9527581693743147,0.004724916523056371,7,2,2,0,1.5,0.09966439680035699,0.014174506068229675
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0165,0.006994286161472184,0.003497143080736092,0.03917566366824604,0.9178422605452363,0.009078927553657974,27,3,6,3,3.0,0.7640610088516953,0.14285415410995483
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0166,0.012361361398352125,0.0061806806991760626,0.05876338831773548,0.8137401973287463,0.009872914341145327,36,2,7,1,0.5,6.118810635452917,0.24038054049015045
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0167,0.015254583047405812,0.007627291523702906,0.08556461737206712,0.9009087696549593,0.004977953228766897,7,0,2,0,,,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0168,0.013550094260313858,0.006775047130156929,0.04576025786474136,0.9052975545770224,0.008393496837733048,23,2,2,2,1.5,0.8572129108171438,0.32310764491558075
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0169,0.00979942353501132,0.00489971176750566,0.045351967829936994,0.8877410945369669,0.00895425600398864,36,2,4,1,3.0,0.7810533084725355,0.26621562242507935
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0170,0.00950695281087608,0.00475347640543804,0.060514928152124864,0.9317502230024699,0.0059756392513268764,12,1,2,0,2.0,3.5773485679751986,0.011072099208831787
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0171,0.00769654706448535,0.003848273532242675,0.042788984598721706,0.9006411902492435,0.00960730442777276,39,3,4,2,2.0,4.7303134411089625,0.04485452175140381
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0172,0.008687551627346529,0.004343775813673264,0.05127629575824329,0.8448003296951885,0.013002774089753595,64,3,6,2,3.0,0.6233470247719372,0.17815029621124268
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0173,0.013471427296783984,0.006735713648391992,0.08215333558760164,0.9256234261349541,0.005696124120482377,8,0,2,0,,,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0174,0.02148818264120242,0.01074409132060121,0.05115796443762054,0.8919911090899798,0.007967378446566207,31,3,3,1,2.0,11.983378679945703,0.04974400997161865
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0175,0.008279443560891126,0.004139721780445563,0.034411025579125544,0.9381910950825889,0.009480274194751732,38,2,4,1,3.5,0.6239011844320038,0.15081849694252014
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0176,0.019821903719109357,0.009910951859554679,0.05244240127221129,0.8428863917252895,0.008212570907281978,24,3,5,1,2.0,3.4945792198193617,0.053457021713256836
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0177,0.012443125547768094,0.006221562773884047,0.04171052377300076,0.9093847353121843,0.008440694102485265,33,3,4,2,4.0,0.27159824099389446,0.14328044652938843
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0178,0.007391779057441074,0.003695889528720537,0.03498024704974582,0.9336776312162254,0.009098158944398164,33,2,5,2,4.0,0.23982956728718338,0.20205773413181305
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0179,0.007479666806880401,0.0037398334034402007,0.03680629839845498,0.9414555723019808,0.009747790062600481,38,4,4,3,1.0,0.36474565948530996,0.08511078357696533
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0180,0.007196441227913188,0.003598220613956594,0.035891804244071776,0.9361793488239987,0.010151977287448192,43,2,5,2,1.5,0.3228780591956958,0.18016035854816437
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0181,0.007123856749451085,0.0035619283747255425,0.03807976396323274,0.9364462831106078,0.008925193378236145,40,4,5,4,1.5,0.3884949224346067,0.19119906425476074
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0182,0.008816632840204196,0.004408316420102098,0.05602625956461801,0.8889177874965128,0.008794618721253106,28,1,5,0,3.0,0.8777589472424784,0.04759344458580017
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0183,0.007021583040149113,0.0035107915200745564,0.03589254004337097,0.9441377695965687,0.009648534130371575,44,5,5,4,2.0,0.713671693778266,0.0773743987083435
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0184,0.004887064050775724,0.002443532025387862,0.03415943403600954,0.9490913412977536,0.010090070108750036,49,4,4,1,1.0,1.1874753405427132,0.054946959018707275
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0185,0.006141681358665726,0.003070840679332863,0.034743416966080985,0.9384749490303078,0.009625978787496154,34,3,5,1,3.0,0.6770802417210096,0.02061861753463745
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0186,0.007743699113436549,0.0038718495567182745,0.03645447949014955,0.9220184477427161,0.009085820125682013,37,0,5,0,,,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0187,0.016550780830506713,0.008275390415253357,0.0424463418664405,0.8967359254212551,0.008272870649982776,24,2,4,2,1.5,0.3869742461793906,0.27581776678562164
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0188,0.012212684390722327,0.006106342195361164,0.0393846116010428,0.9098386396346488,0.00855623106339148,34,2,4,1,3.5,2.907022153763779,0.1717495173215866
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0189,0.004953471292269195,0.0024767356461345975,0.03527220275262344,0.9350103339300521,0.009168893247842789,36,3,4,1,2.0,0.3053384410466426,0.07707208395004272
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0190,0.010389942179203642,0.005194971089601821,0.05637038649541602,0.8313429499359422,0.009871355025097728,35,2,8,1,0.5,5.804216246448727,0.09192100167274475
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0191,0.004820433964739334,0.002410216982369667,0.033301820593649056,0.9452539623286553,0.011645026319394155,59,3,7,2,2.0,0.43015630230855256,0.12403911352157593
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0192,0.004685525628620206,0.002342762814310103,0.03370267534568881,0.9511048043517336,0.008995065333853875,36,2,4,1,1.5,0.5132647695104989,0.20282799005508423
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0193,0.009114415260902396,0.004557207630451198,0.04773324575511477,0.8616533472962247,0.009984430472166943,36,3,5,2,4.0,1.0664376514881133,0.06579840183258057
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0194,0.01578924745850917,0.007894623729254585,0.04228471112374197,0.9039137451183025,0.0076358281884209385,24,3,4,2,2.0,1.0219768867732155,0.17358723282814026
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0195,0.0069538082913192184,0.0034769041456596092,0.03889788657949435,0.917460357874865,0.00917329398061286,38,2,5,1,3.0,3.034340139058829,0.24488979578018188
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0196,0.006475119681507836,0.003237559840753918,0.04058034579604389,0.9094028155738868,0.01048304105709706,45,4,5,2,2.0,0.8215214854890895,0.0830649733543396
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0197,0.010016904697601449,0.0050084523488007245,0.04644616822701175,0.8704955362759647,0.008767274618647727,30,4,5,2,3.5,4.033474253878613,0.029871612787246704
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0198,0.010771361910186945,0.0053856809550934725,0.04831148098673167,0.8731011031761305,0.00935816032346338,31,4,7,2,3.0,2.801234674816726,0.07902117073535919
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0199,0.012879242009452651,0.006439621004726326,0.04626445969931913,0.8932768178349048,0.008754237105271645,32,3,4,2,0.0,0.6860121121300248,0.07244265079498291
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0453,0.008174425848711283,0.004087212924355641,0.04499364925037462,0.895368613702822,0.010089905417657325,38,6,8,3,3.0,1.2419865395487923,0.06912702322006226
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0454,0.005778291576947754,0.002889145788473877,0.036854361771166556,0.9516747729323859,0.010038927870669536,42,3,4,1,1.0,0.5849422042163128,0.04115426540374756
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0455,0.012836212045249871,0.006418106022624936,0.06823871424376945,0.9170277131307748,0.0048932207743304645,17,7,5,4,1.0,0.3317446323352181,0.03239366412162781
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0456,0.018229270627779494,0.009114635313889747,0.04694648596982788,0.9107343676812084,0.010269380881717163,38,3,5,2,4.0,0.23035418326576634,0.26154807209968567
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0457,0.0156891109883435,0.00784455549417175,0.05237881396804566,0.8905846847076473,0.010909680765055652,43,2,7,1,0.5,19.529721782694704,0.24754507839679718
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0458,0.010032172885449551,0.005016086442724776,0.04333234056949634,0.932959333252657,0.009672691226005553,34,2,5,1,1.5,22.26427362583375,0.22457516193389893
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0459,0.013911089157840922,0.006955544578920461,0.05024489996311302,0.9029609565390445,0.010273241461919887,36,2,7,1,1.0,0.2125890401385081,0.08867059648036957
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0460,0.008548142491904198,0.004274071245952099,0.04399590937137602,0.9134816643833722,0.01047322402176048,38,4,9,2,2.5,0.7672825129876792,0.05072164535522461
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0461,0.008134334544264757,0.004067167272132378,0.0400090219261958,0.9425822992533653,0.009725001324882864,44,4,6,2,1.0,2.2770558532385743,0.013346508145332336
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0462,0.008157249472239933,0.0040786247361199665,0.04560921602978612,0.8828785156713499,0.008547080409313951,25,4,9,4,1.0,0.3579358189639058,0.14094749093055725
