held_unknown,outer_fold,calibration_fold,partition,rows,masters,analytes,instruments,sensor_families
ethanol,3,4,locked_held_unknown,62,9,1,5,2
ethanol,3,4,locked_stress,75,34,6,7,4
ethanol,3,4,train_known,279,35,6,10,4
ethanol,4,0,calibration_known,95,12,6,10,4
ethanol,4,0,excluded_outer_known_test,90,14,6,10,3
ethanol,4,0,locked_held_unknown,62,9,1,5,2
ethanol,4,0,locked_stress,75,34,6,7,4
ethanol,4,0,train_known,276,34,6,10,4
ethanol,4,1,calibration_known,95,11,6,10,4
ethanol,4,1,excluded_outer_known_test,90,14,6,10,3
ethanol,4,1,locked_held_unknown,62,9,1,5,2
ethanol,4,1,locked_stress,75,34,6,7,4
ethanol,4,1,train_known,276,35,6,10,4
ethanol,4,2,calibration_known,89,12,6,10,3
ethanol,4,2,excluded_outer_known_test,90,14,6,10,3
ethanol,4,2,locked_held_unknown,62,9,1,5,2
ethanol,4,2,locked_stress,75,34,6,7,4
ethanol,4,2,train_known,282,34,6,10,4
ethanol,4,3,calibration_known,92,11,6,10,4
ethanol,4,3,excluded_outer_known_test,90,14,6,10,3
ethanol,4,3,locked_held_unknown,62,9,1,5,2
ethanol,4,3,locked_stress,75,34,6,7,4
ethanol,4,3,train_known,279,35,6,10,4
ethyl_paraoxon,0,1,calibration_known,92,11,6,10,4
ethyl_paraoxon,0,1,excluded_outer_known_test,100,12,6,10,4
ethyl_paraoxon,0,1,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,0,1,locked_stress,81,36,6,8,4
ethyl_paraoxon,0,1,train_known,271,39,6,10,4
ethyl_paraoxon,0,2,calibration_known,92,13,6,10,3
ethyl_paraoxon,0,2,excluded_outer_known_test,100,12,6,10,4
ethyl_paraoxon,0,2,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,0,2,locked_stress,81,36,6,8,4
ethyl_paraoxon,0,2,train_known,271,37,6,10,4
ethyl_paraoxon,0,3,calibration_known,89,11,6,10,4
ethyl_paraoxon,0,3,excluded_outer_known_test,100,12,6,10,4
ethyl_paraoxon,0,3,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,0,3,locked_stress,81,36,6,8,4
ethyl_paraoxon,0,3,train_known,274,39,6,10,4
ethyl_paraoxon,0,4,calibration_known,90,15,6,10,3
ethyl_paraoxon,0,4,excluded_outer_known_test,100,12,6,10,4
ethyl_paraoxon,0,4,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,0,4,locked_stress,81,36,6,8,4
ethyl_paraoxon,0,4,train_known,273,35,6,10,4
ethyl_paraoxon,1,0,calibration_known,100,12,6,10,4
ethyl_paraoxon,1,0,excluded_outer_known_test,92,11,6,10,4
ethyl_paraoxon,1,0,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,1,0,locked_stress,81,36,6,8,4
ethyl_paraoxon,1,0,train_known,271,39,6,10,4
ethyl_paraoxon,1,2,calibration_known,92,13,6,10,3
ethyl_paraoxon,1,2,excluded_outer_known_test,92,11,6,10,4
ethyl_paraoxon,1,2,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,1,2,locked_stress,81,36,6,8,4
ethyl_paraoxon,1,2,train_known,279,38,6,10,4
ethyl_paraoxon,1,3,calibration_known,89,11,6,10,4
ethyl_paraoxon,1,3,excluded_outer_known_test,92,11,6,10,4
ethyl_paraoxon,1,3,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,1,3,locked_stress,81,36,6,8,4
ethyl_paraoxon,1,3,train_known,282,40,6,10,4
ethyl_paraoxon,1,4,calibration_known,90,15,6,10,3
ethyl_paraoxon,1,4,excluded_outer_known_test,92,11,6,10,4
ethyl_paraoxon,1,4,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,1,4,locked_stress,81,36,6,8,4
ethyl_paraoxon,1,4,train_known,281,36,6,10,4
ethyl_paraoxon,2,0,calibration_known,100,12,6,10,4
ethyl_paraoxon,2,0,excluded_outer_known_test,92,13,6,10,3
ethyl_paraoxon,2,0,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,2,0,locked_stress,81,36,6,8,4
ethyl_paraoxon,2,0,train_known,271,37,6,10,4
ethyl_paraoxon,2,1,calibration_known,92,11,6,10,4
ethyl_paraoxon,2,1,excluded_outer_known_test,92,13,6,10,3
ethyl_paraoxon,2,1,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,2,1,locked_stress,81,36,6,8,4
ethyl_paraoxon,2,1,train_known,279,38,6,10,4
ethyl_paraoxon,2,3,calibration_known,89,11,6,10,4
ethyl_paraoxon,2,3,excluded_outer_known_test,92,13,6,10,3
ethyl_paraoxon,2,3,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,2,3,locked_stress,81,36,6,8,4
ethyl_paraoxon,2,3,train_known,282,38,6,10,4
ethyl_paraoxon,2,4,calibration_known,90,15,6,10,3
ethyl_paraoxon,2,4,excluded_outer_known_test,92,13,6,10,3
ethyl_paraoxon,2,4,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,2,4,locked_stress,81,36,6,8,4
ethyl_paraoxon,2,4,train_known,281,34,6,10,4
ethyl_paraoxon,3,0,calibration_known,100,12,6,10,4
ethyl_paraoxon,3,0,excluded_outer_known_test,89,11,6,10,4
ethyl_paraoxon,3,0,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,3,0,locked_stress,81,36,6,8,4
ethyl_paraoxon,3,0,train_known,274,39,6,10,4
ethyl_paraoxon,3,1,calibration_known,92,11,6,10,4
ethyl_paraoxon,3,1,excluded_outer_known_test,89,11,6,10,4
ethyl_paraoxon,3,1,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,3,1,locked_stress,81,36,6,8,4
ethyl_paraoxon,3,1,train_known,282,40,6,10,4
ethyl_paraoxon,3,2,calibration_known,92,13,6,10,3
ethyl_paraoxon,3,2,excluded_outer_known_test,89,11,6,10,4
ethyl_paraoxon,3,2,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,3,2,locked_stress,81,36,6,8,4
ethyl_paraoxon,3,2,train_known,282,38,6,10,4
ethyl_paraoxon,3,4,calibration_known,90,15,6,10,3
ethyl_paraoxon,3,4,excluded_outer_known_test,89,11,6,10,4
ethyl_paraoxon,3,4,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,3,4,locked_stress,81,36,6,8,4
ethyl_paraoxon,3,4,train_known,284,36,6,10,4
ethyl_paraoxon,4,0,calibration_known,100,12,6,10,4
ethyl_paraoxon,4,0,excluded_outer_known_test,90,15,6,10,3
ethyl_paraoxon,4,0,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,4,0,locked_stress,81,36,6,8,4
ethyl_paraoxon,4,0,train_known,273,35,6,10,4
ethyl_paraoxon,4,1,calibration_known,92,11,6,10,4
ethyl_paraoxon,4,1,excluded_outer_known_test,90,15,6,10,3
ethyl_paraoxon,4,1,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,4,1,locked_stress,81,36,6,8,4
ethyl_paraoxon,4,1,train_known,281,36,6,10,4
ethyl_paraoxon,4,2,calibration_known,92,13,6,10,3
ethyl_paraoxon,4,2,excluded_outer_known_test,90,15,6,10,3
ethyl_paraoxon,4,2,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,4,2,locked_stress,81,36,6,8,4
ethyl_paraoxon,4,2,train_known,281,34,6,10,4
ethyl_paraoxon,4,3,calibration_known,89,11,6,10,4
ethyl_paraoxon,4,3,excluded_outer_known_test,90,15,6,10,3
ethyl_paraoxon,4,3,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,4,3,locked_stress,81,36,6,8,4
ethyl_paraoxon,4,3,train_known,284,36,6,10,4
