outer_run_id,experiment_id,task_id,domain,station,held_instrument,outer_repeat,outer_fold,selection_kind,fixed_family_model_id,margin_status,selected_candidate_id,runner_up_candidate_id,supported_candidate_count,mean_ba_margin,worst_ba_margin,macro_f1_margin
P03OUTER-336a3697bd1cbd79a6210ac3,EXP-C10-T3,T3-ZS,cwa:RMX-1,cwa,RMX-1,5,1,fixed_family_reuse,C-RANDOM-FOREST,complete,C-RANDOM-FOREST-004,C-RANDOM-FOREST-005,16,0.05555555555555547,0.0,0.06150793650793651
P03OUTER-340acd0647640a053cf18905,EXP-C10-T3,T3-ZS,cwa:Mira-2,cwa,Mira-2,2,2,fixed_family_reuse,C-RANDOM-FOREST,complete,C-RANDOM-FOREST-007,C-RANDOM-FOREST-001,16,0.0185185185185186,0.03703703703703709,0.019312169312169336
P03OUTER-341dd593defd3e020b4cdbd2,EXP-C04-T1,T1-PILLS,pills:within,pills,not_applicable,3,1,standard,,complete,C-PLS-DA-000,C-PLS-DA-001,5,0.0,0.0,0.0
P03OUTER-344245b78deaf6f976243df5,EXP-C10-T3,T3-ZS,surfaces:Agilent-3,surfaces,Agilent-3,4,3,fixed_family_reuse,C-RANDOM-FOREST,complete,C-RANDOM-FOREST-004,C-RANDOM-FOREST-005,16,0.0,0.0,0.0
P03OUTER-348f05c142a0d649daea1e33,EXP-C10-T3,T3-ZS,surfaces:Pendar-3,surfaces,Pendar-3,1,0,fixed_family_reuse,C-EXTRA-TREES,complete,C-EXTRA-TREES-004,C-EXTRA-TREES-000,16,0.0,0.0,0.00712250712250706
P03OUTER-349a4bfaad0b5cd439e737d6,EXP-C12-CORAL,T3-ZS,surfaces:Pendar-2,surfaces,Pendar-2,1,3,source_covariance,,unavailable,,,0,,,
P03OUTER-34a75a0ce02a21fce20af2d5,EXP-C12-CORAL,T3-ZS,pills:Agilent-1,pills,Agilent-1,4,2,source_covariance,,unavailable,,,0,,,
P03OUTER-34b04efceba8874227d513ed,EXP-C12-CORAL,T3-ZS,cwa:Pendar-2,cwa,Pendar-2,3,3,source_covariance,,unavailable,,,0,,,
P03OUTER-34d4921ad4a23ff3d21a9015,EXP-C12-CORAL,T3-ZS,cwa:Mira-2,cwa,Mira-2,3,0,source_covariance,,complete,CORAL-C-RBF-SVM-013,CORAL-C-PCA-LDA-005,46,0.02777777777777779,0.1111111111111111,0.020634920634920673
P03OUTER-34dad50c24623838de03f181,EXP-C07-T1,T1-PILLS,pills:within,pills,not_applicable,5,3,standard,,complete,C-RANDOM-FOREST-000,C-RANDOM-FOREST-001,16,0.0,0.0,0.0
P03OUTER-35007bc32121915b759a0d6b,EXP-C09-T3,T3-ZS,pills:Agilent-1,pills,Agilent-1,4,2,standard,,complete,C-PLS-DA-000,C-LOGREG-EN-000,122,0.0,0.0,0.0
P03OUTER-353688c7ef5faf8f96b1e903,EXP-C09-T3,T3-ZS,pills:Mira-3,pills,Mira-3,1,0,standard,,complete,C-SPECTRAL-MATCH-000,C-NEAREST-CENTROID-000,125,0.0,0.0,0.0
P03OUTER-3576776426a9f91dee6519ae,EXP-C10-T3,T3-ZS,pills:Agilent-3,pills,Agilent-3,3,0,fixed_family_reuse,C-RANDOM-FOREST,complete,C-RANDOM-FOREST-000,C-RANDOM-FOREST-001,16,0.0,0.0,0.0
P03OUTER-359056b762727c2344b0d45b,EXP-C08-T1,T1-CWA,cwa:within,cwa,not_applicable,1,1,standard,,complete,C-EXTRA-TREES-001,C-EXTRA-TREES-002,16,0.0,0.0,0.0
P03OUTER-35b66051a6803e8c9dfdebdc,EXP-C07-T1,T1-CWA,cwa:within,cwa,not_applicable,5,1,standard,,complete,C-RANDOM-FOREST-006,C-RANDOM-FOREST-007,16,0.0,0.0,0.0
P03OUTER-35cfc25f7b5a6a93125dee96,EXP-C04-T1,T1-SURF,surfaces:within,surfaces,not_applicable,5,0,standard,,complete,C-PLS-DA-001,C-PLS-DA-002,5,0.0,0.0,0.0
P03OUTER-35da319a2f3f102beaea019c,EXP-C09-CONTROL-META,T3-ZS,pills:Agilent-1,pills,Agilent-1,3,2,metadata_control,,complete,CTRL-META-C-LOGREG-EN-010,CTRL-META-C-LOGREG-EN-019,30,0.05555555555555547,0.16666666666666669,0.06984126984126982
P03OUTER-3631adf7eb4d4b70b56c5be1,EXP-C10-T3,T3-ZS,pills:Agilent-1,pills,Agilent-1,1,1,fixed_family_reuse,C-RANDOM-FOREST,complete,C-RANDOM-FOREST-000,C-RANDOM-FOREST-001,16,0.0,0.0,0.0
P03OUTER-3654f3fde3f9a444d3b82403,EXP-C09-CONTROL-META,T3-ZS,cwa:RMX-1,cwa,RMX-1,1,3,metadata_control,,complete,CTRL-META-C-LOGREG-EN-015,CTRL-META-C-LOGREG-EN-020,29,0.0,0.0,0.01666666666666672
P03OUTER-36f4494937b15e75364260aa,EXP-C09-T3,T3-ZS,surfaces:Mira-1,surfaces,Mira-1,2,2,standard,,complete,C-RBF-SVM-025,C-RBF-SVM-031,121,0.0,0.0,0.0
P03OUTER-370b22210bdd7651056c4753,EXP-C10-T3,T3-ZS,cwa:Mira-2,cwa,Mira-2,4,2,fixed_family_reuse,C-PCA-LDA,complete,C-PCA-LDA-000,C-PCA-LDA-001,8,0.0,0.0,0.0
P03OUTER-3728da6e7f6881aac59eca4c,EXP-C09-T3,T3-ZS,pills:Agilent-1,pills,Agilent-1,3,2,standard,,complete,C-PLS-DA-000,C-LOGREG-EN-000,124,0.0,0.0,0.0
P03OUTER-373e0af4abd0b4c07cfa3bc0,EXP-C09-CONTROL-META,T3-ZS,surfaces:Mira-1,surfaces,Mira-1,3,0,metadata_control,,complete,CTRL-META-C-LOGREG-EN-004,CTRL-META-C-LOGREG-EN-000,19,0.0,0.0,0.015277777777777807
P03OUTER-37755ecf7cb0d6a5903fd73b,EXP-C09-T3,T3-ZS,pills:Agilent-1,pills,Agilent-1,3,1,standard,,complete,C-PLS-DA-000,C-LOGREG-EN-000,123,0.0,0.0,0.0
P03OUTER-377a2bef6fd6ac8855f7f8e4,EXP-C09-T3,T3-ZS,cwa:Pendar-2,cwa,Pendar-2,5,0,standard,,complete,C-PCA-LDA-004,C-PCA-LDA-005,125,0.0,0.0,0.0
P03OUTER-379c5445ae5ba0cee87c3862,EXP-C10-T3,T3-ZS,pills:Pendar-1,pills,Pendar-1,1,1,fixed_family_reuse,C-RANDOM-FOREST,complete,C-RANDOM-FOREST-000,C-RANDOM-FOREST-001,16,0.0,0.0,0.0
P03OUTER-379c8bc8466cc8f44a122f0d,EXP-C10-T3,T3-ZS,pills:Pendar-1,pills,Pendar-1,2,2,fixed_family_reuse,C-RANDOM-FOREST,complete,C-RANDOM-FOREST-000,C-RANDOM-FOREST-001,16,0.0,0.0,0.0
P03OUTER-37ef2b917a3da238cc216429,EXP-C10-T3,T3-ZS,surfaces:Agilent-3,surfaces,Agilent-3,5,3,fixed_family_reuse,C-PCA-LDA,complete,C-PCA-LDA-000,C-PCA-LDA-001,4,0.05238095238095236,0.10476190476190472,0.07598039215686275
P03OUTER-380c2b210b8d049797f76455,EXP-C10-T3,T3-ZS,surfaces:Mira-1,surfaces,Mira-1,4,1,fixed_family_reuse,C-PCA-LDA,complete,C-PCA-LDA-003,C-PCA-LDA-002,6,0.02777777777777779,0.0,0.029581529581529598
P03OUTER-38271f9a12e2aeed93230b69,EXP-C10-T3,T3-ZS,pills:Agilent-1,pills,Agilent-1,1,1,fixed_family_reuse,C-EXTRA-TREES,complete,C-EXTRA-TREES-000,C-EXTRA-TREES-001,16,0.0,0.0,0.0
P03OUTER-38336401fa96afcd13d63679,EXP-C02-T1,T1-CWA,cwa:within,cwa,not_applicable,4,1,standard,,complete,C-NEAREST-CENTROID-000,C-NEAREST-CENTROID-001,8,0.0,0.0,0.0
P03OUTER-38adb4d1c4121baf6a7aa0cb,EXP-C10-T3,T3-ZS,surfaces:Mira-1,surfaces,Mira-1,2,2,fixed_family_reuse,C-RANDOM-FOREST,complete,C-RANDOM-FOREST-012,C-RANDOM-FOREST-004,16,0.02777777777777779,0.05555555555555558,0.016208791208791262
P03OUTER-390aacdb973d4adf3dea1cf7,EXP-C05-T1,T1-SURF,surfaces:within,surfaces,not_applicable,2,0,standard,,complete,C-LOGREG-EN-005,C-LOGREG-EN-010,28,0.0,0.0,0.0
P03OUTER-39189833b90efc982cc8bb38,EXP-C03-T1,T1-SURF,surfaces:within,surfaces,not_applicable,1,1,standard,,complete,C-PCA-LDA-004,C-PCA-LDA-006,10,0.0,0.0,0.0
P03OUTER-392bcc42cad500af88fad217,EXP-C10-T3,T3-ZS,surfaces:Mira-1,surfaces,Mira-1,1,2,fixed_family_reuse,C-RANDOM-FOREST,complete,C-RANDOM-FOREST-000,C-RANDOM-FOREST-001,16,0.0,0.0,0.0
P03OUTER-394fbcc808c1f301fce7dc51,EXP-C10-T3,T3-ZS,pills:Pendar-1,pills,Pendar-1,1,3,fixed_family_reuse,C-EXTRA-TREES,complete,C-EXTRA-TREES-000,C-EXTRA-TREES-001,16,0.0,0.0,0.0
P03OUTER-395456ff221129757b45f4f4,EXP-C05-T1,T1-SURF,surfaces:within,surfaces,not_applicable,1,2,standard,,complete,C-LOGREG-EN-000,C-LOGREG-EN-005,29,0.0,0.0,0.0
P03OUTER-395d9be3dc3053da63c123e7,EXP-C10-T3,T3-ZS,surfaces:Mira-1,surfaces,Mira-1,3,1,fixed_family_reuse,C-PCA-LDA,complete,C-PCA-LDA-003,C-PCA-LDA-002,6,0.09999999999999998,0.011111111111111127,0.02323232323232305
P03OUTER-399f4e65af8b9c0a91f0e5a6,EXP-C08-T1,T1-PILLS,pills:within,pills,not_applicable,3,2,standard,,complete,C-EXTRA-TREES-000,C-EXTRA-TREES-001,16,0.0,0.0,0.0
P03OUTER-399fbcdde1095a2695f5837a,EXP-C10-T3,T3-ZS,surfaces:Agilent-3,surfaces,Agilent-3,3,3,fixed_family_reuse,C-EXTRA-TREES,complete,C-EXTRA-TREES-000,C-EXTRA-TREES-004,16,0.0,0.0,0.0
P03OUTER-39b0e33888f23252ac2fdfb0,EXP-C09-T3,T3-ZS,surfaces:Agilent-3,surfaces,Agilent-3,4,0,standard,,complete,C-LOGREG-EN-000,C-RANDOM-FOREST-000,125,0.0,0.0,0.0
P03OUTER-3a29c5a27306b373b5387aed,EXP-C07-T1,T1-PILLS,pills:within,pills,not_applicable,3,2,standard,,complete,C-RANDOM-FOREST-000,C-RANDOM-FOREST-001,16,0.0,0.0,0.0
P03OUTER-3a337a40ccb182320c8e1f10,EXP-C07-T1,T1-SURF,surfaces:within,surfaces,not_applicable,1,1,standard,,complete,C-RANDOM-FOREST-000,C-RANDOM-FOREST-001,16,0.0,0.0,0.0
P03OUTER-3a3881ffd82445f18a83d77b,EXP-C10-T3,T3-ZS,pills:Pendar-3,pills,Pendar-3,5,1,fixed_family_reuse,C-PCA-LDA,complete,C-PCA-LDA-004,C-PCA-LDA-005,10,0.0,0.0,0.0
P03OUTER-3a4683ec5e7caea046884ca2,EXP-C10-T3,T3-ZS,pills:Mira-3,pills,Mira-3,4,0,fixed_family_reuse,C-RBF-SVM,complete,C-RBF-SVM-012,C-RBF-SVM-014,36,0.0,0.0,0.0
P03OUTER-3a59a8e3df46cf3aa404ad8a,EXP-C09-CONTROL-META,T3-ZS,surfaces:Pendar-3,surfaces,Pendar-3,5,2,metadata_control,,complete,CTRL-META-C-LOGREG-EN-000,CTRL-META-C-LOGREG-EN-001,21,0.0,0.0,0.0
P03OUTER-3a697ff0b322f1b0b37e3f90,EXP-C09-T3,T3-ZS,surfaces:Agilent-3,surfaces,Agilent-3,4,2,standard,,complete,C-SPECTRAL-MATCH-002,C-LOGREG-EN-019,118,1.1102230246251565e-16,-0.08333333333333326,-0.04412303382891625
P03OUTER-3a72a8482aeefbff4f26d8c9,EXP-C10-T3,T3-ZS,surfaces:Agilent-3,surfaces,Agilent-3,2,1,fixed_family_reuse,C-EXTRA-TREES,complete,C-EXTRA-TREES-000,C-EXTRA-TREES-001,16,0.0,0.0,0.0
P03OUTER-3a834f391215e8fd92d57756,EXP-C10-T3,T3-ZS,pills:Pendar-3,pills,Pendar-3,5,0,fixed_family_reuse,C-RBF-SVM,complete,C-RBF-SVM-012,C-RBF-SVM-014,36,0.0,0.0,0.0
P03OUTER-3a99b7f3d775e037eb81f9f7,EXP-C10-T3,T3-ZS,pills:Agilent-3,pills,Agilent-3,3,0,fixed_family_reuse,C-PCA-LDA,complete,C-PCA-LDA-004,C-PCA-LDA-005,10,0.0,0.0,0.0
P03OUTER-3acc1f62f53db77a01c33493,EXP-C02-T1,T1-SURF,surfaces:within,surfaces,not_applicable,5,0,standard,,complete,C-NEAREST-CENTROID-004,C-NEAREST-CENTROID-000,8,0.01851851851851838,0.11111111111111116,0.008201058201058098
P03OUTER-3ae814ef44e1ca56e2f4ccfc,EXP-C09-T3,T3-ZS,surfaces:RMX-2,surfaces,RMX-2,5,2,standard,,complete,C-SPECTRAL-MATCH-001,C-LOGREG-EN-023,116,0.03333333333333344,0.1333333333333333,0.001322751322751281
P03OUTER-3aefdab1d8237293f24794fc,EXP-C10-T3,T3-ZS,pills:Mira-3,pills,Mira-3,2,2,fixed_family_reuse,C-EXTRA-TREES,complete,C-EXTRA-TREES-000,C-EXTRA-TREES-001,16,0.0,0.0,0.0
P03OUTER-3b6150db0eb5f68ce3eac0a8,EXP-C12-CORAL,T3-ZS,cwa:Pendar-2,cwa,Pendar-2,1,3,source_covariance,,complete,CORAL-C-RBF-SVM-007,CORAL-C-RBF-SVM-013,46,0.0,0.0,0.0
P03OUTER-3b72755f7a57891bc8239403,EXP-C10-T3,T3-ZS,pills:Pendar-1,pills,Pendar-1,5,3,fixed_family_reuse,C-EXTRA-TREES,complete,C-EXTRA-TREES-000,C-EXTRA-TREES-001,16,0.0,0.0,0.0
P03OUTER-3bac1ed25dcc754b75457865,EXP-C09-CONTROL-META,T3-ZS,surfaces:RMX-2,surfaces,RMX-2,3,2,metadata_control,,complete,CTRL-META-C-LOGREG-EN-000,CTRL-META-C-LOGREG-EN-022,22,0.0,0.0,0.0
P03OUTER-3bb579cf95f8dd80d4718163,EXP-C10-T3,T3-ZS,surfaces:Mira-1,surfaces,Mira-1,4,1,fixed_family_reuse,C-RBF-SVM,complete,C-RBF-SVM-014,C-RBF-SVM-018,36,0.0,0.0,0.0
P03OUTER-3bc97b80b5bbc1f9ba2919f5,EXP-C10-T3,T3-ZS,pills:Agilent-3,pills,Agilent-3,4,2,fixed_family_reuse,C-RANDOM-FOREST,complete,C-RANDOM-FOREST-000,C-RANDOM-FOREST-001,16,0.0,0.0,0.0
P03OUTER-3c3bc7e7b82cfb2c90e2f072,EXP-C10-T3,T3-ZS,cwa:Mira-2,cwa,Mira-2,5,0,fixed_family_reuse,C-RBF-SVM,complete,C-RBF-SVM-014,C-RBF-SVM-024,36,0.0,0.16666666666666669,-0.03888888888888886
P03OUTER-3c4237449cb8f053c8b16e73,EXP-C09-CONTROL-META,T3-ZS,pills:Agilent-1,pills,Agilent-1,2,2,metadata_control,,complete,CTRL-META-C-LOGREG-EN-000,CTRL-META-C-LOGREG-EN-005,30,0.05555555555555558,0.0,0.029629629629629672
P03OUTER-3c982cabaa36589394e1c1d2,EXP-C01-T1,T1-PILLS,pills:within,pills,not_applicable,5,3,standard,,complete,C-SPECTRAL-MATCH-000,C-SPECTRAL-MATCH-001,3,0.0,0.0,0.0
P03OUTER-3ca71594c7cc88bd2db2aa3b,EXP-C07-T1,T1-SURF,surfaces:within,surfaces,not_applicable,3,1,standard,,complete,C-RANDOM-FOREST-000,C-RANDOM-FOREST-001,16,0.0,0.0,0.0
P03OUTER-3cb32aff51fb8cd6106fbf28,EXP-C10-T3,T3-ZS,cwa:Mira-2,cwa,Mira-2,4,2,fixed_family_reuse,C-RBF-SVM,complete,C-RBF-SVM-025,C-RBF-SVM-031,36,0.0,0.0,0.0
P03OUTER-3cc6c07b23a94c2c76a1ea91,EXP-C10-T3,T3-ZS,surfaces:Pendar-3,surfaces,Pendar-3,2,2,fixed_family_reuse,C-RBF-SVM,complete,C-RBF-SVM-025,C-RBF-SVM-031,36,0.0,0.0,0.0
P03OUTER-3d06cf0a7f121e86cd11f987,EXP-C10-T3,T3-ZS,surfaces:Agilent-3,surfaces,Agilent-3,1,1,fixed_family_reuse,C-PCA-LDA,complete,C-PCA-LDA-003,C-PCA-LDA-002,6,0.03333333333333344,0.1333333333333333,-0.054629629629629584
P03OUTER-3d253157796683bcb2a01f53,EXP-C10-T3,T3-ZS,surfaces:Mira-1,surfaces,Mira-1,1,3,fixed_family_reuse,C-RANDOM-FOREST,complete,C-RANDOM-FOREST-008,C-RANDOM-FOREST-000,16,0.0,0.0,0.0018759018759018087
P03OUTER-3da6e5af3fe4c9277920b4c9,EXP-C06-T1,T1-PILLS,pills:within,pills,not_applicable,4,1,standard,,complete,C-RBF-SVM-012,C-RBF-SVM-014,36,0.0,0.0,0.0
P03OUTER-3db96fba8b16fa9ecb2cb32c,EXP-C09-CONTROL-META,T3-ZS,pills:Mira-3,pills,Mira-3,4,2,metadata_control,,complete,CTRL-META-C-LOGREG-EN-000,CTRL-META-C-LOGREG-EN-005,30,0.0,0.0,0.007407407407407418
P03OUTER-3dbc0b951701e267798a71c0,EXP-C10-T3,T3-ZS,surfaces:RMX-2,surfaces,RMX-2,5,0,fixed_family_reuse,C-EXTRA-TREES,complete,C-EXTRA-TREES-002,C-EXTRA-TREES-003,16,0.0,0.0,0.0
P03OUTER-3dbcd7f3d4cc2a9e04f76418,EXP-C12-CORAL,T3-ZS,surfaces:Pendar-2,surfaces,Pendar-2,2,3,source_covariance,,unavailable,,,0,,,
P03OUTER-3dc906d5c8a4ccdb23a4daa8,EXP-C09-T3,T3-ZS,surfaces:Pendar-2,surfaces,Pendar-2,3,2,standard,,complete,C-LOGREG-EN-019,C-LOGREG-EN-018,110,0.03333333333333344,-0.0666666666666666,0.017945017945017905
P03OUTER-3e1838b0068f16cb1681da78,EXP-C03-T1,T1-SURF,surfaces:within,surfaces,not_applicable,5,3,standard,,complete,C-PCA-LDA-006,C-PCA-LDA-007,10,0.05555555555555547,0.05555555555555547,0.05291005291005291
P03OUTER-3e4d4f077980e04f5a7f0ccb,EXP-C03-T1,T1-SURF,surfaces:within,surfaces,not_applicable,3,2,standard,,complete,C-PCA-LDA-006,C-PCA-LDA-007,10,0.07407407407407407,0.2222222222222222,0.06772486772486774
P03OUTER-3e59258cf9f851de26f897a6,EXP-C08-T1,T1-SURF,surfaces:within,surfaces,not_applicable,3,3,standard,,complete,C-EXTRA-TREES-004,C-EXTRA-TREES-005,16,0.0,0.0,0.0
P03OUTER-3eae9a3364cbfd3462ad163d,EXP-C10-T3,T3-ZS,cwa:RMX-1,cwa,RMX-1,4,1,fixed_family_reuse,C-PCA-LDA,complete,C-PCA-LDA-006,C-PCA-LDA-007,10,0.0,0.0,0.0
P03OUTER-3ec4e09898b5401c68e6af50,EXP-C07-T1,T1-SURF,surfaces:within,surfaces,not_applicable,4,1,standard,,complete,C-RANDOM-FOREST-001,C-RANDOM-FOREST-002,16,0.0,0.0,0.0
P03OUTER-3ee9e4015c6f59e710541412,EXP-C10-T3,T3-ZS,surfaces:Pendar-2,surfaces,Pendar-2,5,0,fixed_family_reuse,C-RBF-SVM,complete,C-RBF-SVM-031,C-RBF-SVM-018,36,0.0,0.0,0.014814814814814836
P03OUTER-3eff1c3e44910abcebc83bb4,EXP-C10-T3,T3-ZS,cwa:Mira-2,cwa,Mira-2,5,1,fixed_family_reuse,C-EXTRA-TREES,complete,C-EXTRA-TREES-003,C-EXTRA-TREES-007,16,0.05555555555555558,0.0,0.035714285714285754
P03OUTER-3f0844d2bfcc9dc4a7c966b1,EXP-C10-T3,T3-ZS,surfaces:Pendar-3,surfaces,Pendar-3,2,0,fixed_family_reuse,C-EXTRA-TREES,complete,C-EXTRA-TREES-001,C-EXTRA-TREES-006,16,0.0,0.0,0.00462962962962965
P03OUTER-3f233a7075883fc60960cc58,EXP-C10-T3,T3-ZS,pills:Pendar-3,pills,Pendar-3,4,2,fixed_family_reuse,C-RANDOM-FOREST,complete,C-RANDOM-FOREST-000,C-RANDOM-FOREST-001,16,0.0,0.0,0.0
P03OUTER-3f30a262c7cbb38ed310e1be,EXP-C10-T3,T3-ZS,cwa:Pendar-2,cwa,Pendar-2,2,0,fixed_family_reuse,C-RBF-SVM,complete,C-RBF-SVM-031,C-RBF-SVM-025,36,0.03703703703703709,0.11111111111111116,0.043386243386243306
P03OUTER-3f31f060a32bb0e6e1be4bce,EXP-C10-T3,T3-ZS,surfaces:Mira-1,surfaces,Mira-1,3,0,fixed_family_reuse,C-RBF-SVM,complete,C-RBF-SVM-018,C-RBF-SVM-020,36,0.0,0.0,0.0
P03OUTER-3f5393d13b035de2a03909ca,EXP-C03-T1,T1-SURF,surfaces:within,surfaces,not_applicable,3,1,standard,,complete,C-PCA-LDA-007,C-PCA-LDA-006,10,0.03703703703703709,0.0,0.05925925925925912
P03OUTER-3f6fc48e262ab055a0258fe5,EXP-C07-T1,T1-CWA,cwa:within,cwa,not_applicable,2,2,standard,,complete,C-RANDOM-FOREST-000,C-RANDOM-FOREST-001,16,0.0,0.0,0.0
P03OUTER-3f9af223b7cf72cb589a20e2,EXP-C03-T1,T1-PILLS,pills:within,pills,not_applicable,2,1,standard,,complete,C-PCA-LDA-004,C-PCA-LDA-005,10,0.0,0.0,0.0
P03OUTER-3f9c961526857a5c71f4be17,EXP-C10-T3,T3-ZS,surfaces:Mira-1,surfaces,Mira-1,4,2,fixed_family_reuse,C-RANDOM-FOREST,complete,C-RANDOM-FOREST-008,C-RANDOM-FOREST-012,16,0.0,0.0,0.0
P03OUTER-3faefdc030c2a4aa35bf2c3b,EXP-C10-T3,T3-ZS,pills:Agilent-1,pills,Agilent-1,4,1,fixed_family_reuse,C-EXTRA-TREES,complete,C-EXTRA-TREES-000,C-EXTRA-TREES-001,16,0.0,0.0,0.0
P03OUTER-3fb49bbac1b0e4ae2704dc46,EXP-C10-T3,T3-ZS,surfaces:RMX-2,surfaces,RMX-2,4,1,fixed_family_reuse,C-EXTRA-TREES,complete,C-EXTRA-TREES-002,C-EXTRA-TREES-009,16,0.03703703703703709,0.0,0.02736892736892743
P03OUTER-3fec21d57abbf957df04f353,EXP-C10-T3,T3-ZS,surfaces:RMX-2,surfaces,RMX-2,5,1,fixed_family_reuse,C-EXTRA-TREES,complete,C-EXTRA-TREES-002,C-EXTRA-TREES-009,16,0.0339506172839506,0.0,0.024114157447490847
P03OUTER-4019006bbe7a43998696eb59,EXP-C09-T3,T3-ZS,cwa:RMX-1,cwa,RMX-1,3,1,standard,,complete,C-LOGREG-EN-000,C-NEAREST-CENTROID-004,124,0.05555555555555558,0.11111111111111108,0.0892857142857143
P03OUTER-4047c235f34d6e063ae9f787,EXP-C12-CORAL,T3-ZS,pills:Mira-3,pills,Mira-3,2,1,source_covariance,,unavailable,,,0,,,
P03OUTER-40daaec65ba3afb29f81c7df,EXP-C09-T3,T3-ZS,pills:Agilent-1,pills,Agilent-1,2,2,standard,,complete,C-PLS-DA-000,C-LOGREG-EN-000,115,0.0,0.0,0.0
P03OUTER-40f141f16a861fb8d52206f6,EXP-C10-T3,T3-ZS,surfaces:Agilent-3,surfaces,Agilent-3,5,3,fixed_family_reuse,C-RBF-SVM,complete,C-RBF-SVM-018,C-RBF-SVM-020,36,0.0,0.0,0.0
P03OUTER-41042e9451a937b5570cdfc1,EXP-C10-T3,T3-ZS,cwa:Pendar-2,cwa,Pendar-2,3,3,fixed_family_reuse,C-EXTRA-TREES,complete,C-EXTRA-TREES-001,C-EXTRA-TREES-004,16,0.0,0.0,0.0
P03OUTER-41075bb46d7e4c14a7dce360,EXP-C03-T1,T1-SURF,surfaces:within,surfaces,not_applicable,4,1,standard,,complete,C-PCA-LDA-007,C-PCA-LDA-006,10,0.11111111111111116,0.0,0.13333333333333341
P03OUTER-4107ea19f59442dda96509f4,EXP-C10-T3,T3-ZS,cwa:RMX-1,cwa,RMX-1,5,2,fixed_family_reuse,C-PCA-LDA,complete,C-PCA-LDA-006,C-PCA-LDA-007,10,0.05555555555555547,0.1111111111111111,0.055555555555555525
P03OUTER-41236843a8c7813c3ea51535,EXP-C09-CONTROL-META,T3-ZS,pills:Pendar-3,pills,Pendar-3,3,1,metadata_control,,complete,CTRL-META-C-LOGREG-EN-015,CTRL-META-C-LOGREG-EN-020,30,0.0,0.0,0.0
P03OUTER-415a0dc54241140dbfa4e0b0,EXP-C06-T1,T1-SURF,surfaces:within,surfaces,not_applicable,2,2,standard,,complete,C-RBF-SVM-012,C-RBF-SVM-014,36,0.0,0.0,0.0
P03OUTER-415d3351746a37e918829aa7,EXP-C10-T3,T3-ZS,pills:Pendar-3,pills,Pendar-3,5,0,fixed_family_reuse,C-PCA-LDA,complete,C-PCA-LDA-004,C-PCA-LDA-005,10,0.0,0.0,0.0
P03OUTER-417c5047b561dff1c49b7881,EXP-C07-T1,T1-SURF,surfaces:within,surfaces,not_applicable,1,2,standard,,complete,C-RANDOM-FOREST-000,C-RANDOM-FOREST-001,16,0.0,0.0,0.0
P03OUTER-41a18c1e520c285942a43fad,EXP-C10-T3,T3-ZS,cwa:RMX-1,cwa,RMX-1,3,3,fixed_family_reuse,C-RANDOM-FOREST,complete,C-RANDOM-FOREST-008,C-RANDOM-FOREST-002,16,0.02777777777777768,-0.11111111111111116,0.04074074074074063
P03OUTER-41ccf5b6b2c9ca22c131261d,EXP-C12-CORAL,T3-ZS,surfaces:Mira-1,surfaces,Mira-1,3,2,source_covariance,,complete,CORAL-C-PCA-LDA-003,CORAL-C-RBF-SVM-012,42,0.03333333333333344,0.18888888888888888,-0.05856180856180859
P03OUTER-41da9c161396caa92160cc29,EXP-C12-CORAL,T3-ZS,cwa:RMX-1,cwa,RMX-1,2,3,source_covariance,,unavailable,,,0,,,
P03OUTER-41f45762190f14809d51dcf8,EXP-C02-T1,T1-PILLS,pills:within,pills,not_applicable,5,3,standard,,complete,C-NEAREST-CENTROID-000,C-NEAREST-CENTROID-001,8,0.0,0.0,0.0
P03OUTER-41fd0aabd021f9e3b26a3ada,EXP-C10-T3,T3-ZS,surfaces:RMX-2,surfaces,RMX-2,3,0,fixed_family_reuse,C-PCA-LDA,complete,C-PCA-LDA-003,C-PCA-LDA-000,6,0.20555555555555555,0.08333333333333337,0.2492266992266992
P03OUTER-42236800077e13c7f4ea350f,EXP-C10-T3,T3-ZS,surfaces:Pendar-2,surfaces,Pendar-2,5,0,fixed_family_reuse,C-EXTRA-TREES,complete,C-EXTRA-TREES-006,C-EXTRA-TREES-008,16,0.0,0.0,0.00987654320987641
P03OUTER-423bee4a317c5e252333eece,EXP-C09-CONTROL-META,T3-ZS,surfaces:Agilent-3,surfaces,Agilent-3,5,0,metadata_control,,complete,CTRL-META-C-LOGREG-EN-012,CTRL-META-C-LOGREG-EN-015,22,0.0,0.1111111111111111,-0.05238095238095236
P03OUTER-427a2ab81d355f837188d4df,EXP-C10-T3,T3-ZS,surfaces:Mira-1,surfaces,Mira-1,3,1,fixed_family_reuse,C-EXTRA-TREES,complete,C-EXTRA-TREES-000,C-EXTRA-TREES-004,16,0.0,0.0,0.0
P03OUTER-4288613c8074fab5d73f66c7,EXP-C09-T3,T3-ZS,pills:Agilent-1,pills,Agilent-1,3,3,standard,,complete,C-SPECTRAL-MATCH-000,C-PLS-DA-000,125,0.0,0.0,0.0
P03OUTER-4290fa83ad0599ac486e6f10,EXP-C01-T1,T1-SURF,surfaces:within,surfaces,not_applicable,3,3,standard,,complete,C-SPECTRAL-MATCH-001,C-SPECTRAL-MATCH-002,3,0.0,0.0,0.0
