stage,scenario,representation,seed,instrument,sensor_family,observations,supported_observations,correct_supported,mean_confidence,accuracy_supported
domain,domain__quality_pass__domain_only__instrument__Agilent-1,arpls_minmax,3141,Agilent-1,NRC_Canadian_SERS,8,8,5,0.7258027748665945,0.625
domain,domain__quality_pass__domain_only__instrument__Agilent-1,arpls_minmax,3141,Agilent-1,pSERS_Metrohm_silver,21,21,19,0.9211552198070072,0.9047619047619048
domain,domain__quality_pass__domain_only__instrument__Agilent-3,arpls_minmax,1729,Agilent-3,GaN_polymer,6,6,1,0.8441811949824753,0.16666666666666666
domain,domain__quality_pass__domain_only__instrument__Agilent-3,arpls_minmax,1729,Agilent-3,H_SERS_H_Kit,11,11,5,0.8264586996759653,0.45454545454545453
domain,domain__quality_pass__domain_only__instrument__Agilent-3,arpls_minmax,1729,Agilent-3,NRC_Canadian_SERS,3,3,2,0.7790192727988129,0.6666666666666666
domain,domain__quality_pass__domain_only__instrument__Agilent-3,arpls_minmax,1729,Agilent-3,pSERS_Metrohm_silver,52,52,41,0.9185003987352455,0.7884615384615384
domain,domain__quality_pass__domain_only__instrument__Agilent-3,arpls_minmax,2718,Agilent-3,GaN_polymer,6,6,1,0.7740139189678491,0.16666666666666666
domain,domain__quality_pass__domain_only__instrument__Agilent-3,arpls_minmax,2718,Agilent-3,H_SERS_H_Kit,11,11,6,0.8271505951904864,0.5454545454545454
domain,domain__quality_pass__domain_only__instrument__Agilent-3,arpls_minmax,2718,Agilent-3,NRC_Canadian_SERS,3,3,1,0.6082041162568294,0.3333333333333333
domain,domain__quality_pass__domain_only__instrument__Agilent-3,arpls_minmax,2718,Agilent-3,pSERS_Metrohm_silver,52,52,40,0.8978737026014998,0.7692307692307693
domain,domain__quality_pass__domain_only__instrument__Agilent-3,arpls_minmax,3141,Agilent-3,GaN_polymer,6,6,1,0.9467286124306961,0.16666666666666666
domain,domain__quality_pass__domain_only__instrument__Agilent-3,arpls_minmax,3141,Agilent-3,H_SERS_H_Kit,11,11,3,0.7947411143131112,0.2727272727272727
domain,domain__quality_pass__domain_only__instrument__Agilent-3,arpls_minmax,3141,Agilent-3,NRC_Canadian_SERS,3,3,1,0.5841297936173803,0.3333333333333333
domain,domain__quality_pass__domain_only__instrument__Agilent-3,arpls_minmax,3141,Agilent-3,pSERS_Metrohm_silver,52,52,43,0.8952296421411259,0.8269230769230769
domain,domain__quality_pass__domain_only__instrument__Mira-1,arpls_minmax,1729,Mira-1,GaN_polymer,3,3,3,0.9610558378056542,1.0
domain,domain__quality_pass__domain_only__instrument__Mira-1,arpls_minmax,1729,Mira-1,pSERS_Metrohm_silver,18,18,14,0.9253696674461431,0.7777777777777778
domain,domain__quality_pass__domain_only__instrument__Mira-1,arpls_minmax,2718,Mira-1,GaN_polymer,3,3,3,0.8272626942929846,1.0
domain,domain__quality_pass__domain_only__instrument__Mira-1,arpls_minmax,2718,Mira-1,pSERS_Metrohm_silver,18,18,14,0.9177418866805984,0.7777777777777778
domain,domain__quality_pass__domain_only__instrument__Mira-1,arpls_minmax,3141,Mira-1,GaN_polymer,3,3,1,0.7542582870778963,0.3333333333333333
domain,domain__quality_pass__domain_only__instrument__Mira-1,arpls_minmax,3141,Mira-1,pSERS_Metrohm_silver,18,18,14,0.9289510783740275,0.7777777777777778
domain,domain__quality_pass__domain_only__instrument__Mira-2,arpls_minmax,1729,Mira-2,GaN_polymer,4,4,1,0.812386313895139,0.25
domain,domain__quality_pass__domain_only__instrument__Mira-2,arpls_minmax,1729,Mira-2,H_SERS_H_Kit,53,53,36,0.7872959492222618,0.6792452830188679
domain,domain__quality_pass__domain_only__instrument__Mira-2,arpls_minmax,1729,Mira-2,NRC_Canadian_SERS,16,16,3,0.6935221507324139,0.1875
domain,domain__quality_pass__domain_only__instrument__Mira-2,arpls_minmax,1729,Mira-2,pSERS_Metrohm_silver,1,1,0,0.7960152370550845,0.0
domain,domain__quality_pass__domain_only__instrument__Mira-2,arpls_minmax,2718,Mira-2,GaN_polymer,4,4,1,0.9012658221715778,0.25
domain,domain__quality_pass__domain_only__instrument__Mira-2,arpls_minmax,2718,Mira-2,H_SERS_H_Kit,53,53,36,0.7792825116594582,0.6792452830188679
domain,domain__quality_pass__domain_only__instrument__Mira-2,arpls_minmax,2718,Mira-2,NRC_Canadian_SERS,16,16,1,0.7884158517569829,0.0625
domain,domain__quality_pass__domain_only__instrument__Mira-2,arpls_minmax,2718,Mira-2,pSERS_Metrohm_silver,1,1,0,0.8107873640224122,0.0
domain,domain__quality_pass__domain_only__instrument__Mira-2,arpls_minmax,3141,Mira-2,GaN_polymer,4,4,1,0.8756622695596072,0.25
domain,domain__quality_pass__domain_only__instrument__Mira-2,arpls_minmax,3141,Mira-2,H_SERS_H_Kit,53,53,31,0.8029450013660155,0.5849056603773585
domain,domain__quality_pass__domain_only__instrument__Mira-2,arpls_minmax,3141,Mira-2,NRC_Canadian_SERS,16,16,5,0.8386454130433042,0.3125
domain,domain__quality_pass__domain_only__instrument__Mira-2,arpls_minmax,3141,Mira-2,pSERS_Metrohm_silver,1,1,0,0.9235121134136464,0.0
domain,domain__quality_pass__domain_only__instrument__Mira-3,arpls_minmax,1729,Mira-3,NRC_Canadian_SERS,20,20,3,0.5013242902534835,0.15
domain,domain__quality_pass__domain_only__instrument__Mira-3,arpls_minmax,1729,Mira-3,pSERS_Metrohm_silver,51,51,17,0.7160029938478055,0.3333333333333333
domain,domain__quality_pass__domain_only__instrument__Mira-3,arpls_minmax,2718,Mira-3,NRC_Canadian_SERS,20,20,6,0.6309288599630363,0.3
domain,domain__quality_pass__domain_only__instrument__Mira-3,arpls_minmax,2718,Mira-3,pSERS_Metrohm_silver,51,51,19,0.7052273778749304,0.37254901960784315
domain,domain__quality_pass__domain_only__instrument__Mira-3,arpls_minmax,3141,Mira-3,NRC_Canadian_SERS,20,20,3,0.6487505552096496,0.15
domain,domain__quality_pass__domain_only__instrument__Mira-3,arpls_minmax,3141,Mira-3,pSERS_Metrohm_silver,51,51,17,0.7189519449220082,0.3333333333333333
domain,domain__quality_pass__domain_only__instrument__Pendar-1,arpls_minmax,1729,Pendar-1,NRC_Canadian_SERS,10,10,7,0.5768495813589762,0.7
domain,domain__quality_pass__domain_only__instrument__Pendar-1,arpls_minmax,1729,Pendar-1,pSERS_Metrohm_silver,30,30,20,0.8427886225533145,0.6666666666666666
domain,domain__quality_pass__domain_only__instrument__Pendar-1,arpls_minmax,2718,Pendar-1,NRC_Canadian_SERS,10,10,9,0.5634597645421039,0.9
domain,domain__quality_pass__domain_only__instrument__Pendar-1,arpls_minmax,2718,Pendar-1,pSERS_Metrohm_silver,30,30,23,0.7807498745800509,0.7666666666666667
domain,domain__quality_pass__domain_only__instrument__Pendar-1,arpls_minmax,3141,Pendar-1,NRC_Canadian_SERS,10,10,8,0.614262642228817,0.8
domain,domain__quality_pass__domain_only__instrument__Pendar-1,arpls_minmax,3141,Pendar-1,pSERS_Metrohm_silver,30,30,22,0.8103697065988629,0.7333333333333333
domain,domain__quality_pass__domain_only__instrument__Pendar-2,arpls_minmax,1729,Pendar-2,GaN_polymer,3,3,3,0.9837485315980062,1.0
domain,domain__quality_pass__domain_only__instrument__Pendar-2,arpls_minmax,1729,Pendar-2,H_SERS_H_Kit,7,7,7,0.8005160540250028,1.0
domain,domain__quality_pass__domain_only__instrument__Pendar-2,arpls_minmax,1729,Pendar-2,pSERS_Metrohm_silver,32,32,31,0.9316359733758708,0.96875
domain,domain__quality_pass__domain_only__instrument__Pendar-2,arpls_minmax,2718,Pendar-2,GaN_polymer,3,3,3,0.9919124159414178,1.0
domain,domain__quality_pass__domain_only__instrument__Pendar-2,arpls_minmax,2718,Pendar-2,H_SERS_H_Kit,7,7,7,0.8758445648140194,1.0
domain,domain__quality_pass__domain_only__instrument__Pendar-2,arpls_minmax,2718,Pendar-2,pSERS_Metrohm_silver,32,32,30,0.8821295364405183,0.9375
domain,domain__quality_pass__domain_only__instrument__Pendar-2,arpls_minmax,3141,Pendar-2,GaN_polymer,3,3,3,0.9921113696357439,1.0
domain,domain__quality_pass__domain_only__instrument__Pendar-2,arpls_minmax,3141,Pendar-2,H_SERS_H_Kit,7,7,6,0.8150816056994011,0.8571428571428571
domain,domain__quality_pass__domain_only__instrument__Pendar-2,arpls_minmax,3141,Pendar-2,pSERS_Metrohm_silver,32,32,29,0.8978945530558633,0.90625
domain,domain__quality_pass__domain_only__instrument__Pendar-3,arpls_minmax,1729,Pendar-3,H_SERS_H_Kit,2,2,1,0.8872095136745441,0.5
domain,domain__quality_pass__domain_only__instrument__Pendar-3,arpls_minmax,1729,Pendar-3,NRC_Canadian_SERS,7,7,1,0.4450767283276162,0.14285714285714285
domain,domain__quality_pass__domain_only__instrument__Pendar-3,arpls_minmax,1729,Pendar-3,pSERS_Metrohm_silver,33,33,29,0.8534236193318111,0.8787878787878788
domain,domain__quality_pass__domain_only__instrument__Pendar-3,arpls_minmax,2718,Pendar-3,H_SERS_H_Kit,2,2,1,0.821674099390278,0.5
domain,domain__quality_pass__domain_only__instrument__Pendar-3,arpls_minmax,2718,Pendar-3,NRC_Canadian_SERS,7,7,3,0.5888758057104452,0.42857142857142855
domain,domain__quality_pass__domain_only__instrument__Pendar-3,arpls_minmax,2718,Pendar-3,pSERS_Metrohm_silver,33,33,28,0.8487848000324094,0.8484848484848485
domain,domain__quality_pass__domain_only__instrument__Pendar-3,arpls_minmax,3141,Pendar-3,H_SERS_H_Kit,2,2,1,0.8268687716626477,0.5
domain,domain__quality_pass__domain_only__instrument__Pendar-3,arpls_minmax,3141,Pendar-3,NRC_Canadian_SERS,7,7,1,0.6033509088017366,0.14285714285714285
domain,domain__quality_pass__domain_only__instrument__Pendar-3,arpls_minmax,3141,Pendar-3,pSERS_Metrohm_silver,33,33,30,0.8615321311960609,0.9090909090909091
domain,domain__quality_pass__domain_only__instrument__RMX-1,arpls_minmax,1729,RMX-1,GaN_polymer,2,2,2,0.9794510193254748,1.0
domain,domain__quality_pass__domain_only__instrument__RMX-1,arpls_minmax,1729,RMX-1,H_SERS_H_Kit,31,31,26,0.8220547324326802,0.8387096774193549
domain,domain__quality_pass__domain_only__instrument__RMX-1,arpls_minmax,1729,RMX-1,NRC_Canadian_SERS,12,12,3,0.5972767874858456,0.25
domain,domain__quality_pass__domain_only__instrument__RMX-1,arpls_minmax,2718,RMX-1,GaN_polymer,2,2,2,0.9954130012804632,1.0
domain,domain__quality_pass__domain_only__instrument__RMX-1,arpls_minmax,2718,RMX-1,H_SERS_H_Kit,31,31,24,0.8015323101215602,0.7741935483870968
domain,domain__quality_pass__domain_only__instrument__RMX-1,arpls_minmax,2718,RMX-1,NRC_Canadian_SERS,12,12,3,0.7216853012179563,0.25
domain,domain__quality_pass__domain_only__instrument__RMX-1,arpls_minmax,3141,RMX-1,GaN_polymer,2,2,2,0.994815617859212,1.0
domain,domain__quality_pass__domain_only__instrument__RMX-1,arpls_minmax,3141,RMX-1,H_SERS_H_Kit,31,31,26,0.8483377042157004,0.8387096774193549
domain,domain__quality_pass__domain_only__instrument__RMX-1,arpls_minmax,3141,RMX-1,NRC_Canadian_SERS,12,12,4,0.6926686068642481,0.3333333333333333
domain,domain__quality_pass__domain_only__instrument__RMX-2,arpls_minmax,1729,RMX-2,NRC_Canadian_SERS,6,6,2,0.7772059316619536,0.3333333333333333
domain,domain__quality_pass__domain_only__instrument__RMX-2,arpls_minmax,1729,RMX-2,pSERS_Metrohm_silver,58,58,45,0.7927957780051816,0.7758620689655172
domain,domain__quality_pass__domain_only__instrument__RMX-2,arpls_minmax,2718,RMX-2,NRC_Canadian_SERS,6,6,2,0.6279385151334412,0.3333333333333333
domain,domain__quality_pass__domain_only__instrument__RMX-2,arpls_minmax,2718,RMX-2,pSERS_Metrohm_silver,58,58,46,0.7990890645628614,0.7931034482758621
domain,domain__quality_pass__domain_only__instrument__RMX-2,arpls_minmax,3141,RMX-2,NRC_Canadian_SERS,6,6,2,0.67669526202434,0.3333333333333333
domain,domain__quality_pass__domain_only__instrument__RMX-2,arpls_minmax,3141,RMX-2,pSERS_Metrohm_silver,58,58,46,0.8014534496118618,0.7931034482758621
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,arpls_minmax,1729,Agilent-3,GaN_polymer,6,6,3,0.6329958337744271,0.5
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,arpls_minmax,1729,Mira-1,GaN_polymer,3,3,2,0.6149354294254431,0.6666666666666666
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,arpls_minmax,1729,Mira-2,GaN_polymer,4,4,2,0.6696677181923476,0.5
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,arpls_minmax,1729,Pendar-2,GaN_polymer,3,3,3,0.9905403803031172,1.0
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,arpls_minmax,1729,RMX-1,GaN_polymer,2,2,2,0.9720239050230572,1.0
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,arpls_minmax,2718,Agilent-3,GaN_polymer,6,6,3,0.7064983081243095,0.5
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,arpls_minmax,2718,Mira-1,GaN_polymer,3,3,1,0.9827866262531278,0.3333333333333333
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,arpls_minmax,2718,Mira-2,GaN_polymer,4,4,1,0.6344601093985318,0.25
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,arpls_minmax,2718,Pendar-2,GaN_polymer,3,3,3,0.9936002713300655,1.0
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,arpls_minmax,2718,RMX-1,GaN_polymer,2,2,2,0.9459939709965632,1.0
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,arpls_minmax,3141,Agilent-3,GaN_polymer,6,6,3,0.7017112376666826,0.5
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,arpls_minmax,3141,Mira-1,GaN_polymer,3,3,1,0.6372006497319086,0.3333333333333333
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,arpls_minmax,3141,Mira-2,GaN_polymer,4,4,4,0.5367543857841592,1.0
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,arpls_minmax,3141,Pendar-2,GaN_polymer,3,3,3,0.9694553023348781,1.0
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,arpls_minmax,3141,RMX-1,GaN_polymer,2,2,2,0.9479925280729113,1.0
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,arpls_minmax,1729,Agilent-3,H_SERS_H_Kit,11,11,5,0.8510798431839975,0.45454545454545453
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,arpls_minmax,1729,Mira-2,H_SERS_H_Kit,53,53,16,0.8962421647185713,0.3018867924528302
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,arpls_minmax,1729,Pendar-2,H_SERS_H_Kit,7,7,7,0.9985352700277289,1.0
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,arpls_minmax,1729,Pendar-3,H_SERS_H_Kit,2,2,1,0.9975350825817715,0.5
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,arpls_minmax,1729,RMX-1,H_SERS_H_Kit,31,31,15,0.9715884946538091,0.4838709677419355
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,arpls_minmax,2718,Agilent-3,H_SERS_H_Kit,11,11,5,0.8834975555454658,0.45454545454545453
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,arpls_minmax,2718,Mira-2,H_SERS_H_Kit,53,53,16,0.8424433088376228,0.3018867924528302
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,arpls_minmax,2718,Pendar-2,H_SERS_H_Kit,7,7,7,0.991632659634171,1.0
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,arpls_minmax,2718,Pendar-3,H_SERS_H_Kit,2,2,1,0.9967135344840726,0.5
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,arpls_minmax,2718,RMX-1,H_SERS_H_Kit,31,31,15,0.9427942373037272,0.4838709677419355
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,arpls_minmax,3141,Agilent-3,H_SERS_H_Kit,11,11,4,0.8300612127598564,0.36363636363636365
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,arpls_minmax,3141,Mira-2,H_SERS_H_Kit,53,53,16,0.8215119333035649,0.3018867924528302
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,arpls_minmax,3141,Pendar-2,H_SERS_H_Kit,7,7,7,0.9911462324064259,1.0
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,arpls_minmax,3141,Pendar-3,H_SERS_H_Kit,2,2,1,0.9888778566694384,0.5
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,arpls_minmax,3141,RMX-1,H_SERS_H_Kit,31,31,15,0.9087445862564146,0.4838709677419355
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,1729,Agilent-1,NRC_Canadian_SERS,8,8,0,0.9197914843649942,0.0
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,1729,Agilent-3,NRC_Canadian_SERS,3,3,0,0.9726908175184246,0.0
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,1729,Mira-2,NRC_Canadian_SERS,16,16,0,0.9427687832158168,0.0
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,1729,Mira-3,NRC_Canadian_SERS,20,20,7,0.7675786941868542,0.35
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,1729,Pendar-1,NRC_Canadian_SERS,10,10,4,0.774840167580434,0.4
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,1729,Pendar-3,NRC_Canadian_SERS,7,7,0,0.8295630857544111,0.0
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,1729,RMX-1,NRC_Canadian_SERS,12,12,1,0.8639852923755784,0.08333333333333333
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,1729,RMX-2,NRC_Canadian_SERS,6,6,1,0.7799059183429197,0.16666666666666666
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,2718,Agilent-1,NRC_Canadian_SERS,8,8,2,0.6774714924821373,0.25
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,2718,Agilent-3,NRC_Canadian_SERS,3,3,0,0.9630431063216046,0.0
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,2718,Mira-2,NRC_Canadian_SERS,16,16,1,0.9035306170712928,0.0625
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,2718,Mira-3,NRC_Canadian_SERS,20,20,8,0.7796917106581776,0.4
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,2718,Pendar-1,NRC_Canadian_SERS,10,10,5,0.822877273927185,0.5
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,2718,Pendar-3,NRC_Canadian_SERS,7,7,0,0.8293753201084869,0.0
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,2718,RMX-1,NRC_Canadian_SERS,12,12,1,0.7825498091273079,0.08333333333333333
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,2718,RMX-2,NRC_Canadian_SERS,6,6,2,0.7791245451103808,0.3333333333333333
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,3141,Agilent-1,NRC_Canadian_SERS,8,8,1,0.6865887187979279,0.125
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,3141,Agilent-3,NRC_Canadian_SERS,3,3,0,0.9716348703995598,0.0
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,3141,Mira-2,NRC_Canadian_SERS,16,16,0,0.9199981109513885,0.0
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,3141,Mira-3,NRC_Canadian_SERS,20,20,9,0.8755554042757758,0.45
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,3141,Pendar-1,NRC_Canadian_SERS,10,10,5,0.8030757147957921,0.5
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,3141,Pendar-3,NRC_Canadian_SERS,7,7,0,0.8278048000620382,0.0
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,3141,RMX-1,NRC_Canadian_SERS,12,12,1,0.8678853464835043,0.08333333333333333
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,arpls_minmax,3141,RMX-2,NRC_Canadian_SERS,6,6,2,0.6401175606892773,0.3333333333333333
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,arpls_minmax,1729,Agilent-1,pSERS_Metrohm_silver,21,21,9,0.8077859306571236,0.42857142857142855
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,arpls_minmax,1729,Agilent-3,pSERS_Metrohm_silver,52,52,26,0.7977805874082577,0.5
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,arpls_minmax,1729,Mira-1,pSERS_Metrohm_silver,18,18,10,0.7669487577088969,0.5555555555555556
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,arpls_minmax,1729,Mira-2,pSERS_Metrohm_silver,1,1,0,0.5272083224230367,0.0
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,arpls_minmax,1729,Mira-3,pSERS_Metrohm_silver,51,51,28,0.777313952855588,0.5490196078431373
