stage,scenario,representation,seed,instrument,sensor_family,observations,supported_observations,correct_supported,mean_confidence,accuracy_supported
domain,domain__strict_core__domain_and_sample__sensor_family__GaN_polymer,arpls_minmax,1729,RMX-1,GaN_polymer,2,2,2,0.8829039180101752,1.0
domain,domain__strict_core__domain_and_sample__sensor_family__GaN_polymer,arpls_minmax,2718,Agilent-3,GaN_polymer,6,6,4,0.6906620321676874,0.6666666666666666
domain,domain__strict_core__domain_and_sample__sensor_family__GaN_polymer,arpls_minmax,2718,Mira-1,GaN_polymer,3,3,1,0.7584997070808642,0.3333333333333333
domain,domain__strict_core__domain_and_sample__sensor_family__GaN_polymer,arpls_minmax,2718,Mira-2,GaN_polymer,4,4,1,0.5946175123279912,0.25
domain,domain__strict_core__domain_and_sample__sensor_family__GaN_polymer,arpls_minmax,2718,Pendar-2,GaN_polymer,8,8,6,0.7833870363306629,0.75
domain,domain__strict_core__domain_and_sample__sensor_family__GaN_polymer,arpls_minmax,2718,RMX-1,GaN_polymer,2,2,2,0.9029305692212151,1.0
domain,domain__strict_core__domain_and_sample__sensor_family__GaN_polymer,arpls_minmax,3141,Agilent-3,GaN_polymer,6,6,4,0.6615409697191067,0.6666666666666666
domain,domain__strict_core__domain_and_sample__sensor_family__GaN_polymer,arpls_minmax,3141,Mira-1,GaN_polymer,3,3,1,0.7218588749898941,0.3333333333333333
domain,domain__strict_core__domain_and_sample__sensor_family__GaN_polymer,arpls_minmax,3141,Mira-2,GaN_polymer,4,4,1,0.6923497775290752,0.25
domain,domain__strict_core__domain_and_sample__sensor_family__GaN_polymer,arpls_minmax,3141,Pendar-2,GaN_polymer,8,8,5,0.7997812316748838,0.625
domain,domain__strict_core__domain_and_sample__sensor_family__GaN_polymer,arpls_minmax,3141,RMX-1,GaN_polymer,2,2,2,0.7448401148982344,1.0
domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,arpls_minmax,1729,Agilent-3,H_SERS_H_Kit,12,0,0,0.8317786399290136,
domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,arpls_minmax,1729,Mira-2,H_SERS_H_Kit,54,0,0,0.8103583818628197,
domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,arpls_minmax,1729,Pendar-2,H_SERS_H_Kit,49,0,0,0.8245760775478146,
domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,arpls_minmax,1729,Pendar-3,H_SERS_H_Kit,6,1,1,0.8913818535402308,1.0
domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,arpls_minmax,1729,RMX-1,H_SERS_H_Kit,32,0,0,0.8236929824427703,
domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,arpls_minmax,2718,Agilent-3,H_SERS_H_Kit,12,0,0,0.7476650094853206,
domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,arpls_minmax,2718,Mira-2,H_SERS_H_Kit,54,0,0,0.7844314638725409,
domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,arpls_minmax,2718,Pendar-2,H_SERS_H_Kit,49,0,0,0.8297617160294911,
domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,arpls_minmax,2718,Pendar-3,H_SERS_H_Kit,6,1,1,0.8873000530858879,1.0
domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,arpls_minmax,2718,RMX-1,H_SERS_H_Kit,32,0,0,0.7765616333363535,
domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,arpls_minmax,3141,Agilent-3,H_SERS_H_Kit,12,0,0,0.8640704290215937,
domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,arpls_minmax,3141,Mira-2,H_SERS_H_Kit,54,0,0,0.8211908774159226,
domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,arpls_minmax,3141,Pendar-2,H_SERS_H_Kit,49,0,0,0.8329127146265117,
domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,arpls_minmax,3141,Pendar-3,H_SERS_H_Kit,6,1,1,0.7638045257270849,1.0
domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,arpls_minmax,3141,RMX-1,H_SERS_H_Kit,32,0,0,0.8046343663289924,
domain,domain__strict_core__domain_and_sample__sensor_family__NRC_Canadian_SERS,arpls_minmax,1729,Agilent-1,NRC_Canadian_SERS,8,6,0,0.6977929212753272,0.0
domain,domain__strict_core__domain_and_sample__sensor_family__NRC_Canadian_SERS,arpls_minmax,1729,Agilent-3,NRC_Canadian_SERS,3,3,0,0.9770312425512505,0.0
domain,domain__strict_core__domain_and_sample__sensor_family__NRC_Canadian_SERS,arpls_minmax,1729,Mira-2,NRC_Canadian_SERS,16,16,5,0.5931160750826704,0.3125
domain,domain__strict_core__domain_and_sample__sensor_family__NRC_Canadian_SERS,arpls_minmax,1729,Mira-3,NRC_Canadian_SERS,20,10,0,0.7493460875983347,0.0
domain,domain__strict_core__domain_and_sample__sensor_family__NRC_Canadian_SERS,arpls_minmax,1729,Pendar-1,NRC_Canadian_SERS,14,6,0,0.7463805212144751,0.0
domain,domain__strict_core__domain_and_sample__sensor_family__NRC_Canadian_SERS,arpls_minmax,1729,Pendar-3,NRC_Canadian_SERS,17,17,3,0.8428736828627842,0.17647058823529413
domain,domain__strict_core__domain_and_sample__sensor_family__NRC_Canadian_SERS,arpls_minmax,1729,RMX-1,NRC_Canadian_SERS,13,13,3,0.6360890878997006,0.23076923076923078
domain,domain__strict_core__domain_and_sample__sensor_family__NRC_Canadian_SERS,arpls_minmax,1729,RMX-2,NRC_Canadian_SERS,7,7,0,0.674892228106163,0.0
domain,domain__strict_core__domain_and_sample__sensor_family__NRC_Canadian_SERS,arpls_minmax,2718,Agilent-1,NRC_Canadian_SERS,8,6,1,0.6137092162217925,0.16666666666666666
domain,domain__strict_core__domain_and_sample__sensor_family__NRC_Canadian_SERS,arpls_minmax,2718,Agilent-3,NRC_Canadian_SERS,3,3,0,0.9326601145749839,0.0
domain,domain__strict_core__domain_and_sample__sensor_family__NRC_Canadian_SERS,arpls_minmax,2718,Mira-2,NRC_Canadian_SERS,16,16,8,0.6269382847970388,0.5
domain,domain__strict_core__domain_and_sample__sensor_family__NRC_Canadian_SERS,arpls_minmax,2718,Mira-3,NRC_Canadian_SERS,20,10,1,0.7432784565808264,0.1
domain,domain__strict_core__domain_and_sample__sensor_family__NRC_Canadian_SERS,arpls_minmax,2718,Pendar-1,NRC_Canadian_SERS,14,6,0,0.6807198540945307,0.0
domain,domain__strict_core__domain_and_sample__sensor_family__NRC_Canadian_SERS,arpls_minmax,2718,Pendar-3,NRC_Canadian_SERS,17,17,4,0.7966862837550678,0.23529411764705882
domain,domain__strict_core__domain_and_sample__sensor_family__NRC_Canadian_SERS,arpls_minmax,2718,RMX-1,NRC_Canadian_SERS,13,13,1,0.6462713807986765,0.07692307692307693
domain,domain__strict_core__domain_and_sample__sensor_family__NRC_Canadian_SERS,arpls_minmax,2718,RMX-2,NRC_Canadian_SERS,7,7,2,0.5998745204562898,0.2857142857142857
domain,domain__strict_core__domain_and_sample__sensor_family__NRC_Canadian_SERS,arpls_minmax,3141,Agilent-1,NRC_Canadian_SERS,8,6,0,0.6090737963560819,0.0
domain,domain__strict_core__domain_and_sample__sensor_family__NRC_Canadian_SERS,arpls_minmax,3141,Agilent-3,NRC_Canadian_SERS,3,3,0,0.7462218459670059,0.0
domain,domain__strict_core__domain_and_sample__sensor_family__NRC_Canadian_SERS,arpls_minmax,3141,Mira-2,NRC_Canadian_SERS,16,16,7,0.6958126246710573,0.4375
domain,domain__strict_core__domain_and_sample__sensor_family__NRC_Canadian_SERS,arpls_minmax,3141,Mira-3,NRC_Canadian_SERS,20,10,0,0.6480595661800974,0.0
domain,domain__strict_core__domain_and_sample__sensor_family__NRC_Canadian_SERS,arpls_minmax,3141,Pendar-1,NRC_Canadian_SERS,14,6,0,0.6077384948271086,0.0
domain,domain__strict_core__domain_and_sample__sensor_family__NRC_Canadian_SERS,arpls_minmax,3141,Pendar-3,NRC_Canadian_SERS,17,17,4,0.6869167402029367,0.23529411764705882
domain,domain__strict_core__domain_and_sample__sensor_family__NRC_Canadian_SERS,arpls_minmax,3141,RMX-1,NRC_Canadian_SERS,13,13,4,0.7455531675503427,0.3076923076923077
domain,domain__strict_core__domain_and_sample__sensor_family__NRC_Canadian_SERS,arpls_minmax,3141,RMX-2,NRC_Canadian_SERS,7,7,3,0.5855603130417618,0.42857142857142855
domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,arpls_minmax,1729,Agilent-1,pSERS_Metrohm_silver,21,0,0,0.7957293280384944,
domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,arpls_minmax,1729,Agilent-3,pSERS_Metrohm_silver,52,0,0,0.7968736855997077,
domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,arpls_minmax,1729,Mira-1,pSERS_Metrohm_silver,20,0,0,0.6533897307120683,
domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,arpls_minmax,1729,Mira-2,pSERS_Metrohm_silver,1,0,0,0.7396556828565666,
domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,arpls_minmax,1729,Mira-3,pSERS_Metrohm_silver,52,0,0,0.6935718691149261,
domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,arpls_minmax,1729,Pendar-1,pSERS_Metrohm_silver,32,0,0,0.6494134404881079,
domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,arpls_minmax,1729,Pendar-2,pSERS_Metrohm_silver,41,0,0,0.7032436747212818,
domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,arpls_minmax,1729,Pendar-3,pSERS_Metrohm_silver,47,0,0,0.6415610417108704,
domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,arpls_minmax,1729,RMX-2,pSERS_Metrohm_silver,58,0,0,0.6232364921579275,
domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,arpls_minmax,2718,Agilent-1,pSERS_Metrohm_silver,21,0,0,0.8503081837473998,
domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,arpls_minmax,2718,Agilent-3,pSERS_Metrohm_silver,52,0,0,0.8987644433691526,
domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,arpls_minmax,2718,Mira-1,pSERS_Metrohm_silver,20,0,0,0.709699973917963,
domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,arpls_minmax,2718,Mira-2,pSERS_Metrohm_silver,1,0,0,0.4958614426466406,
domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,arpls_minmax,2718,Mira-3,pSERS_Metrohm_silver,52,0,0,0.7147952868273345,
domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,arpls_minmax,2718,Pendar-1,pSERS_Metrohm_silver,32,0,0,0.8519094355088811,
domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,arpls_minmax,2718,Pendar-2,pSERS_Metrohm_silver,41,0,0,0.7604921369087471,
domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,arpls_minmax,2718,Pendar-3,pSERS_Metrohm_silver,47,0,0,0.8062778782078123,
domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,arpls_minmax,2718,RMX-2,pSERS_Metrohm_silver,58,0,0,0.7898743873530237,
domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,arpls_minmax,3141,Agilent-1,pSERS_Metrohm_silver,21,0,0,0.6556532854194702,
domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,arpls_minmax,3141,Agilent-3,pSERS_Metrohm_silver,52,0,0,0.7106182612150571,
domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,arpls_minmax,3141,Mira-1,pSERS_Metrohm_silver,20,0,0,0.6490908857357174,
domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,arpls_minmax,3141,Mira-2,pSERS_Metrohm_silver,1,0,0,0.7347048013077707,
domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,arpls_minmax,3141,Mira-3,pSERS_Metrohm_silver,52,0,0,0.7801961200115752,
domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,arpls_minmax,3141,Pendar-1,pSERS_Metrohm_silver,32,0,0,0.7032107281704086,
domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,arpls_minmax,3141,Pendar-2,pSERS_Metrohm_silver,41,0,0,0.7040471212293797,
domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,arpls_minmax,3141,Pendar-3,pSERS_Metrohm_silver,47,0,0,0.7365427155359114,
domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,arpls_minmax,3141,RMX-2,pSERS_Metrohm_silver,58,0,0,0.7084590710902618,
domain,domain__strict_core__domain_only__instrument__Agilent-1,arpls_minmax,1729,Agilent-1,NRC_Canadian_SERS,8,8,4,0.8913057304926516,0.5
domain,domain__strict_core__domain_only__instrument__Agilent-1,arpls_minmax,1729,Agilent-1,pSERS_Metrohm_silver,21,21,19,0.8537713729839499,0.9047619047619048
domain,domain__strict_core__domain_only__instrument__Agilent-1,arpls_minmax,2718,Agilent-1,NRC_Canadian_SERS,8,8,6,0.684194790828229,0.75
domain,domain__strict_core__domain_only__instrument__Agilent-1,arpls_minmax,2718,Agilent-1,pSERS_Metrohm_silver,21,21,19,0.8610056951405474,0.9047619047619048
domain,domain__strict_core__domain_only__instrument__Agilent-1,arpls_minmax,3141,Agilent-1,NRC_Canadian_SERS,8,8,5,0.8448195758906073,0.625
domain,domain__strict_core__domain_only__instrument__Agilent-1,arpls_minmax,3141,Agilent-1,pSERS_Metrohm_silver,21,21,18,0.8156529165763686,0.8571428571428571
domain,domain__strict_core__domain_only__instrument__Agilent-3,arpls_minmax,1729,Agilent-3,GaN_polymer,6,6,1,0.9938747052980025,0.16666666666666666
domain,domain__strict_core__domain_only__instrument__Agilent-3,arpls_minmax,1729,Agilent-3,H_SERS_H_Kit,12,12,7,0.8690183671961168,0.5833333333333334
domain,domain__strict_core__domain_only__instrument__Agilent-3,arpls_minmax,1729,Agilent-3,NRC_Canadian_SERS,3,3,2,0.5616955603215971,0.6666666666666666
domain,domain__strict_core__domain_only__instrument__Agilent-3,arpls_minmax,1729,Agilent-3,pSERS_Metrohm_silver,52,52,40,0.9251888844186718,0.7692307692307693
domain,domain__strict_core__domain_only__instrument__Agilent-3,arpls_minmax,2718,Agilent-3,GaN_polymer,6,6,1,0.9126412176502076,0.16666666666666666
domain,domain__strict_core__domain_only__instrument__Agilent-3,arpls_minmax,2718,Agilent-3,H_SERS_H_Kit,12,12,6,0.8587710901910875,0.5
domain,domain__strict_core__domain_only__instrument__Agilent-3,arpls_minmax,2718,Agilent-3,NRC_Canadian_SERS,3,3,0,0.5001446523658518,0.0
domain,domain__strict_core__domain_only__instrument__Agilent-3,arpls_minmax,2718,Agilent-3,pSERS_Metrohm_silver,52,52,41,0.9114314625748402,0.7884615384615384
domain,domain__strict_core__domain_only__instrument__Agilent-3,arpls_minmax,3141,Agilent-3,GaN_polymer,6,6,1,0.7904636066710026,0.16666666666666666
domain,domain__strict_core__domain_only__instrument__Agilent-3,arpls_minmax,3141,Agilent-3,H_SERS_H_Kit,12,12,5,0.8123919589987496,0.4166666666666667
domain,domain__strict_core__domain_only__instrument__Agilent-3,arpls_minmax,3141,Agilent-3,NRC_Canadian_SERS,3,3,0,0.4680930754853289,0.0
domain,domain__strict_core__domain_only__instrument__Agilent-3,arpls_minmax,3141,Agilent-3,pSERS_Metrohm_silver,52,52,44,0.8858800517739523,0.8461538461538461
domain,domain__strict_core__domain_only__instrument__Mira-1,arpls_minmax,1729,Mira-1,GaN_polymer,3,3,1,0.748790507673537,0.3333333333333333
domain,domain__strict_core__domain_only__instrument__Mira-1,arpls_minmax,1729,Mira-1,pSERS_Metrohm_silver,20,20,18,0.8302584911673465,0.9
domain,domain__strict_core__domain_only__instrument__Mira-1,arpls_minmax,2718,Mira-1,GaN_polymer,3,3,1,0.811043994799801,0.3333333333333333
domain,domain__strict_core__domain_only__instrument__Mira-1,arpls_minmax,2718,Mira-1,pSERS_Metrohm_silver,20,20,16,0.8845216775259237,0.8
domain,domain__strict_core__domain_only__instrument__Mira-1,arpls_minmax,3141,Mira-1,GaN_polymer,3,3,3,0.699040849734609,1.0
domain,domain__strict_core__domain_only__instrument__Mira-1,arpls_minmax,3141,Mira-1,pSERS_Metrohm_silver,20,20,17,0.8838311238570284,0.85
domain,domain__strict_core__domain_only__instrument__Mira-2,arpls_minmax,1729,Mira-2,GaN_polymer,4,4,2,0.9343677454208327,0.5
domain,domain__strict_core__domain_only__instrument__Mira-2,arpls_minmax,1729,Mira-2,H_SERS_H_Kit,54,54,40,0.7989822084560648,0.7407407407407407
domain,domain__strict_core__domain_only__instrument__Mira-2,arpls_minmax,1729,Mira-2,NRC_Canadian_SERS,16,16,3,0.6657155634065768,0.1875
domain,domain__strict_core__domain_only__instrument__Mira-2,arpls_minmax,1729,Mira-2,pSERS_Metrohm_silver,1,1,0,0.950536497809566,0.0
domain,domain__strict_core__domain_only__instrument__Mira-2,arpls_minmax,2718,Mira-2,GaN_polymer,4,4,2,0.667835446019309,0.5
domain,domain__strict_core__domain_only__instrument__Mira-2,arpls_minmax,2718,Mira-2,H_SERS_H_Kit,54,54,29,0.7627850429855418,0.5370370370370371
domain,domain__strict_core__domain_only__instrument__Mira-2,arpls_minmax,2718,Mira-2,NRC_Canadian_SERS,16,16,6,0.8820677901622691,0.375
domain,domain__strict_core__domain_only__instrument__Mira-2,arpls_minmax,2718,Mira-2,pSERS_Metrohm_silver,1,1,0,0.8363907886080408,0.0
domain,domain__strict_core__domain_only__instrument__Mira-2,arpls_minmax,3141,Mira-2,GaN_polymer,4,4,2,0.9375621865538002,0.5
domain,domain__strict_core__domain_only__instrument__Mira-2,arpls_minmax,3141,Mira-2,H_SERS_H_Kit,54,54,33,0.7596220831623877,0.6111111111111112
domain,domain__strict_core__domain_only__instrument__Mira-2,arpls_minmax,3141,Mira-2,NRC_Canadian_SERS,16,16,5,0.6252698599230407,0.3125
domain,domain__strict_core__domain_only__instrument__Mira-2,arpls_minmax,3141,Mira-2,pSERS_Metrohm_silver,1,1,0,0.9542005156579414,0.0
domain,domain__strict_core__domain_only__instrument__Mira-3,arpls_minmax,1729,Mira-3,NRC_Canadian_SERS,20,20,2,0.6055073927210005,0.1
domain,domain__strict_core__domain_only__instrument__Mira-3,arpls_minmax,1729,Mira-3,pSERS_Metrohm_silver,52,52,20,0.6508615623910446,0.38461538461538464
domain,domain__strict_core__domain_only__instrument__Mira-3,arpls_minmax,2718,Mira-3,NRC_Canadian_SERS,20,20,3,0.6170280692670592,0.15
domain,domain__strict_core__domain_only__instrument__Mira-3,arpls_minmax,2718,Mira-3,pSERS_Metrohm_silver,52,52,26,0.7204723720235389,0.5
domain,domain__strict_core__domain_only__instrument__Mira-3,arpls_minmax,3141,Mira-3,NRC_Canadian_SERS,20,20,4,0.6595329524237401,0.2
domain,domain__strict_core__domain_only__instrument__Mira-3,arpls_minmax,3141,Mira-3,pSERS_Metrohm_silver,52,52,17,0.6681298228515034,0.3269230769230769
domain,domain__strict_core__domain_only__instrument__Pendar-1,arpls_minmax,1729,Pendar-1,NRC_Canadian_SERS,14,14,9,0.5505128079137688,0.6428571428571429
domain,domain__strict_core__domain_only__instrument__Pendar-1,arpls_minmax,1729,Pendar-1,pSERS_Metrohm_silver,32,32,25,0.813372609736268,0.78125
domain,domain__strict_core__domain_only__instrument__Pendar-1,arpls_minmax,2718,Pendar-1,NRC_Canadian_SERS,14,14,8,0.5818660659175879,0.5714285714285714
domain,domain__strict_core__domain_only__instrument__Pendar-1,arpls_minmax,2718,Pendar-1,pSERS_Metrohm_silver,32,32,24,0.7763993993832163,0.75
domain,domain__strict_core__domain_only__instrument__Pendar-1,arpls_minmax,3141,Pendar-1,NRC_Canadian_SERS,14,14,10,0.5716778647899492,0.7142857142857143
domain,domain__strict_core__domain_only__instrument__Pendar-1,arpls_minmax,3141,Pendar-1,pSERS_Metrohm_silver,32,32,25,0.7938357710174374,0.78125
domain,domain__strict_core__domain_only__instrument__Pendar-2,arpls_minmax,1729,Pendar-2,GaN_polymer,8,8,6,0.8679803815061927,0.75
domain,domain__strict_core__domain_only__instrument__Pendar-2,arpls_minmax,1729,Pendar-2,H_SERS_H_Kit,49,49,18,0.7560959020079171,0.3673469387755102
domain,domain__strict_core__domain_only__instrument__Pendar-2,arpls_minmax,1729,Pendar-2,pSERS_Metrohm_silver,41,41,35,0.8455903911049507,0.8536585365853658
domain,domain__strict_core__domain_only__instrument__Pendar-2,arpls_minmax,2718,Pendar-2,GaN_polymer,8,8,7,0.9145907907574706,0.875
domain,domain__strict_core__domain_only__instrument__Pendar-2,arpls_minmax,2718,Pendar-2,H_SERS_H_Kit,49,49,15,0.7603997237812383,0.30612244897959184
domain,domain__strict_core__domain_only__instrument__Pendar-2,arpls_minmax,2718,Pendar-2,pSERS_Metrohm_silver,41,41,36,0.8634245851384548,0.8780487804878049
domain,domain__strict_core__domain_only__instrument__Pendar-2,arpls_minmax,3141,Pendar-2,GaN_polymer,8,8,7,0.8946477434588787,0.875
domain,domain__strict_core__domain_only__instrument__Pendar-2,arpls_minmax,3141,Pendar-2,H_SERS_H_Kit,49,49,16,0.8128082600887703,0.32653061224489793
domain,domain__strict_core__domain_only__instrument__Pendar-2,arpls_minmax,3141,Pendar-2,pSERS_Metrohm_silver,41,41,32,0.8479427003108366,0.7804878048780488
domain,domain__strict_core__domain_only__instrument__Pendar-3,arpls_minmax,1729,Pendar-3,H_SERS_H_Kit,6,6,3,0.9043065100657343,0.5
domain,domain__strict_core__domain_only__instrument__Pendar-3,arpls_minmax,1729,Pendar-3,NRC_Canadian_SERS,17,17,6,0.5276930576235861,0.35294117647058826
domain,domain__strict_core__domain_only__instrument__Pendar-3,arpls_minmax,1729,Pendar-3,pSERS_Metrohm_silver,47,47,35,0.7842301747136986,0.7446808510638298
domain,domain__strict_core__domain_only__instrument__Pendar-3,arpls_minmax,2718,Pendar-3,H_SERS_H_Kit,6,6,3,0.7737352286845519,0.5
domain,domain__strict_core__domain_only__instrument__Pendar-3,arpls_minmax,2718,Pendar-3,NRC_Canadian_SERS,17,17,4,0.5577147004782026,0.23529411764705882
domain,domain__strict_core__domain_only__instrument__Pendar-3,arpls_minmax,2718,Pendar-3,pSERS_Metrohm_silver,47,47,35,0.7919296356954006,0.7446808510638298
domain,domain__strict_core__domain_only__instrument__Pendar-3,arpls_minmax,3141,Pendar-3,H_SERS_H_Kit,6,6,3,0.8299250983716085,0.5
domain,domain__strict_core__domain_only__instrument__Pendar-3,arpls_minmax,3141,Pendar-3,NRC_Canadian_SERS,17,17,5,0.5432706496893954,0.29411764705882354
domain,domain__strict_core__domain_only__instrument__Pendar-3,arpls_minmax,3141,Pendar-3,pSERS_Metrohm_silver,47,47,38,0.7958386453520675,0.8085106382978723
domain,domain__strict_core__domain_only__instrument__RMX-1,arpls_minmax,1729,RMX-1,GaN_polymer,2,2,2,0.9752212685283266,1.0
domain,domain__strict_core__domain_only__instrument__RMX-1,arpls_minmax,1729,RMX-1,H_SERS_H_Kit,32,32,27,0.8525642842022784,0.84375
domain,domain__strict_core__domain_only__instrument__RMX-1,arpls_minmax,1729,RMX-1,NRC_Canadian_SERS,13,13,2,0.5869827443692984,0.15384615384615385
domain,domain__strict_core__domain_only__instrument__RMX-1,arpls_minmax,2718,RMX-1,GaN_polymer,2,2,2,0.9751572690500866,1.0
domain,domain__strict_core__domain_only__instrument__RMX-1,arpls_minmax,2718,RMX-1,H_SERS_H_Kit,32,32,27,0.8526362974609057,0.84375
domain,domain__strict_core__domain_only__instrument__RMX-1,arpls_minmax,2718,RMX-1,NRC_Canadian_SERS,13,13,8,0.5060238172579588,0.6153846153846154
domain,domain__strict_core__domain_only__instrument__RMX-1,arpls_minmax,3141,RMX-1,GaN_polymer,2,2,2,0.8743766038921512,1.0
domain,domain__strict_core__domain_only__instrument__RMX-1,arpls_minmax,3141,RMX-1,H_SERS_H_Kit,32,32,26,0.7918798246883986,0.8125
domain,domain__strict_core__domain_only__instrument__RMX-1,arpls_minmax,3141,RMX-1,NRC_Canadian_SERS,13,13,4,0.5344045573068332,0.3076923076923077
domain,domain__strict_core__domain_only__instrument__RMX-2,arpls_minmax,1729,RMX-2,NRC_Canadian_SERS,7,7,2,0.6636252631029386,0.2857142857142857
domain,domain__strict_core__domain_only__instrument__RMX-2,arpls_minmax,1729,RMX-2,pSERS_Metrohm_silver,58,58,44,0.8098944710772271,0.7586206896551724
domain,domain__strict_core__domain_only__instrument__RMX-2,arpls_minmax,2718,RMX-2,NRC_Canadian_SERS,7,7,4,0.753368236540269,0.5714285714285714
domain,domain__strict_core__domain_only__instrument__RMX-2,arpls_minmax,2718,RMX-2,pSERS_Metrohm_silver,58,58,44,0.8179395028200642,0.7586206896551724
domain,domain__strict_core__domain_only__instrument__RMX-2,arpls_minmax,3141,RMX-2,NRC_Canadian_SERS,7,7,2,0.692098947979739,0.2857142857142857
domain,domain__strict_core__domain_only__instrument__RMX-2,arpls_minmax,3141,RMX-2,pSERS_Metrohm_silver,58,58,40,0.7836429680106155,0.6896551724137931
domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,arpls_minmax,1729,Agilent-3,GaN_polymer,6,6,3,0.6577101403339493,0.5
domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,arpls_minmax,1729,Mira-1,GaN_polymer,3,3,3,0.8899297458721266,1.0
domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,arpls_minmax,1729,Mira-2,GaN_polymer,4,4,4,0.5862056091698115,1.0
domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,arpls_minmax,1729,Pendar-2,GaN_polymer,8,8,7,0.8533741162697723,0.875
domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,arpls_minmax,1729,RMX-1,GaN_polymer,2,2,2,0.9239022662252049,1.0
domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,arpls_minmax,2718,Agilent-3,GaN_polymer,6,6,3,0.6717978784317814,0.5
domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,arpls_minmax,2718,Mira-1,GaN_polymer,3,3,1,0.8736910328559908,0.3333333333333333
domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,arpls_minmax,2718,Mira-2,GaN_polymer,4,4,2,0.6338428245813015,0.5
domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,arpls_minmax,2718,Pendar-2,GaN_polymer,8,8,5,0.8679209785820139,0.625
domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,arpls_minmax,2718,RMX-1,GaN_polymer,2,2,2,0.9457502369391264,1.0
domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,arpls_minmax,3141,Agilent-3,GaN_polymer,6,6,3,0.7649781695484656,0.5
domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,arpls_minmax,3141,Mira-1,GaN_polymer,3,3,3,0.9335355167714591,1.0
domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,arpls_minmax,3141,Mira-2,GaN_polymer,4,4,2,0.6448142449116318,0.5
