stage,scenario,outer_fold,model_family,model,representation,curriculum,kl_schedule,seed,observation_uid,mse,smooth_l1,spectral_angle,pearson_correlation,first_derivative_mae,reference_peak_count,matched_peak_count,repeatable_reference_peak_count,repeatable_matched_peak_count,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session2_row87,0.0009917959988440712,0.0004958979994220356,0.025990389965228147,0.992749492595367,0.002782023195177317,6,4,2,2,0.5,0.12594859527006785,0.0732132587581873
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session2_row105,0.0013119906797185344,0.0006559953398592672,0.07842686074875183,0.9578965945479211,0.002674165354167469,14,10,1,1,1.5,0.18382128359248684,0.03677105065435171
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session2_row109,0.002263489628834596,0.001131744814417298,0.10694159903595415,0.9269623923946669,0.0027576011447412643,13,9,1,1,2.0,0.14393791401828315,0.03195616975426674
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session2_row110,0.0014904830493794874,0.0007452415246897437,0.07416007065797678,0.9599903541337016,0.0030994290391182793,16,9,3,3,2.0,0.16790568283379612,0.08800585940480232
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session2_row116,0.0051743066099170605,0.0025871533049585302,0.08666063805957164,0.9417357509418366,0.004879548778137957,15,12,4,4,1.0,0.16676915947795878,0.10376745834946632
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session2_row118,0.0007842447105765484,0.0003921223552882742,0.05313959746107367,0.9810167238844245,0.0023688722317456268,13,8,3,3,1.0,0.08451005790877486,0.035541273187845945
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session2_row165,0.022464193696512882,0.011232096848256441,0.11761685326458979,0.5021865927416923,0.05628207532422883,140,12,40,6,2.0,3.106446579057226,0.2297200858592987
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session2_row166,0.0273156904827792,0.0136578452413896,0.13246226960265609,0.44067969502559173,0.059871120528218205,142,15,37,6,2.0,1.6573178989497719,0.22868195176124573
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session2_row177,0.0037960800031631944,0.0018980400015815972,0.030763823230877098,0.9813797018901049,0.01998924440637763,94,6,8,1,2.0,4.883009589539381,0.012930378317832947
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session2_row235,0.002234796997721278,0.001117398498860639,0.04855279435770308,0.9567597199108663,0.01393264389563618,57,8,5,5,3.0,0.31442253988336066,0.0623851902782917
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session2_row241,0.0024349996496524787,0.0012174998248262394,0.0863785040131529,0.8922786208818575,0.016802863035450824,72,9,10,6,2.0,0.9472284981236815,0.0849041398614645
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session2_row259,0.008203438208325529,0.0041017191041627645,0.05451744577121345,0.9056694434080316,0.012674145988587822,43,6,4,2,2.5,3.989603107875281,0.09674851596355438
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session2_row266,0.02694588171273178,0.01347294085636589,0.13239424205181982,0.36227362761034715,0.058104688367290824,136,9,18,1,2.0,3.192739800747112,0.19165630638599396
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session2_row267,0.03602128318070955,0.018010641590354776,0.1455173945489254,0.3658965417895468,0.06617545327334352,151,10,29,2,2.0,5.486048444133312,0.21548812836408615
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session2_row272,0.01750174314412839,0.008750871572064195,0.11381421215013332,0.6507882050028957,0.04308990750461817,131,11,0,0,2.0,4.572007768177408,0.12097889184951782
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session2_row273,0.017193575243213376,0.008596787621606688,0.10599758257034307,0.677087754298101,0.04484271107640649,140,12,0,0,2.5,1.123674460573895,0.3395843356847763
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session2_row331,0.0060744256298009836,0.0030372128149004918,0.07084042557829848,0.9450566583735983,0.005674355559583221,10,6,4,4,0.0,0.3496589748005102,0.13753577321767807
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session2_row332,0.0025947201900113877,0.0012973600950056939,0.04681271827298212,0.9692327788997518,0.003249278169511984,6,4,2,2,1.0,0.25243458199438473,0.06734281778335571
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session2_row334,0.007617932388129433,0.0038089661940647166,0.1303681849539227,0.9031640342129682,0.004971019745031039,15,8,4,4,2.0,0.2096452968625806,0.09835763461887836
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session2_row336,0.0007702018601122702,0.0003851009300561351,0.030088536121291646,0.9912914735434312,0.004176461618834375,11,10,6,6,1.5,0.12243434118529731,0.030616872012615204
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session2_row339,0.0016326035503662008,0.0008163017751831004,0.05719833398220763,0.9710602520309818,0.0027458594563151044,8,8,3,3,2.0,0.035281826980376144,0.07319854013621807
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session2_row340,0.003117805089143288,0.001558902544571644,0.08608579721405361,0.9528252605516748,0.0033201340685988204,15,9,5,5,2.0,0.14337990572744022,0.059393852949142456
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session2_row343,0.002481673772392769,0.0012408368861963844,0.022013678932687967,0.9867383806796184,0.0032315466556298946,4,2,0,0,2.5,0.21532113091231092,0.06604978442192078
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session2_row345,0.0009296537311076859,0.00046482686555384295,0.020575643657038973,0.9934113310134309,0.001973416949622333,2,0,0,0,,,
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session2_row346,0.001997644528833512,0.000998822264416756,0.019855923919054275,0.9850847106673826,0.004144380918837019,5,1,0,0,3.0,8.571307061380304,0.34669771790504456
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session2_row349,0.0010094625588463418,0.0005047312794231709,0.01940025505551572,0.994163769149468,0.0020225502768130353,3,1,0,0,1.0,0.2814560364333328,0.027480244636535645
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session2_row353,0.0086220303801553,0.00431101519007765,0.07734310037507755,0.8861010996782555,0.03548457138872306,136,12,1,0,2.0,5.580966326310716,0.12790840864181519
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session2_row357,0.00866998964316562,0.00433499482158281,0.08061314120346542,0.8887281313227583,0.031126465343737177,110,10,0,0,3.0,3.9665844417291347,0.22429411858320236
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session2_row377,0.0009169308278986597,0.00045846541394932986,0.03241305601713007,0.9897536447401731,0.004039592341245485,11,11,7,7,1.0,0.17011147045802769,0.0244123637676239
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session2_row378,0.0011585908146550296,0.0005792954073275148,0.04493197422565206,0.9853427750775056,0.006755024573233511,14,9,8,8,1.0,0.09518946355866958,0.081606674939394
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session2_row382,0.0011635568558593986,0.0005817784279296993,0.04577270718047123,0.9832317157586336,0.002442707768391951,9,9,5,5,1.0,0.0841817119622211,0.03950615972280502
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session2_row385,0.006649934120555916,0.003324967060277958,0.03676994300217238,0.939293613549382,0.004545192175677845,8,3,1,0,2.0,0.13634581566398246,0.018745481967926025
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session2_row387,0.007821639734428133,0.0039108198672140665,0.07467254325181585,0.8778661585788226,0.03203422246924934,121,11,2,1,2.0,3.540139139426799,0.22015785425901413
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session2_row393,0.0011654253216055706,0.0005827126608027853,0.021158549707656304,0.9917835528190978,0.0023735583018112396,3,1,0,0,3.0,0.3497071334313467,0.004221677780151367
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session2_row395,0.004076736663917369,0.0020383683319586845,0.07827409591788013,0.9337075024670158,0.004612209670345432,9,8,5,5,1.5,0.19572722676268234,0.10223018750548363
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row10,0.01185582474759276,0.00592791237379638,0.16084029969793737,0.39601971561992005,0.034310944553331606,122,9,1,1,3.0,2.7994985365355594,0.03779061138629913
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row12,0.0035186553932020767,0.0017593276966010383,0.07758056802866875,0.931940278780966,0.02196505480545706,86,10,5,4,2.0,0.5229010592601632,0.12288543209433556
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row14,0.031243915648949308,0.015621957824474654,0.13602230426385586,0.40705501463860994,0.06610764101995821,149,9,1,0,4.0,2.484799901642977,0.23452641069889069
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row47,0.004509938378909447,0.0022549691894547235,0.049964253166114914,0.9389778481199269,0.005785695816323693,8,6,3,3,1.0,0.3204712446708226,0.07990287244319916
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row49,0.0009204048704169767,0.00046020243520848833,0.03567526015569749,0.9883967091615719,0.002083002913443904,3,2,1,1,2.0,0.7293424645659069,0.022800974547863007
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row60,0.009725855325645905,0.004862927662822952,0.11908628709384064,0.7242248230374951,0.03361812486778945,118,13,9,8,2.0,0.47836574863692477,0.21848155558109283
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row128,0.0010920410735972663,0.0005460205367986331,0.039046698431516584,0.9861546722227966,0.0043582953426188654,10,10,7,7,0.5,0.06930613874553289,0.017981781624257565
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row129,0.0009037239835536738,0.0004518619917768369,0.03450909772547207,0.9880180948131458,0.0022982199092595173,10,9,7,7,1.0,0.08847740131307424,0.03229998052120209
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row133,0.0006332017971872426,0.0003166008985936213,0.030304571473306948,0.99243968041165,0.0020886417574365623,9,9,6,6,1.0,0.09787408234368708,0.05151955410838127
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row134,0.0008833392216124026,0.0004416696108062013,0.03310969595483699,0.9918820881439208,0.003457825882027724,10,9,6,6,1.0,0.0742644113025872,0.028736386448144913
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row142,0.0012569429291520618,0.0006284714645760309,0.04609457901925937,0.9792779635546427,0.005488284190983644,11,10,7,7,1.0,0.05139046899667854,0.02576194703578949
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row143,0.0007541178995693584,0.0003770589497846792,0.02947751754193624,0.9914603258687497,0.002452192752513968,10,8,7,7,1.5,0.06495718555259752,0.02341257780790329
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row206,0.0014643728006637701,0.0007321864003318851,0.08554205251859291,0.9362572529445584,0.010090674808223931,46,8,3,3,1.5,0.1249857486073579,0.04141676053404808
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row226,0.0039908839103277435,0.0019954419551638717,0.10740197324604012,0.9090851085427015,0.005085307800784773,14,8,1,1,1.5,0.10285476871441626,0.035491568269208074
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row229,0.01854639352601875,0.009273196763009375,0.16475751084428006,0.5267255120842647,0.03258411999147419,112,15,8,4,2.0,4.345748977178418,0.08133645355701447
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row232,0.011223893433044708,0.005611946716522354,0.14482805923796022,0.5803585707963878,0.03332271315057629,112,13,3,3,3.0,2.7070040176348322,0.06625170260667801
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row238,0.003142175011660648,0.001571087505830324,0.0429563586026062,0.9767042538838541,0.002671982972491865,5,2,0,0,3.0,0.4922899847372473,0.10662266332656145
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row243,0.0026785578508198913,0.0013392789254099457,0.04096968848706778,0.9761638655824363,0.002703943864575454,6,1,2,1,4.0,0.6061903651344177,0.17851167917251587
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row246,0.0011729714229702464,0.0005864857114851232,0.026128971280694198,0.9936134845315061,0.002658305164493088,1,1,1,1,3.0,0.20464263360333218,0.09663146175444126
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row248,0.002721632879328633,0.0013608164396643166,0.04950032526920046,0.9772534321675105,0.004231170764459031,10,5,4,4,1.0,0.20420751292696362,0.16228005290031433
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row249,0.002003998866707812,0.001001999433353906,0.09240470704263107,0.9354955119816434,0.006307222150436636,16,8,1,1,1.5,0.4037059484449792,0.05892223306000233
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row250,0.022619854789073447,0.011309927394536724,0.11350758828193236,0.5580529115253482,0.057660151273178466,135,11,15,2,1.0,3.3619102091081983,0.16789039969444275
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row252,0.001221925135389114,0.000610962567694557,0.0255656470209598,0.9948767442803812,0.002311062364107264,0,0,0,0,,,
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row253,0.0010431598560629823,0.0005215799280314912,0.05967667761993447,0.9763369538803136,0.0026751330066976413,10,8,3,3,2.0,0.20860095119728186,0.01810251921415329
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row254,0.0022356476410203786,0.0011178238205101893,0.07425809936895246,0.9157284629350059,0.016859954789231,72,9,2,2,1.0,0.36303703745470084,0.0804551150649786
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row255,0.0010501720805220238,0.0005250860402610119,0.0253822952157582,0.9936197520135411,0.002902522955888084,2,1,1,1,3.0,0.3050137384185148,0.14997201040387154
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row258,0.009672109914558982,0.004836054957279491,0.12617362671422866,0.8371590354447045,0.004726436289492994,6,4,0,0,2.5,0.3451132252671561,0.0065459078177809715
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row271,0.004111480295891288,0.002055740147945644,0.10548121425067673,0.920383747431755,0.01008855144894499,39,10,7,5,2.0,0.30552131219287115,0.06849062722176313
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row300,0.003256685864603132,0.001628342932301566,0.04770831830802794,0.9664975552801729,0.0029414721471922737,5,1,0,0,2.0,2.6542935634936744,0.006799563765525818
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row305,0.01009363174038608,0.00504681587019304,0.2125974933494319,0.4139047070337203,0.01573166317439505,66,7,5,1,3.0,2.256613610597097,0.06381989642977715
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row310,0.0012943335168507503,0.0006471667584253751,0.0401589192313847,0.9879312597805153,0.002448049601100917,5,0,0,0,,,
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row313,0.002521996752641784,0.001260998376320892,0.08740869340032625,0.9512919469622121,0.003783951566687652,5,2,0,0,3.5,3.6313828257097907,0.18357052374631166
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row314,0.006623735679264385,0.0033118678396321924,0.1020357594090797,0.9175729110464177,0.005036288746861309,11,10,2,2,2.0,0.15034144521438453,0.07981730438768864
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row328,0.00506968736412228,0.00253484368206114,0.11665428333752145,0.7923044674698747,0.0178682864176309,73,10,1,1,2.0,0.4395189262850025,0.07963437680155039
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row329,0.0014912448086401807,0.0007456224043200904,0.06602161710331683,0.9616086250984184,0.0053838971962354015,15,8,4,4,1.5,0.25492534064989886,0.07553524058312178
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row335,0.01636210694796238,0.00818105347398119,0.10779494885841456,0.6057235031316759,0.05037616501695343,140,11,12,2,2.0,4.667023369041217,0.10023564100265503
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row336,0.0027451985266608477,0.0013725992633304238,0.05714319040348316,0.9796102533165538,0.0044430498382020496,12,6,1,1,2.0,0.32887381063911814,0.10375086963176727
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row337,0.0029075541183382863,0.0014537770591691432,0.05861751834464683,0.9785342462331287,0.004010782368942663,11,5,1,1,3.0,0.1944755177371,0.011631849803961813
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row345,0.002702550508611636,0.001351275254305818,0.08272596940854327,0.9033183063129766,0.017643100262523928,72,9,3,2,2.0,0.2645806195056428,0.10707919299602509
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row399,0.007692659996367941,0.0038463299981839707,0.09877016795842898,0.7299763574931049,0.031238073721415276,112,11,28,3,2.0,2.4495770107105277,0.1016913652420044
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row400,0.0025422367809720564,0.0012711183904860282,0.02894325046114194,0.9836114538160105,0.020291323736310006,93,5,5,2,1.0,0.32783197757222987,0.10703164339065552
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row413,0.0043468057892787956,0.0021734028946393978,0.03409271403742584,0.984725384011583,0.0024719847878441215,2,1,0,0,3.0,9.644335927502292,0.18054461479187012
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row414,0.003938998068894933,0.0019694990344474666,0.08666439532352635,0.94967262573938,0.003509207426624406,11,4,2,2,2.5,0.10316224484799427,0.0747901163995266
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,session1_row10,0.002727928067539278,0.001363964033769639,0.03598334456192752,0.9889532006682951,0.0024812787172101836,1,1,0,0,4.0,0.33303523102620947,0.001784980297088623
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,session1_row12,0.010710680518410867,0.005355340259205433,0.17611384609933292,0.7510670382534608,0.009617785744963579,25,4,1,1,1.5,0.5631482733261315,0.08870769385248423
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,session1_row15,0.004516198475947897,0.0022580992379739487,0.15190017898577934,0.8407746757549074,0.006237282391237906,16,6,1,1,1.5,0.377781717805625,0.08330848813056946
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,session1_row22,0.003738138047371002,0.001869069023685501,0.11940252917929203,0.8880571004182556,0.008867466893020069,34,12,3,3,2.0,0.4580114894108399,0.05296606384217739
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,session1_row26,0.0008282481976454539,0.00041412409882272695,0.019143864950906902,0.9980019656977246,0.00209404433563967,1,1,0,0,2.0,0.33568051582462244,0.007654431276023388
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,session1_row29,0.005911411629598856,0.002955705814799428,0.1529528104121989,0.8225105146089418,0.008184733268468075,25,6,2,2,3.5,0.7503592984966326,0.09351334627717733
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,session1_row30,0.004085319503189261,0.0020426597515946303,0.1466150781875858,0.8439648268476792,0.007134792089681728,22,8,1,1,3.5,1.0649356048043757,0.06981041561812162
outer,nato_outer_o1__train_strict_core__test_strict_core,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,session1_row35,0.001634458012578619,0.0008172290062893095,0.025536745225545745,0.9953891911676369,0.0018218469992280007,1,1,0,0,0.0,0.23754282216614864,0.006657243240624666
