epoch,beta,train_loss,train_reconstruction_loss,train_kl_unnormalized,train_kl_normalized,evaluation_subset,domain_protocol,domain_type,heldout_domain,n_train,n_test_partition,stage,scenario,outer_fold,model_family,model,representation,curriculum,kl_schedule,seed,fixed_epoch_count
38,0.96,0.028236084832594946,0.02276650185768421,7.982173186082107,0.005697482645311996,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
39,1.0,0.028527527331159666,0.023202957442173593,7.459722408881555,0.005324569884997541,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
40,1.0,0.02808420044871477,0.023024569193904217,7.0885437451876125,0.005059631509769888,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
41,1.0,0.02776627242565155,0.022676007822155952,7.131461730370154,0.005090265332169989,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
42,1.0,0.027461358847526405,0.022706053004815027,6.662183211399959,0.004755305646966423,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
43,1.0,0.02797542713009394,0.023274419829249382,6.586111802321214,0.00470100771043627,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
44,1.0,0.026996031690102357,0.021865304846030015,7.188148241776687,0.00513072679641448,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
45,1.0,0.027541316902408235,0.022673803739822827,6.8193853084857645,0.004867512711267498,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
46,1.0,0.02713298210157798,0.02241472269480045,6.610281797555777,0.00471825966991847,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
47,1.0,0.027462571142957762,0.022762017611127634,6.58547540811392,0.004700553467604511,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
48,1.0,0.02801658485371333,0.023052720209726922,6.9543746801523065,0.004963864868060176,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
49,1.0,0.027268466324760363,0.02193690349276249,7.469519431774433,0.005331562763579181,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
50,1.0,0.02703179017855571,0.022292684047267988,6.639487633338342,0.004739106090891036,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
51,0.0,0.022278370049137335,0.022278370049137335,7.002960791954627,0.00499854446249438,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
52,0.08,0.02139346100963079,0.020756487662975606,11.1550046480619,0.007962173196332547,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
53,0.16,0.021687330248264167,0.019875950968036286,15.860892075758715,0.011321122109749261,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
54,0.24,0.022444258658931807,0.019364052953628395,17.980701446533203,0.012834190896883086,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
55,0.32,0.02338544909770672,0.01968538474578124,16.199345662043644,0.011562702114235292,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
56,0.4,0.023581927355665427,0.01990155718074395,12.890497794518105,0.00920092633441692,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
57,0.48,0.024309624559604205,0.020405938705572717,11.39388289818397,0.008132678728182704,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
58,0.56,0.024497058815681018,0.019944616951621495,11.389235643240122,0.008129361629721714,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
59,0.64,0.025310626396766074,0.020253081017961867,11.071284294128418,0.007902415627500655,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
60,0.72,0.025411334748451527,0.02024879679083824,10.04543847304124,0.0071701916295797575,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
61,0.8,0.025567638759429637,0.020848703355743334,8.264035371633677,0.005898669073257442,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
62,0.88,0.026128665902293645,0.02156725224967186,7.261977709256685,0.00518342448911969,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
63,0.96,0.026479181761925038,0.021319356961892202,7.530118942260742,0.005374817232163271,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
64,1.0,0.027100069591632255,0.02137735400062341,8.017524609198937,0.005722715638257628,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
65,1.0,0.025937559226384528,0.020465860716425456,7.665849502270039,0.005471698431313375,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
66,1.0,0.02637826121197297,0.02170254562336665,6.5506767859825725,0.0046757150506656475,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
67,1.0,0.0269103548847712,0.022046426884256877,6.814363186176006,0.00486392804152463,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
68,1.0,0.026343925641133234,0.020319468413407985,8.4402646284837,0.006024457265156102,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
69,1.0,0.026298961960352384,0.020674101435221158,7.880429561321552,0.0056248605005864045,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
70,1.0,0.02623294867002047,0.021544805799539272,6.568087944617639,0.004688142715644282,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
71,1.0,0.025403020903468132,0.020588427495497923,6.74524659376878,0.00481459428534531,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
72,1.0,0.02526849852158473,0.019901576523597423,7.519057787381685,0.00536692204666787,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
73,1.0,0.02550002531363414,0.019781936103334792,8.011043035067045,0.005718089247014307,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
74,1.0,0.024545242866644494,0.01917037023947789,7.530196263239934,0.005374872422012801,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
75,1.0,0.024968005860081084,0.020347582892729685,6.473212242126465,0.00462042272814166,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
76,0.0,0.019043325804747067,0.019043325804747067,7.299158829909104,0.005209963476023629,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
77,0.08,0.018262468564968843,0.017562787979841232,12.253163704505333,0.008746012637048774,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
78,0.16,0.018523118387048062,0.016386412943785008,18.70952459482046,0.01335440727681689,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
79,0.24,0.01945046507395231,0.015860004637103815,20.959312438964844,0.014960251562430296,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
80,0.32,0.01987416411821659,0.015821834309743002,17.741604731633114,0.012663529430144978,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
81,0.4,0.020343748279489003,0.016382055213818185,13.87583013681265,0.009904232788588615,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
82,0.48,0.020617870327371817,0.016427706783780686,12.230039523198055,0.008729507154316956,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
83,0.56,0.021344998421577308,0.01637778875346367,12.426892940814678,0.008870016374600056,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
84,0.64,0.02174657038771189,0.01638550805644347,11.735701047457182,0.008376660276557589,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
85,0.72,0.022560339134473067,0.017467323117531262,9.910159697899452,0.007073632903568488,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
86,0.8,0.02252468137213817,0.017162946697611075,9.389738229604868,0.006702168614992768,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
87,0.88,0.022411463638910882,0.016663273223317586,9.151381125816933,0.0065320350648229355,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
88,0.96,0.022989367206509296,0.01727457631092805,8.340024361243614,0.005952908180759183,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
89,1.0,0.023035260633780405,0.0176152867766527,7.593383715702937,0.0054199741011441375,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
90,1.0,0.02320837344114597,0.01809335299409353,7.166143930875338,0.005115020650160841,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
91,1.0,0.022765301454525728,0.017518759203644898,7.350405876453106,0.005246542381479733,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
92,1.0,0.023023783444212034,0.017865804238961294,7.2263294366689825,0.005157979612183428,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
93,1.0,0.023177373151366528,0.018205949176962558,6.964964829958403,0.004971423861497789,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
94,1.0,0.023117600438686516,0.01772831752896309,7.550385328439566,0.005389282889678491,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
95,1.0,0.022928078587238606,0.01724703753223786,7.9591390536381645,0.005681041437286341,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
96,1.0,0.022813977673649788,0.017353341556512393,7.650351377633902,0.005460636243850037,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
97,1.0,0.023353368903581914,0.018131656428942315,7.315619468688965,0.0052217126828615025,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
98,1.0,0.023373699818666164,0.01778556936635421,7.828971055837778,0.00558813066084067,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
99,1.0,0.02284493841803991,0.017165883659170225,7.956355314988357,0.005679054471797542,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,99
1,0.0,0.06065001659527395,0.06065001659527395,75.69077881107431,0.054026251828033056,strict_core,domain_only,instrument,Agilent-1,569,29,domain,domain__strict_core__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
2,0.08,0.04896929266294612,0.0399481673284658,157.98245746096325,0.11276406671018076,strict_core,domain_only,instrument,Agilent-1,569,29,domain,domain__strict_core__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
3,0.16,0.04016313523132688,0.034808243462825704,46.888773517575125,0.033468075315899445,strict_core,domain_only,instrument,Agilent-1,569,29,domain,domain__strict_core__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
4,0.24,0.03746102960462729,0.03318198818733068,24.97890550851403,0.01782934012028125,strict_core,domain_only,instrument,Agilent-1,569,29,domain,domain__strict_core__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
5,0.32,0.03587647877725231,0.03336716438717289,10.986094520045919,0.007841609222017073,strict_core,domain_only,instrument,Agilent-1,569,29,domain,domain__strict_core__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
6,0.4,0.034975099745607544,0.03238066079615499,9.087021695289545,0.006486096856023944,strict_core,domain_only,instrument,Agilent-1,569,29,domain,domain__strict_core__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
7,0.48,0.03394761126364053,0.03143344163528017,7.33823383713439,0.0052378542734720845,strict_core,domain_only,instrument,Agilent-1,569,29,domain,domain__strict_core__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
8,0.56,0.03299644145531897,0.030202439395295086,6.989994119466504,0.00498928916450143,strict_core,domain_only,instrument,Agilent-1,569,29,domain,domain__strict_core__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
9,0.64,0.03135582870150702,0.027559614329482632,8.310150257103892,0.005931584765955669,strict_core,domain_only,instrument,Agilent-1,569,29,domain,domain__strict_core__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
10,0.72,0.0304123760579131,0.026037565630538183,8.512651626171253,0.006076125357723949,strict_core,domain_only,instrument,Agilent-1,569,29,domain,domain__strict_core__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
11,0.8,0.030506215374163877,0.025751591612615986,8.32653520228783,0.005943279944530928,strict_core,domain_only,instrument,Agilent-1,569,29,domain,domain__strict_core__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
12,0.88,0.029854887883671556,0.02544435755609942,7.02176525722698,0.005011966636136317,strict_core,domain_only,instrument,Agilent-1,569,29,domain,domain__strict_core__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
13,0.96,0.029553646362519222,0.02498930460905987,6.661085703670455,0.004754522272427163,strict_core,domain_only,instrument,Agilent-1,569,29,domain,domain__strict_core__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
14,1.0,0.029712805295320513,0.02488373346980301,6.765529878110165,0.0048290720043612885,strict_core,domain_only,instrument,Agilent-1,569,29,domain,domain__strict_core__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
15,1.0,0.029218166100879336,0.024444167101215605,6.688372537415141,0.004773998956042213,strict_core,domain_only,instrument,Agilent-1,569,29,domain,domain__strict_core__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
16,1.0,0.029090068664774954,0.024264489351288925,6.760636711791027,0.004825579380293381,strict_core,domain_only,instrument,Agilent-1,569,29,domain,domain__strict_core__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
17,1.0,0.028469021728357236,0.023511302596864885,6.945764568442829,0.004957719178046273,strict_core,domain_only,instrument,Agilent-1,569,29,domain,domain__strict_core__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
18,1.0,0.028407046522270815,0.02371772927328656,6.569733696788393,0.004689317413838967,strict_core,domain_only,instrument,Agilent-1,569,29,domain,domain__strict_core__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
19,1.0,0.028220662601645675,0.023312591183243192,6.876208138591585,0.0049080714765107674,strict_core,domain_only,instrument,Agilent-1,569,29,domain,domain__strict_core__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
20,1.0,0.028103099022918302,0.02346761537771443,6.494313084178314,0.004635484000127276,strict_core,domain_only,instrument,Agilent-1,569,29,domain,domain__strict_core__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
21,1.0,0.027534507156099293,0.0227293002145833,6.732094542632413,0.004805206668545619,strict_core,domain_only,instrument,Agilent-1,569,29,domain,domain__strict_core__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
22,1.0,0.02732063278307081,0.022264650657851583,7.083430813150791,0.005055982022234683,strict_core,domain_only,instrument,Agilent-1,569,29,domain,domain__strict_core__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
