stage,scenario,outer_fold,model_family,model,representation,curriculum,kl_schedule,seed,observation_uid,true_label,predicted_label,prediction_confidence,test_class_supported,correct,instrument,sensor_family,substrate_family,source_substrate,target_analyte,heldout_substrate_family,poster_axis,evaluation_subset,domain_protocol,domain_type,heldout_domain,n_train,n_test_partition,localized_case
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0174,4np,pyridine,0.9705335762047694,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0150,4np,benzenethiol,0.6667076426646018,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0151,4np,pyridine,0.6675553817828802,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0152,4np,benzenethiol,0.9799477308774652,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0153,4np,pyridine,0.5378003664893614,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0154,4np,benzenethiol,0.5066312732453414,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0155,4np,benzenethiol,0.987637951516264,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0156,4np,pyridine,0.9607679180976983,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0157,4np,benzenethiol,0.9621296498878592,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0158,4np,benzenethiol,0.5206578929746096,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0159,4np,pyridine,0.8550736367669974,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0160,4np,benzenethiol,0.8651444442561732,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0161,4np,4np,0.5512543812403145,True,True,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0162,4np,4np,0.7615543184132637,True,True,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0163,4np,4np,0.9032227215736626,True,True,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0164,4np,benzenethiol,0.6676683377288756,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0165,4np,pyridine,0.8804106318654394,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0166,4np,pyridine,0.4157742964558082,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0167,4np,benzenethiol,0.9881954091952884,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0168,4np,pyridine,0.9537378268147536,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0169,4np,pyridine,0.6640443042129284,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0170,4np,benzenethiol,0.6315197159096582,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0171,4np,pyridine,0.5221701724042958,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0172,4np,4np,0.355979730212042,True,True,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0173,4np,benzenethiol,0.9126618379657714,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0174,4np,pyridine,0.929035813021669,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0150,4np,benzenethiol,0.77283234079619,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0151,4np,pyridine,0.8523276760894871,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0152,4np,benzenethiol,0.9844217865700676,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0153,4np,pyridine,0.6307578489957325,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0154,4np,benzenethiol,0.6329683382109565,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0155,4np,benzenethiol,0.990871029380587,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0156,4np,pyridine,0.98090333362231,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0157,4np,benzenethiol,0.9722197991222749,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0158,4np,benzenethiol,0.5121716752620352,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0159,4np,pyridine,0.9029242792328024,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0160,4np,benzenethiol,0.8990838760147322,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0161,4np,4np,0.4390486987772573,True,True,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0162,4np,4np,0.7186071818602315,True,True,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0163,4np,4np,0.9379413040467236,True,True,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0164,4np,benzenethiol,0.7687781517372297,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0165,4np,pyridine,0.8995431186532129,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0166,4np,pyridine,0.4125101526819058,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0167,4np,benzenethiol,0.989603176495121,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0168,4np,pyridine,0.9679465508660904,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0169,4np,pyridine,0.7767902612747678,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0170,4np,benzenethiol,0.7797858076583811,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0171,4np,pyridine,0.6975572128713642,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0172,4np,4np,0.4604344632511835,True,True,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0173,4np,benzenethiol,0.9264102457732932,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0174,4np,pyridine,0.9452385777605234,True,False,,,Ag,AgNP,4np,Ag,400-1800_common,,,,,,,heldout_Ag__all_4np
