candidate,subset,instrument,n_spectra,preservation_all_peak_weighted_recall,preservation_repeatable_peak_weighted_recall,preservation_median_matched_peak_shift_cm1,preservation_median_absolute_relative_peak_width_change,preservation_median_absolute_peak_prominence_change,preservation_median_row_correlation_to_unsmoothed_family,preservation_median_relative_high_frequency_noise_reduction
arpls_sg11_minmax,strict_core,ALL,598,0.6210053650571495,0.8602297060541172,1.0,0.0563981686415841,0.009358906742279793,0.9984712510516702,0.6221761293190391
arpls_sg11_minmax,strict_core,Agilent-1,29,0.8230912476722533,0.975609756097561,0.0,0.011554854043497202,0.0023273941783402696,0.9998768017631496,0.4157675377735892
arpls_sg11_minmax,strict_core,Agilent-3,73,0.8152692569870484,0.9770992366412213,0.0,0.0062111978870719965,0.00131725845047502,0.9999588518994502,0.3979547446852899
arpls_sg11_minmax,strict_core,Mira-1,23,0.7214611872146118,0.9508196721311475,0.0,0.019751659867196517,0.004321120296402192,0.9993957560120966,0.40553757241734634
arpls_sg11_minmax,strict_core,Mira-2,75,0.9417596034696406,0.9965986394557823,0.0,0.009392603136412382,0.0019520738507864538,0.9999404051228459,0.5145286018673757
arpls_sg11_minmax,strict_core,Mira-3,72,0.7212389380530974,0.9871794871794872,0.5,0.023093377496236973,0.004938087292810228,0.9997084520747922,0.5448840210726347
arpls_sg11_minmax,strict_core,Pendar-1,46,0.5929906542056075,0.9110320284697508,1.0,0.23153166842104628,0.03591392687352647,0.9804704687725001,0.6712663220045494
arpls_sg11_minmax,strict_core,Pendar-2,98,0.6243450925602515,0.8340579710144927,1.0,0.27010963613520345,0.0570412754390856,0.9115581579077219,0.6644432108930733
arpls_sg11_minmax,strict_core,Pendar-3,70,0.610083132207026,0.8712871287128713,1.0,0.24646212733202344,0.04278070429202557,0.9632836681471055,0.6655437437721674
arpls_sg11_minmax,strict_core,RMX-1,47,0.8286189683860233,1.0,1.0,0.016568489718799793,0.005784958290697195,0.9995459026006748,0.6821180077166885
arpls_sg11_minmax,strict_core,RMX-2,65,0.4867106822414085,0.7595588235294117,1.0,0.273002865504978,0.04356873258376126,0.9676536177593995,0.6956178464494585
arpls_sg11_minmax,quality_pass,ALL,500,0.6108236802344215,0.865409454921209,1.0,0.02658163805276299,0.006136547142763633,0.9993275420678178,0.5791198380367197
arpls_sg11_minmax,quality_pass,Agilent-1,29,0.8230912476722533,0.975609756097561,0.0,0.011554854043497202,0.0023273941783402696,0.9998768017631496,0.4157675377735892
arpls_sg11_minmax,quality_pass,Agilent-3,72,0.8134893324156917,0.9762845849802372,0.0,0.006257985898465521,0.0013186290541172471,0.999955569968567,0.3972511223146102
arpls_sg11_minmax,quality_pass,Mira-1,21,0.7539149888143176,1.0,0.0,0.018854782381351333,0.004118309740980097,0.9994372812900328,0.40553757241734634
arpls_sg11_minmax,quality_pass,Mira-2,74,0.9406565656565656,0.9965397923875432,0.0,0.009334704356891797,0.0020635525707685468,0.9999426422376506,0.5150573068044118
arpls_sg11_minmax,quality_pass,Mira-3,71,0.7391304347826086,0.993006993006993,0.5,0.022636747902008324,0.004723286446747341,0.9997301194339269,0.5457214661451409
arpls_sg11_minmax,quality_pass,Pendar-1,40,0.5867346938775511,0.9090909090909091,1.0,0.23042475559385953,0.031644617534747004,0.9822812961806286,0.6728137305555019
arpls_sg11_minmax,quality_pass,Pendar-2,42,0.6009579026972524,0.8288633461047255,1.0,0.22744731083183162,0.03076553231308818,0.9776846231547978,0.6733651645638196
arpls_sg11_minmax,quality_pass,Pendar-3,42,0.5759911894273128,0.9267015706806283,1.0,0.2068543069410495,0.027551956794194473,0.9804944474146491,0.6779382232758898
arpls_sg11_minmax,quality_pass,RMX-1,45,0.8275862068965517,1.0,1.0,0.016568489718799793,0.005630529798392264,0.9995459026006748,0.6801110596976583
arpls_sg11_minmax,quality_pass,RMX-2,64,0.48549126081791955,0.7586715867158672,1.0,0.27328311598472643,0.04377063810965233,0.9669827260865389,0.6967277792245129
arpls_sg11_minmax,field_quality_stress,ALL,98,0.6388598956242473,0.844391785150079,1.0,0.2748303613624967,0.06139392237462536,0.899894857673941,0.6436405885436365
arpls_sg11_minmax,field_quality_stress,Agilent-3,1,1.0,1.0,0.0,0.0050760463889687225,0.0005168529422096974,0.9999800860398157,0.40084094530331715
arpls_sg11_minmax,field_quality_stress,Mira-1,2,0.6523809523809524,0.8636363636363636,0.0,0.10822759722565109,0.035645682521163236,0.9876432036680313,0.3973776148108921
arpls_sg11_minmax,field_quality_stress,Mira-2,1,1.0,1.0,0.0,0.009749167711575656,0.0010362420077201784,0.9998645281777297,0.47556265640880757
arpls_sg11_minmax,field_quality_stress,Mira-3,1,0.5677966101694916,0.9230769230769231,1.0,0.17222060020610463,0.03810849524018267,0.9513957177520496,0.5008992509607963
arpls_sg11_minmax,field_quality_stress,Pendar-1,6,0.6223404255319149,0.9230769230769231,1.0,0.23851502118338191,0.05501254547299993,0.942483706860562,0.6461913390051266
arpls_sg11_minmax,field_quality_stress,Pendar-2,56,0.6367401469605879,0.8408710217755444,1.0,0.28561109642674076,0.061089561045315516,0.8891356063334954,0.6452580456756063
arpls_sg11_minmax,field_quality_stress,Pendar-3,28,0.6424464192368008,0.8311195445920304,1.0,0.2792422589403306,0.06941427834767575,0.8955429589053643,0.6431135900234619
arpls_sg11_minmax,field_quality_stress,RMX-1,2,0.8571428571428571,1.0,1.25,0.013022499685995073,0.00932995529967224,0.9996736558792291,0.6951794832889129
arpls_sg11_minmax,field_quality_stress,RMX-2,1,1.0,1.0,1.0,0.014504020387175614,0.0043485519092358454,0.9996452971516694,0.6873742802097488
arpls_sg15_minmax,strict_core,ALL,598,0.49921273617914624,0.7510219972746739,1.0,0.08408420851682517,0.01449975130691633,0.9963573100585223,0.7347253018324389
arpls_sg15_minmax,strict_core,Agilent-1,29,0.7541899441340782,0.9878048780487805,1.0,0.022402966737132615,0.003600139611760908,0.9996053807901096,0.6063807799231993
arpls_sg15_minmax,strict_core,Agilent-3,73,0.7368779822767553,0.9694656488549618,1.0,0.013359550646748855,0.0027006942357491875,0.9998737421539234,0.565198316121626
arpls_sg15_minmax,strict_core,Mira-1,23,0.6179604261796042,0.8852459016393442,1.0,0.03747819836728419,0.006502302304356042,0.9982876558133609,0.6113982398412836
arpls_sg15_minmax,strict_core,Mira-2,75,0.9231722428748451,0.9931972789115646,1.0,0.019686394069529364,0.00398319538246103,0.9998600199971749,0.6476149863688723
arpls_sg15_minmax,strict_core,Mira-3,72,0.6548672566371682,0.9807692307692307,1.0,0.04414401736435947,0.00788513895149602,0.9992548239819232,0.6954650180130441
arpls_sg15_minmax,strict_core,Pendar-1,46,0.44462616822429907,0.8113879003558719,2.0,0.3244606425004076,0.05114784076659952,0.9686312609551676,0.7773257582228023
arpls_sg15_minmax,strict_core,Pendar-2,98,0.4903946908836884,0.6797101449275362,2.0,0.400820428423084,0.08092702526400757,0.8542073760109584,0.7642295172980719
arpls_sg15_minmax,strict_core,Pendar-3,70,0.47050147492625366,0.7282728272827282,2.0,0.3857432824919448,0.061802989881874285,0.9426715576788648,0.7769229995692252
arpls_sg15_minmax,strict_core,RMX-1,47,0.8103161397670549,1.0,1.0,0.03243238356419785,0.007863454343999626,0.9993688622335067,0.7761172211361753
arpls_sg15_minmax,strict_core,RMX-2,65,0.3773489080751651,0.6308823529411764,1.5,0.4103488109908756,0.045918279862443095,0.955154234904271,0.7888772138848412
arpls_sg15_minmax,quality_pass,ALL,500,0.49814568929994046,0.7752518729010591,1.0,0.04993336789175751,0.009557233562588585,0.9986514275542024,0.7160204436133714
arpls_sg15_minmax,quality_pass,Agilent-1,29,0.7541899441340782,0.9878048780487805,1.0,0.022402966737132615,0.003600139611760908,0.9996053807901096,0.6063807799231993
arpls_sg15_minmax,quality_pass,Agilent-3,72,0.7343427391603579,0.9683794466403162,1.0,0.013589498166718932,0.0027650164914025596,0.9998615835502066,0.5655878601181938
arpls_sg15_minmax,quality_pass,Mira-1,21,0.6823266219239373,1.0,1.0,0.03639198845438392,0.006190471262643438,0.9983045708975927,0.6113982398412836
arpls_sg15_minmax,quality_pass,Mira-2,74,0.9217171717171717,0.9930795847750865,0.75,0.019483275868515757,0.004007610587022398,0.9998649141282033,0.647771176282456
arpls_sg15_minmax,quality_pass,Mira-3,71,0.6818181818181818,0.986013986013986,1.0,0.04344268310683188,0.007775057903329115,0.99926219195802,0.6961562696159727
arpls_sg15_minmax,quality_pass,Pendar-1,40,0.4418934240362812,0.8181818181818182,2.0,0.30505476707530493,0.04444868371952197,0.9725510539379276,0.7773257582228023
arpls_sg15_minmax,quality_pass,Pendar-2,42,0.4691202419964709,0.6819923371647509,2.0,0.31272146527356004,0.0432533445308966,0.9656196884370902,0.7765267375378302
arpls_sg15_minmax,quality_pass,Pendar-3,42,0.4341960352422907,0.8350785340314136,2.0,0.31825994804291946,0.037802856819331626,0.9684882009556807,0.7828779519811137
arpls_sg15_minmax,quality_pass,RMX-1,45,0.8103448275862069,1.0,1.0,0.03243238356419785,0.0075702521891425345,0.9993688622335067,0.7758886336356615
arpls_sg15_minmax,quality_pass,RMX-2,64,0.37603936874257593,0.6302583025830258,1.75,0.4253461326672946,0.04676349555693582,0.9543007707988304,0.7891545984316719
arpls_sg15_minmax,field_quality_stress,ALL,98,0.5010839020473705,0.6769352290679305,2.0,0.41842535047314466,0.08662055727126586,0.8341951780283405,0.758495727901074
arpls_sg15_minmax,field_quality_stress,Agilent-3,1,1.0,1.0,0.0,0.012167785129547661,0.0019386174066531592,0.9999409197172423,0.5185897436502866
arpls_sg15_minmax,field_quality_stress,Mira-1,2,0.48095238095238096,0.6818181818181818,1.0,0.226539380143348,0.061536809925885366,0.9643751851587996,0.6283272324372597
arpls_sg15_minmax,field_quality_stress,Mira-2,1,1.0,1.0,1.0,0.03139257168173495,0.0039587762572912966,0.9994937992999606,0.592694147604549
arpls_sg15_minmax,field_quality_stress,Mira-3,1,0.423728813559322,0.9230769230769231,2.0,0.381009054738507,0.0442951930379932,0.8887961560530387,0.6824471045084948
arpls_sg15_minmax,field_quality_stress,Pendar-1,6,0.4574468085106383,0.7692307692307693,2.0,0.38581214080071924,0.07612046757024757,0.907797451395497,0.7802879278150723
arpls_sg15_minmax,field_quality_stress,Pendar-2,56,0.5016700066800267,0.6767169179229481,2.0,0.4234638179120317,0.09098053028694891,0.813884215199953,0.7601172784786066
arpls_sg15_minmax,field_quality_stress,Pendar-3,28,0.5049660219550445,0.650853889943074,2.0,0.4248581367416363,0.10337777374221056,0.831683113973887,0.753167882893653
arpls_sg15_minmax,field_quality_stress,RMX-1,2,0.8095238095238095,1.0,1.5,0.03292754176022099,0.01257883883970801,0.9995309563321406,0.7908781570714813
arpls_sg15_minmax,field_quality_stress,RMX-2,1,0.9285714285714286,0.8,1.0,0.02232514552544033,0.006345415596316628,0.9994799236932946,0.7550078583803318
derivative_1,strict_core,ALL,598,,,,,,,
derivative_1,strict_core,Agilent-1,29,,,,,,,
derivative_1,strict_core,Agilent-3,73,,,,,,,
derivative_1,strict_core,Mira-1,23,,,,,,,
derivative_1,strict_core,Mira-2,75,,,,,,,
derivative_1,strict_core,Mira-3,72,,,,,,,
derivative_1,strict_core,Pendar-1,46,,,,,,,
derivative_1,strict_core,Pendar-2,98,,,,,,,
derivative_1,strict_core,Pendar-3,70,,,,,,,
derivative_1,strict_core,RMX-1,47,,,,,,,
derivative_1,strict_core,RMX-2,65,,,,,,,
derivative_1,quality_pass,ALL,500,,,,,,,
derivative_1,quality_pass,Agilent-1,29,,,,,,,
derivative_1,quality_pass,Agilent-3,72,,,,,,,
derivative_1,quality_pass,Mira-1,21,,,,,,,
derivative_1,quality_pass,Mira-2,74,,,,,,,
derivative_1,quality_pass,Mira-3,71,,,,,,,
derivative_1,quality_pass,Pendar-1,40,,,,,,,
derivative_1,quality_pass,Pendar-2,42,,,,,,,
derivative_1,quality_pass,Pendar-3,42,,,,,,,
derivative_1,quality_pass,RMX-1,45,,,,,,,
derivative_1,quality_pass,RMX-2,64,,,,,,,
derivative_1,field_quality_stress,ALL,98,,,,,,,
derivative_1,field_quality_stress,Agilent-3,1,,,,,,,
derivative_1,field_quality_stress,Mira-1,2,,,,,,,
derivative_1,field_quality_stress,Mira-2,1,,,,,,,
derivative_1,field_quality_stress,Mira-3,1,,,,,,,
derivative_1,field_quality_stress,Pendar-1,6,,,,,,,
derivative_1,field_quality_stress,Pendar-2,56,,,,,,,
derivative_1,field_quality_stress,Pendar-3,28,,,,,,,
derivative_1,field_quality_stress,RMX-1,2,,,,,,,
derivative_1,field_quality_stress,RMX-2,1,,,,,,,
